mean_Delta,mean_Theta,mean_Alpha,mean_Beta,mean_Gamma,mean_Slow,mean_Low_beta,Fp1_Delta,Fp1_Theta,Fp1_Alpha,Fp1_Beta,Fp1_Gamma,Fp1_Slow,Fp1_Low_beta,Fp2_Delta,Fp2_Theta,Fp2_Alpha,Fp2_Beta,Fp2_Gamma,Fp2_Slow,Fp2_Low_beta,F7_Delta,F7_Theta,F7_Alpha,F7_Beta,F7_Gamma,F7_Slow,F7_Low_beta,F3_Delta,F3_Theta,F3_Alpha,F3_Beta,F3_Gamma,F3_Slow,F3_Low_beta,F4_Delta,F4_Theta,F4_Alpha,F4_Beta,F4_Gamma,F4_Slow,F4_Low_beta,F8_Delta,F8_Theta,F8_Alpha,F8_Beta,F8_Gamma,F8_Slow,F8_Low_beta,T3_Delta,T3_Theta,T3_Alpha,T3_Beta,T3_Gamma,T3_Slow,T3_Low_beta,C3_Delta,C3_Theta,C3_Alpha,C3_Beta,C3_Gamma,C3_Slow,C3_Low_beta,C4_Delta,C4_Theta,C4_Alpha,C4_Beta,C4_Gamma,C4_Slow,C4_Low_beta,T4_Delta,T4_Theta,T4_Alpha,T4_Beta,T4_Gamma,T4_Slow,T4_Low_beta,T5_Delta,T5_Theta,T5_Alpha,T5_Beta,T5_Gamma,T5_Slow,T5_Low_beta,P3_Delta,P3_Theta,P3_Alpha,P3_Beta,P3_Gamma,P3_Slow,P3_Low_beta,P4_Delta,P4_Theta,P4_Alpha,P4_Beta,P4_Gamma,P4_Slow,P4_Low_beta,T6_Delta,T6_Theta,T6_Alpha,T6_Beta,T6_Gamma,T6_Slow,T6_Low_beta,O1_Delta,O1_Theta,O1_Alpha,O1_Beta,O1_Gamma,O1_Slow,O1_Low_beta,O2_Delta,O2_Theta,O2_Alpha,O2_Beta,O2_Gamma,O2_Slow,O2_Low_beta,alpha_frontal,alpha_temporal,alpha_asymmetry,beta_frontal,beta_temporal,beat_asymmetry,participant_id,label
-103.7094038387485,-117.09929753700546,-118.27599969874673,-121.63803873092475,-121.92498139719906,-118.00993009018092,-121.04199162353758,-103.59431476720009,-117.34611960184289,-118.20455160431175,-120.9960369934625,-121.87478506502877,-118.04390897320455,-120.11024188502029,-103.94821155577873,-116.36584023177318,-117.2455665760213,-121.40574849753536,-122.03357639415609,-117.19336939962429,-120.27448894484465,-99.02952023189808,-115.5835790186951,-119.22416178459656,-121.36077915991807,-121.86564815467969,-118.20274238485997,-120.20599176421526,-99.72207407241325,-111.92689646004622,-116.03633755831935,-121.49526193538668,-128.19930130396307,-114.22894989689644,-120.34311774960138,-107.58475835531934,-117.54380766032564,-118.22191474873509,-122.42773120509743,-122.44492509793992,-118.42312087004764,-122.02288230550184,-100.52828869649737,-114.95165723281934,-117.48539904259911,-121.2188929097003,-121.8862436854531,-116.66911598094774,-120.00154281939251,-103.7148417321992,-117.10594145648302,-119.78019511773364,-120.81415584689579,-121.93441225847863,-118.91614766390217,-120.03932539387166,-107.82714783940574,-119.49086998849708,-120.91451228904995,-122.57472171749072,-122.23561759625098,-120.7770909420327,-122.6060785945576,-108.14832392150447,-120.53241999184627,-120.43504217233763,-122.69201728409494,-121.4493588350785,-120.82485784816193,-123.22313028971197,-104.23138198701034,-118.58035804407712,-117.73294208457678,-121.5050618095957,-121.13133652616041,-118.43614613398063,-121.43923276504,-106.14524333873646,-117.39910077333438,-119.04444063448324,-121.48673068093476,-120.88481046271701,-118.35510845569563,-120.48920256177962,-109.46448061719823,-119.69373431996958,-120.92687189145786,-122.0642828168462,-121.19860677618382,-120.45915400313432,-121.19266598931279,-102.6717526379482,-118.98908438244608,-118.6594220384743,-122.55423378613325,-121.4855230699362,-119.0536058368771,-123.16797528953363,-104.75839258711363,-118.09847696334721,-115.99622006165943,-121.55939501204982,-120.9128416345868,-117.01391000247769,-121.28132433987281,-95.31610551798858,-112.53841767988676,-117.54297024219554,-121.04043358077958,-120.73765979752667,-115.48988831468968,-119.79251297361813,-102.66562356176445,-117.4424567866976,-114.96544733339606,-121.0131364588748,-120.52505569704536,-116.07176473636189,-120.48215231072736,0.009329776726716943,-0.00861953598555284,0.0007102407411641032,0.0038228018511305656,0.002851222323106599,0.006674024174237164,2,1
-105.12736617294445,-117.25376770701097,-119.38634110481698,-121.38251560882479,-122.69460152536067,-118.73171167227753,-120.33581805578582,-100.27680957001587,-116.22686874452006,-118.4014953336442,-120.87524506472306,-121.51844606664073,-117.91911931014258,-120.00913131844896,-103.02984562961979,-116.16719086814392,-119.92858453308928,-121.2274350076025,-121.70071401280073,-118.39992872899636,-119.60249646674137,-98.80244122040955,-116.01854148555732,-119.43238576453754,-120.69785035961141,-121.83359208380641,-118.11476714929147,-119.53477111392327,-101.76464534113212,-110.82836197564728,-115.50763040437933,-121.40462490532612,-128.42195256019835,-113.76298371751827,-119.3022483059774,-106.06682942565048,-118.28639188489485,-121.17842174742698,-121.12767730460088,-122.27429782226456,-119.92177767627643,-119.85227991435397,-101.89016768642651,-115.79931135983075,-119.16790064111018,-121.02002650546153,-121.92234073131266,-117.66011170417119,-119.3912048826164,-105.32489917365169,-117.19861867602818,-121.28605155717787,-121.34142583654508,-122.13326309751525,-119.69394342559706,-120.63759064166834,-109.16578672744116,-122.75832430135297,-123.23454163765612,-121.69241763684795,-122.7225893711452,-123.29829261904736,-121.60022063395697,-111.75406964428717,-120.99260018829453,-122.94992940434913,-121.89215334098965,-122.73822804569743,-122.19257832063107,-121.3135840733914,-106.82401752238832,-118.34995541106899,-119.968010719299,-120.96078760119065,-122.33729507348814,-119.2540168138164,-119.96653521824165,-109.18502498519956,-116.3429811994195,-119.44244687439145,-121.50444418708712,-122.44452428960231,-118.527895715691,-120.27437696110538,-111.98694416746011,-120.2074427788732,-121.6052841721586,-121.80072398609539,-122.96493936951245,-121.17813430374106,-121.20891199626428,-106.52959252291299,-120.01866267850765,-120.1531423928381,-122.37002556603117,-122.92141593626927,-120.75650718693669,-122.38875665779833,-109.58457424664246,-118.09152441903056,-118.02591415573148,-121.52590565481339,-122.6610074043116,-118.5062233351635,-120.0739603715484,-96.50326052027293,-111.70385267388754,-114.9744902184602,-120.96998701634875,-122.24544865186402,-113.9781935541936,-119.5585567316083,-103.34895038360045,-117.06965466711779,-114.9252281208221,-121.70951976792217,-122.27356988934164,-116.54291319522639,-120.65846360492904,0.02395912767774971,-0.005463289718074861,0.018495837959674848,-0.0011418998549954837,-0.0015709234759105975,-0.0027128233309060812,2,1
-106.33697625003259,-118.00375914448288,-119.29879571011115,-122.16099350119639,-122.98829563490197,-119.04023765638095,-121.4749765908314,-104.16883275062311,-118.77823008935484,-118.60644901313478,-121.61333928961703,-121.5235707222894,-118.89159449000674,-121.21446346771828,-103.93528083393153,-119.42062276441459,-118.18453674554797,-121.65342553377799,-122.1923086165954,-118.87853273116649,-120.16602335616345,-104.3062226113428,-118.20670067231266,-119.26409001697594,-122.2125317029464,-122.11036239322105,-119.02919392661005,-121.7564627163388,-102.58142144870106,-112.68538017316826,-118.94985340109012,-122.937195023522,-130.13880320169375,-116.47802531951578,-121.768325216584,-109.54785084665193,-117.79547169208995,-118.37665342552091,-122.0174889921643,-122.99835101290142,-118.60414527509253,-121.1797560218105,-105.6703602117058,-118.72149870446675,-117.9516286447369,-121.65707921627542,-122.02625618748068,-118.52881014673797,-120.07472134948429,-108.7598174600995,-118.11654710329127,-120.5372184995121,-122.16479948525254,-122.20046166610798,-119.82221775064421,-122.41685157409026,-112.96076337059382,-122.11074460901767,-122.53779996947983,-122.82729179326586,-122.92602242746604,-122.88456854420886,-123.30962940172316,-111.79189164127976,-120.75606342023353,-121.75155942440699,-122.68188423680061,-123.26568807353365,-121.38353116926366,-122.5597583429205,-108.39076291165995,-118.32856455193313,-119.4120269742321,-121.8593614096978,-122.6495662013811,-119.00960156269338,-120.70313817110613,-106.33445874035672,-116.65665212268614,-119.49758453676455,-122.381640135725,-122.68549497372808,-118.92071650914085,-121.97984164186622,-114.06364268125911,-122.2940640671681,-123.87312229692094,-123.2532002229721,-123.25662002746455,-123.49225024030885,-123.91422276903502,-103.18770495444485,-119.19602900251755,-121.26145418793959,-122.96645514239214,-123.38556824417603,-120.5564825264102,-122.38740678288258,-108.32466894977478,-118.96438561873839,-117.9101492340762,-121.64609543278068,-122.5728344407146,-118.62249783075443,-120.18657617099664,-94.30912939871655,-109.55297061991367,-115.82616929676345,-121.31700433324022,-121.90241918834873,-113.60433559704346,-120.38045721964326,-103.05881118938035,-116.47622110041935,-114.84043569467603,-121.38710406871202,-121.97840278132902,-115.9372988824976,-119.6019912509395,-0.0024152379067711375,-0.004689289699821576,-0.007104527606592713,-0.003754596631019293,-0.001251671451034042,-0.005006268082053335,2,1
-106.48790241282444,-117.91850662093158,-118.31540130913456,-121.84443621312496,-122.49925785163262,-118.48454236974229,-121.95598030708206,-105.44121015915351,-115.02901224902091,-118.97330748922259,-121.53786515505111,-121.44811455886936,-117.638358433689,-121.56312043494086,-104.13984523446756,-114.55710543949972,-118.768986987511,-121.42453196173165,-121.77107297756552,-117.27147524306432,-121.88390481600466,-103.4977318659351,-115.66804113080275,-119.01104611715051,-121.71846249435615,-121.54950580924302,-117.89878898967623,-121.65224978870071,-103.05183924611805,-112.75077326069129,-120.20399574489915,-123.27850155016759,-129.39329622804047,-117.35441989195526,-121.98282777013952,-107.5189865928717,-116.24530729824488,-119.09714338465594,-122.11293800701439,-122.4037106564184,-118.46496225433884,-123.17117188568967,-101.48670796732624,-115.32651245199781,-117.59015445466231,-120.82416487748041,-121.71300129135321,-117.0606001619579,-121.5204927480875,-107.41333964201915,-118.59713427631114,-119.33387766359056,-121.84880615916336,-121.82011454453928,-119.12100814931432,-122.94845160369644,-112.16345278611672,-120.35904595708115,-121.52363838973466,-122.49761583332338,-122.20021705619386,-121.24059178848367,-123.01799369355935,-110.22050494718005,-120.3519036975069,-120.14998405232276,-122.20825734686032,-122.39716899345042,-120.43921851472493,-122.94098717110566,-105.78377568297991,-118.10097001369085,-118.18321788103748,-121.26259352206425,-121.99208029005848,-118.6336204198181,-121.2451143745073,-110.64478767400985,-120.1017904300647,-117.08193589690548,-121.87348503618917,-121.83284997126044,-118.64128082450596,-121.86901835780323,-113.52154935155639,-123.1622812034271,-119.35487260455,-122.39123400036453,-122.12932104382804,-121.00861236614482,-122.6840780336899,-105.92448689402667,-122.58453661748497,-119.16740689753811,-122.52255095585184,-122.9569022560911,-120.90623012488608,-122.66907514647292,-109.15063654174261,-117.54722743219968,-116.38881989083688,-121.29575444917494,-122.3144937732154,-117.49053431164901,-120.00222108017084,-97.48500522866175,-115.88962989162216,-114.77732903823566,-121.47728953103379,-121.71516392999807,-115.76292498655324,-121.40429299082658,-106.3625787910257,-120.42483458525906,-113.44070445329993,-121.23692853017222,-122.35111224599709,-116.82005145511468,-120.74068501791777,-0.004625353495053658,-0.004844534579351471,-0.009469888074405129,-0.004749813380843687,-0.0024112922630027326,-0.00716110564384642,2,1
-108.82006459363781,-118.50074726067838,-120.44828817895231,-121.85990324795503,-122.38842907269219,-119.73058055470223,-120.95691606117235,-109.58266433594459,-118.12597585375767,-121.35451371009398,-121.318050247059,-121.06065763450837,-119.73313665780728,-119.74422960589328,-108.51346622400541,-119.15501153127069,-120.95734874277889,-121.5082246501288,-121.42565320591417,-119.98430624690445,-119.96741558843212,-108.9012709796057,-116.78872555863457,-121.21892511679124,-121.94641889030154,-121.40811784674389,-119.46766864279364,-120.81396959694695,-102.639746268597,-111.89823679577887,-118.08350176034122,-123.14735806482504,-130.0377562263068,-116.04676818185287,-123.33713568285754,-110.17296769275467,-119.83378145757773,-120.513088552611,-122.461390593754,-122.22023529965476,-120.30929331713845,-121.23786630400274,-108.99963493906328,-118.87866668385026,-120.59991936181757,-121.05267441846115,-121.42417700629836,-119.70482861669961,-119.50478181012264,-110.96894521630512,-118.91374498886078,-121.98169159929209,-121.62035799096905,-121.24271903893025,-120.8223877654766,-122.21527391122525,-115.77759479167432,-120.75676076384082,-123.57712579033341,-122.39655431692162,-121.79589931604791,-122.5335152961934,-122.63065566055397,-111.21334480678348,-122.18143438857992,-122.2944794217799,-122.76419355681773,-122.37722352299346,-122.15466080127936,-121.09933415396222,-110.19694354122478,-119.10976210985787,-121.06829198298868,-121.62951281995824,-121.7488140514378,-120.32321248546153,-119.5022360726632,-110.69025102972677,-116.5861789470638,-119.31619988561798,-121.4523502507583,-122.09009828246332,-118.6064977055739,-121.11218433138677,-115.818342210713,-120.56045284622644,-122.29788408423474,-122.16158526852712,-122.38594678460495,-121.85396218228045,-123.04486574525961,-107.03340151132701,-121.07274960510962,-122.19560158782986,-122.79104196639612,-122.71306406981287,-121.76227515331149,-121.54124873755603,-108.81068974445486,-120.31173818162527,-119.93518988129125,-122.07272011385403,-122.21296805267353,-120.21215616305646,-120.52480311143805,-97.21618145811195,-113.1681316338017,-115.43155468567595,-120.18285719639773,-121.89517262797675,-114.66363706155279,-119.14138416746262,-104.58558874791296,-118.67060482501815,-116.34729469975932,-121.25316162215118,-122.17636219670811,-117.5109825978533,-119.8932724989944,0.010182822768267714,-0.003758073145453191,0.0064247496228145235,-0.002792927673861496,3.763549373597693e-05,-0.002755292180125519,2,1
-102.97063746685072,-115.69033725755973,-120.65346305000384,-123.1356848503242,-122.57115985513244,-118.72584721850502,-122.19788737837212,-99.28304207735073,-114.6890935368911,-119.46053468114627,-122.7013390988575,-122.00874470102866,-117.63402420453811,-121.73996803127176,-96.33012123973467,-113.47919012616842,-119.94800722344765,-122.62062545701932,-121.98557861426966,-117.3391230100064,-122.07397386165846,-98.87660327674973,-111.75182854049137,-116.89798968733737,-120.46743613793961,-122.03938114207062,-114.97866934113937,-118.36006678790957,-104.72072385332547,-113.18556507171813,-119.20837532074304,-124.2334774169043,-131.15424924495278,-117.29378897460901,-123.1708277261294,-102.49389234099327,-116.19899399879404,-121.87674737664508,-123.31803344555489,-122.73686812270073,-119.28371803262452,-123.29878144049235,-97.39651648619329,-111.8595745776069,-120.6976892283414,-122.14129377721574,-122.21147349649624,-117.12368162435516,-121.46801069125397,-103.3832216549703,-114.60431443728952,-121.60141546592547,-123.02226884777578,-122.06613576599996,-118.67989673263226,-121.61893251470725,-110.20405312925607,-119.87422318072821,-123.32593718223728,-124.4420668029247,-122.62375063224349,-121.81568409127229,-123.88717032345812,-103.69180776771469,-118.51436414725407,-122.82109618959268,-124.2847234088987,-122.48102662312542,-120.82823898994972,-123.710945582023,-104.0590299522556,-116.67248788886677,-120.87320032580274,-122.7982546135568,-121.73622976046933,-119.02871650745561,-122.26404051371105,-105.33643870655065,-115.01699433825327,-120.48650798137392,-122.74514397284074,-121.65059564479503,-118.14613975393166,-120.43871973033959,-111.73300638852459,-120.34118541137792,-124.57129346772493,-124.29521264331464,-122.0565751910217,-122.62216388394515,-123.95504916593612,-105.15465369879483,-119.88859054258273,-122.56672128168269,-124.60326424874653,-122.2442809171276,-121.70111527322567,-124.37993338307528,-105.75789485598295,-117.0695522009318,-119.48944169523251,-123.04029596103601,-121.81706482249098,-119.02879862132656,-121.72953396152406,-95.08268594295691,-110.02924205721934,-119.14691754531984,-122.63739906743476,-121.0955506760538,-115.99984751925928,-121.83208610763899,-104.02650809825752,-117.87019606478191,-117.48353414750862,-122.82012270516722,-121.23105232727319,-118.10994893580965,-121.238158232825,0.01106817387172995,-0.0030032634044803402,0.008064910467249609,-0.0036979938767492692,-0.0009112918281382695,-0.004609285704887538,2,1
-105.07678074643428,-117.7936029885932,-120.41242579855253,-122.43742781776794,-123.91460851529506,-119.34767304839986,-121.57648415372802,-98.96764672303503,-114.69479647068026,-120.09841341523097,-121.3422717720342,-122.63811263024952,-117.70965744123363,-120.7848924403207,-99.53748840192378,-114.5944790619447,-120.09794552340959,-121.2226471823681,-123.03621798189543,-117.72870988684582,-120.38625098915898,-101.00653611878614,-114.04301709656285,-117.64048865696702,-120.42310939673858,-122.80506946616256,-116.18653708269568,-119.12256509630296,-104.12053040636687,-115.19807170027917,-119.3379462916265,-123.97365907605766,-131.4580146836545,-117.66892007912199,-123.60194908350479,-106.37936050409375,-117.10477725629431,-122.00689873521395,-122.37382968529386,-123.66915855351097,-119.70347442024189,-121.92568086672713,-101.66370688539058,-115.37626298274658,-120.67162866225414,-121.73057523915247,-122.92608737010848,-118.64732195402601,-120.98058156653461,-106.57195074272661,-117.66095695123386,-119.88597833735764,-121.9077701091365,-123.66042918007123,-118.96096937395151,-121.99423758107153,-110.82904747813345,-120.40295773021383,-123.22158245444004,-123.09085707272313,-123.92251947847294,-121.78762283529734,-121.45330743676983,-107.4800058814886,-120.26749856847312,-123.59116711667515,-123.65250538708469,-123.76978031645343,-122.45996107203771,-123.13618783575329,-106.05035104441595,-118.20477130038364,-121.50869087692239,-122.5491724225587,-123.23060024081845,-120.19713841038924,-121.56248486709313,-108.57854050191617,-118.6225594179436,-120.16114185358292,-122.52948798814192,-123.4531428031779,-119.66149665186452,-121.89014060302569,-113.04061464363329,-121.72406980954945,-122.5575266884846,-123.38585620683943,-123.8636464077277,-122.25804906107611,-121.99590097343685,-107.15931517759262,-122.7846331469989,-122.62394126878843,-124.20389998149497,-124.31922648741345,-122.68842802135747,-123.44871493882678,-109.26625512963464,-120.47978745518814,-119.29205551612269,-122.7093380953162,-123.97183110894579,-119.95567897279801,-121.5194016472898,-96.91102964819338,-113.89752017162841,-117.8816713877037,-121.81725571080263,-122.40394944860677,-116.49232252763449,-120.54397369418689,-103.66611265561752,-119.64148869736998,-116.02173599206063,-122.08660975854387,-123.50595008745184,-117.45648098382611,-120.87747683964513,0.011058667705500971,0.00672223850197911,0.01778090620748008,-0.006494198089080713,0.0026237844046464076,-0.0038704136844343053,2,1
-105.43470377845952,-117.73334135967458,-120.37855974108453,-122.75941625299338,-123.02690861790674,-119.37752915983954,-122.4909200456909,-102.5510712952073,-117.64984770709714,-119.44645517375425,-122.02344385227568,-121.6969917939672,-118.65605935295265,-121.93842095312485,-100.84172094248896,-116.84878474876639,-119.88794146693952,-122.57883911993606,-122.23781307876554,-118.54523557044675,-122.38762367006026,-102.05135725143151,-117.42724038233992,-119.85278951721773,-122.64068729022347,-122.39133827207023,-118.93824429920726,-122.94567679707485,-98.48350885931201,-112.06747859389009,-118.6805449346904,-122.74665820042995,-129.46749025224682,-116.31421082755861,-121.00583986997242,-107.04947007679336,-118.86641233920744,-121.12231847656372,-123.09082892766746,-123.13087863549923,-119.88533626604797,-122.2762651444013,-102.5900947797598,-116.07446799813681,-121.2050750513778,-122.07394441629258,-122.26854430060772,-118.99031104258175,-121.48977873855867,-106.3068397132019,-118.48260578640613,-120.02150999035791,-123.01000667722668,-122.66265681882282,-119.64267481385761,-123.53935539641188,-112.90905735081023,-120.1750117755153,-123.10268378856793,-123.63441428550681,-123.17540092618691,-121.91254387102072,-124.52745708015232,-108.50567709663628,-119.27548489428527,-122.97893260839544,-123.73963546498744,-123.43551002255737,-121.38018440669336,-123.40593429493177,-107.39390858161741,-117.68647419535932,-121.1432130330696,-122.57315851516884,-122.627732844021,-120.06646082792506,-121.82012630649766,-107.10462972002384,-119.54920699224856,-119.60943273188389,-122.17384892465552,-122.43040516024752,-119.77889295464362,-122.2008441366824,-114.033371668624,-122.15920986461231,-122.73976950051406,-123.58640105026831,-123.07339929804435,-122.75254635637654,-124.3573491704284,-107.72489084049371,-120.01484233706854,-121.64820679038047,-123.29602269655385,-123.40270663340054,-121.35306338651498,-122.9558434519989,-108.29808572617368,-117.69127388228208,-119.4211296070501,-123.05887463846432,-122.67701830676411,-118.8386905809404,-122.56894860149967,-96.16261240676295,-111.74578120049841,-116.89495673715791,-121.52048042145267,-121.5757426032915,-114.97560367109524,-120.60417801799122,-104.9489641460154,-118.01933905707979,-118.30199644943158,-122.4034155667844,-122.1769089400152,-118.01040832957015,-121.83107910126803,0.010182420289476506,0.004651190392397154,0.01483361068187366,0.0013999928621877581,-0.001778819658569044,-0.00037882679638128586,2,1
-104.3120541005801,-116.87837197010747,-120.60592323309936,-122.04039482172332,-123.2838047249818,-119.10035497700576,-121.24804232533944,-104.8644411935105,-114.53760219324754,-119.79457122512724,-121.38004181421175,-122.62379211505353,-117.58830097189247,-120.21721614899027,-102.24322036320375,-114.78026250562645,-119.20781396836087,-121.25750907313964,-122.51986966316511,-117.43600862559214,-119.96240386443493,-99.21753090629947,-115.0461781707625,-120.53141453266264,-122.01457959984734,-122.55555162390442,-118.13267016355023,-120.49638257438055,-96.77020526041396,-113.00187438203756,-117.00445109339829,-123.26948214877245,-129.82464903330307,-115.71438445578264,-121.3812964836948,-106.77262693381093,-118.60335192379023,-120.52946440124991,-121.59102950628612,-123.16819716845953,-119.75105790446221,-121.18434094779633,-102.55863140761741,-117.8555963171096,-120.16772813369806,-121.31322782698113,-122.56101002686934,-119.47821756453433,-120.46641196587684,-103.50656423118701,-115.30410763974437,-121.13957303904607,-121.3860205129094,-122.37320253783652,-118.45004087883964,-120.41858074674414,-109.07405443834571,-117.85799212360519,-122.61055441001898,-122.8150729444223,-122.81840794652884,-120.49938334343973,-122.26611411956254,-108.19252878252078,-118.54267614366279,-122.80916508243003,-122.47933016547177,-123.43181625381914,-121.33742405618497,-122.15451992698382,-105.86782487881914,-117.37009396487959,-119.95855356667707,-121.14456813652225,-122.84131961279424,-119.2928854101623,-121.12113903653665,-105.53167199410063,-116.7366531221799,-119.85354179762334,-122.00941761694128,-122.82991880856159,-118.2389036983104,-120.19618447257929,-110.44135042832139,-117.81993530589243,-121.95324025276642,-122.69150711536965,-122.94549443324871,-119.98482180198546,-121.64068251033558,-104.4638256439206,-120.45865333165705,-123.53438580899787,-123.49462910116566,-123.67940200118511,-122.67980814975486,-123.78490269067586,-108.47908225849594,-119.59591404722511,-121.302492061421,-122.19858429289319,-123.28532661284379,-120.73549980517399,-123.10739566004881,-96.67263545112439,-113.16554868799814,-118.97315486745478,-121.6922655199364,-122.34473206625086,-116.37492275506767,-119.62878047128544,-104.33667143758991,-119.37751166230089,-120.32466748865707,-121.90905177270281,-122.73818569588477,-119.91135004735887,-121.94232558550515,0.014840042107296647,-0.004898501240950609,0.009941540866346039,-0.006854729785302477,-0.0009955543246388363,-0.007850284109941314,2,1
-101.74118101825329,-115.35694179857289,-119.35868105360069,-121.71655597641899,-122.45926469049974,-118.20757333626574,-120.95963824411908,-99.92089451278434,-114.7606591642995,-117.85739030023656,-121.09626405336292,-121.47562625777108,-116.81181283671796,-119.59511926649498,-99.00972901200143,-114.51732693144152,-117.9108320231427,-121.1143289645873,-121.68372265603422,-116.92942669331039,-119.42478757886445,-102.692837888145,-114.66350175985512,-118.65344648963456,-121.44279834276034,-121.68031797983265,-117.43841058933549,-119.67207631091892,-99.80235347278884,-113.44146214429374,-116.29355253259176,-122.46751554473958,-129.0452545677217,-115.56050969436852,-121.63105881464904,-101.77495016481177,-115.66771008970737,-119.77856271545852,-122.36042370643294,-122.34557871786288,-118.62215342673127,-121.9280536991811,-96.08601983964783,-112.19282289211708,-117.87289472392459,-120.60342070088387,-121.46119735287836,-116.49666209566216,-119.39628568190875,-101.67041336222367,-114.44297611302386,-119.59371736870727,-121.48626751390991,-121.69362713147584,-117.90338298760395,-119.30593253121215,-106.41757126012766,-115.75992527140698,-121.48489686391031,-122.66124881561093,-122.42357106129215,-119.7604032822736,-121.39207294817106,-106.7784898613084,-116.88037324488602,-122.91228245652722,-122.69468757950963,-122.8924027872404,-120.84188867379696,-123.52948306571284,-97.49743182657619,-114.41281884638443,-120.31172089500146,-120.87510266780036,-122.0176703302436,-118.43239377543516,-120.45882171841532,-105.82500774685741,-115.25242725400328,-119.49268516138932,-121.75707953517777,-122.2440120504733,-118.28473392843573,-120.74493900625205,-108.04575968640893,-119.40753516380414,-121.84264958367885,-122.79741327938609,-122.75688968473727,-121.21526331294419,-122.47302370481964,-102.73833293548248,-118.63323109770566,-121.75803710668768,-122.83712028613712,-123.182203355535,-121.04875556913258,-123.13359573480334,-100.84577517481588,-115.04386099989074,-119.56803851487626,-121.25516503747197,-122.25060652196142,-118.15992477566621,-120.75112048905477,-96.38514957011719,-114.00831429424863,-117.83461544516024,-120.95836320328897,-120.99238027046908,-116.74259831183139,-121.19741745052168,-102.36817997795578,-116.62612351009805,-116.57357467668393,-121.05769639164403,-121.20317432246685,-117.07285342700646,-120.72042390492517,0.014762481283335481,0.002992860568274986,0.017755341851610467,-0.00043741673697125343,-0.0025217089903862367,-0.00295912572735749,2,1
-103.90292033485981,-116.89002991206148,-119.80880382662167,-122.4762135353889,-123.95253979262105,-118.80902759806223,-121.77345363018293,-97.61766505601159,-114.7614487495902,-119.2320861652713,-121.89488296910501,-122.99294655723999,-117.6855886790326,-120.82809984653477,-96.54013090517066,-114.29260743894692,-118.69567588537025,-122.29485033232253,-123.41110052698556,-117.25099319165732,-121.67330150574517,-100.2296511294218,-116.73735468502618,-119.24362724512429,-122.31973757180958,-123.30387410452938,-118.21269673081052,-121.28716283477456,-100.6772087126977,-114.60850858640246,-118.40463112617374,-124.13699412167347,-131.78756182526047,-117.09137030368314,-121.67426188738224,-103.70275035667456,-117.66149673280286,-119.86362182269306,-123.0988172745257,-124.14683478798949,-119.30716687055451,-122.6029766673937,-99.20690795898832,-115.72487372703499,-119.59916025210987,-122.44685556662104,-122.77249755378085,-118.24543365091742,-122.0526020357794,-104.43324294654718,-117.01555998601805,-119.4271339148363,-123.00593680590637,-123.89625430342441,-118.48499518967164,-121.91058518699086,-109.08062563874881,-120.82973299898867,-122.03616070587695,-122.9179689424039,-123.93454108016661,-121.40500061523787,-123.01154797209156,-105.11598492750815,-119.24861615988709,-121.55380229249295,-122.84724518259137,-123.72886843652171,-120.86644659533778,-122.55863948084578,-103.0410670666783,-116.76560991989015,-120.07764309482411,-121.82425862858493,-123.184207983736,-119.00146089543058,-121.42782450748206,-106.47808448535287,-116.60221211034003,-119.35155021386913,-122.36594907427359,-123.18359633029604,-118.11521729355402,-121.30897326324492,-110.418576441689,-119.70838133236389,-121.99778464514178,-123.19431265721414,-123.78003719508949,-121.05420358655789,-123.04587555222653,-108.56475573051532,-118.87628082866144,-121.64936457566522,-122.74858122675492,-124.23950864801395,-120.93779385266164,-122.45945512768338,-111.35251015954188,-116.6478241969301,-119.53511260360685,-122.04244048218409,-123.46565811676822,-118.98850282638793,-121.73547198890266,-96.35834703003565,-112.83861061493711,-117.175436335165,-121.11607091492434,-122.32239239381914,-115.49961725487123,-119.33333122889611,-109.62921681217534,-117.9213605251631,-119.09807034772582,-121.36451481532734,-123.09075683831571,-118.79795403262966,-121.46514899695302,0.0061233113453533685,0.002716059312510368,0.008839370657863737,-0.004199136206381012,-0.004826521398736633,-0.009025657605117646,2,1
