mean_Delta,mean_Theta,mean_Alpha,mean_Beta,mean_Gamma,mean_Slow,mean_Low_beta,Fp1_Delta,Fp1_Theta,Fp1_Alpha,Fp1_Beta,Fp1_Gamma,Fp1_Slow,Fp1_Low_beta,Fp2_Delta,Fp2_Theta,Fp2_Alpha,Fp2_Beta,Fp2_Gamma,Fp2_Slow,Fp2_Low_beta,F7_Delta,F7_Theta,F7_Alpha,F7_Beta,F7_Gamma,F7_Slow,F7_Low_beta,F3_Delta,F3_Theta,F3_Alpha,F3_Beta,F3_Gamma,F3_Slow,F3_Low_beta,F4_Delta,F4_Theta,F4_Alpha,F4_Beta,F4_Gamma,F4_Slow,F4_Low_beta,F8_Delta,F8_Theta,F8_Alpha,F8_Beta,F8_Gamma,F8_Slow,F8_Low_beta,T3_Delta,T3_Theta,T3_Alpha,T3_Beta,T3_Gamma,T3_Slow,T3_Low_beta,C3_Delta,C3_Theta,C3_Alpha,C3_Beta,C3_Gamma,C3_Slow,C3_Low_beta,C4_Delta,C4_Theta,C4_Alpha,C4_Beta,C4_Gamma,C4_Slow,C4_Low_beta,T4_Delta,T4_Theta,T4_Alpha,T4_Beta,T4_Gamma,T4_Slow,T4_Low_beta,T5_Delta,T5_Theta,T5_Alpha,T5_Beta,T5_Gamma,T5_Slow,T5_Low_beta,P3_Delta,P3_Theta,P3_Alpha,P3_Beta,P3_Gamma,P3_Slow,P3_Low_beta,P4_Delta,P4_Theta,P4_Alpha,P4_Beta,P4_Gamma,P4_Slow,P4_Low_beta,T6_Delta,T6_Theta,T6_Alpha,T6_Beta,T6_Gamma,T6_Slow,T6_Low_beta,O1_Delta,O1_Theta,O1_Alpha,O1_Beta,O1_Gamma,O1_Slow,O1_Low_beta,O2_Delta,O2_Theta,O2_Alpha,O2_Beta,O2_Gamma,O2_Slow,O2_Low_beta,alpha_frontal,alpha_temporal,alpha_asymmetry,beta_frontal,beta_temporal,beat_asymmetry,participant_id,label
-109.45816337111827,-114.06759075721492,-109.42914662273563,-105.21079535504832,-101.63050594048283,-110.97027061977548,-108.46514495352797,-100.86162335961383,-110.0950731244307,-108.07644052563583,-103.9981665945568,-100.94221683037128,-108.85191433848826,-107.22179664036952,-107.26505411400217,-114.1160964499499,-107.98789099121976,-103.99583433068184,-100.89131301786172,-110.14894016028461,-107.2439618376194,-105.48852088309118,-113.68462855853625,-108.51427382690716,-103.99385415621188,-101.00106297226556,-110.2164463087701,-107.21349233846462,-111.19213899508534,-113.68878942022907,-108.78766683051913,-104.69278390890624,-101.53972356652228,-110.47349626035492,-107.77095607192784,-111.94797897000043,-117.2644171063456,-113.0309176030906,-109.58189611940479,-106.08148198190065,-114.74446423611647,-113.0960980639642,-108.28976159548381,-113.50375960845464,-108.44696207353878,-104.52391739150312,-101.44182533069271,-110.14857826787392,-107.60132932509185,-111.98428111159164,-113.65363514246353,-109.91251061729831,-105.23082820945513,-102.14169996763263,-111.16019305220804,-108.73860105966071,-116.98068535927749,-115.50598151795054,-108.2752944429208,-104.07065790575419,-100.91413189173987,-110.81902687879732,-107.31436528992467,-114.7695284859592,-116.12114393893923,-109.28735955322615,-105.1430244493944,-101.05168291144271,-111.46555325294842,-108.32758314150865,-108.50330371971478,-114.25380207058504,-109.33638442317647,-104.78298988577873,-100.45916816810083,-110.8055730770838,-108.10443419045757,-110.66185837813325,-114.3975522027913,-109.74262580197839,-104.70139840093479,-100.60911922595241,-111.10371685481407,-108.10391540240718,-114.05967242963223,-115.2137280958273,-109.86180717835401,-105.22218126774261,-101.13397639570492,-111.61966142641819,-108.45378980370788,-112.8215002287622,-115.93007478098083,-110.06581024680914,-105.5585548395789,-101.31662244910899,-111.91445290328194,-108.8613841524396,-109.92731443531129,-113.96291071573474,-110.50717708676254,-106.46448741184395,-102.47256500584315,-111.54296989266906,-109.43194468307647,-107.66090710144117,-114.02053165393204,-113.12403367201979,-108.88889054464514,-104.58901518053345,-113.436419209608,-111.80435951559734,-98.91648477079235,-109.6693277282878,-105.90919109031346,-102.52326026438027,-99.50249015205223,-107.07292379669043,-106.15430774022997,0.01912937449946389,-0.002627726785193075,0.016501647714270817,0.022817031904341565,-0.0021324231316689566,0.020684608772672607,12,1
-104.18510960927537,-109.50519622121169,-108.5000870144251,-106.50526268631633,-103.58692261335003,-108.95930048399273,-108.38341809828637,-99.90883233314403,-109.1905456190023,-106.40810069539981,-104.7223531416136,-102.21590080590398,-107.51640415019351,-106.59239637281947,-105.68548691931561,-110.62234718848778,-105.95154915068306,-104.69665924710603,-102.16455939676396,-107.74744463806313,-106.72863253302214,-88.82719991043703,-101.52469467933945,-106.90313510711742,-104.5189335854021,-102.27890295056646,-105.05087300519753,-105.89246135267891,-108.33437407865043,-112.80970369365362,-108.09909143211134,-105.21781513273665,-102.97397519234124,-110.07043712074775,-106.30421951443164,-106.20977820558383,-111.94734915247606,-108.20492892832564,-109.99976900641941,-106.70607903435331,-110.06109070610017,-111.57917695079469,-105.12911562709473,-110.256964414014,-106.4975145072682,-105.22001216341948,-102.66509293002385,-107.99365769446227,-107.20251960322724,-106.07367393600353,-110.54754320393033,-109.1211289041664,-105.85864426274672,-103.32251218115987,-109.68101213789657,-107.60453144631195,-110.09586662101228,-111.32367907805148,-110.38722725499056,-104.58873762063976,-102.18717261387411,-110.95090278453138,-106.20874871702512,-113.28983970126998,-113.21717449183969,-110.29198016585407,-107.39217161835627,-103.8053262461593,-111.26238692340024,-109.71504020292862,-103.29490920652039,-110.35142264900247,-107.69996459707794,-107.06337489201398,-103.42243095876917,-108.61289508001794,-109.75692506430039,-108.90282147310882,-111.61642094187033,-110.32169123201733,-106.89267271240642,-103.42153027367705,-110.52285686286947,-109.2988349107447,-108.50224154455819,-111.81729984062524,-112.41046518884805,-107.38085646625682,-103.94119873594019,-112.46988171753634,-109.82203873967647,-105.98369999689326,-112.35604059314944,-112.44145137829015,-107.80670745737817,-104.26945865017768,-112.20932886992082,-110.36069350169822,-105.90717715118923,-110.6137784091509,-108.89728850586447,-108.69431354368145,-105.35420007143118,-109.37858756700525,-111.30693544848334,-97.77774596646546,-99.7077388110712,-107.21633003920893,-110.66141695785814,-107.69450934841853,-104.96155814715108,-111.42626266814024,-93.03899107715918,-104.1804367737227,-105.14954514357831,-103.36976517302621,-100.96791242404068,-104.85949033879028,-104.33527254629891,0.0004892997182296683,-0.006554548195193493,-0.006065248476963825,0.022219159706721902,0.005658083809507795,0.027877243516229697,12,1
-107.73567819047138,-113.13476561232027,-109.13425377065192,-106.00069923026649,-102.24433585160159,-110.64247284635606,-109.19049284038462,-101.37992746094136,-109.83648901720456,-107.67633724647365,-104.321539094153,-100.98075802617208,-108.51175554579531,-107.1254818644199,-107.48418261062957,-112.79414329871173,-108.22410940752454,-104.19140989328409,-100.88546253477206,-109.80797830339966,-106.87524429931088,-103.12338809745117,-111.45587051678051,-107.76646304074526,-104.37255263291839,-101.00936277296486,-109.25163100891446,-107.00890004701407,-109.84223464408599,-112.56755441162784,-109.10488166294542,-105.00220913435565,-101.576049387973,-110.33248157170338,-108.07350197438322,-109.5943433472691,-115.67510565093546,-112.72404016381685,-109.78113288642153,-105.93497164768388,-114.04781575538522,-112.8302728201612,-109.13986863110534,-113.37020559169605,-108.63923769086597,-104.7358668198575,-101.42281600609178,-110.27282269491948,-107.26306320937299,-106.48236882878408,-112.77279524484777,-108.9527651076196,-105.72491449192218,-102.16745191018953,-110.45812807211139,-108.48407238131094,-111.94490707091215,-113.48809362437343,-108.86407707191847,-104.52574928774824,-100.95530263594235,-110.43502087845015,-107.60926686957664,-111.71998156319779,-117.40227695690415,-110.43095023178023,-106.33519456920887,-102.35382567779158,-112.81756118836887,-109.74080603268342,-107.6078292253182,-114.76973353983514,-108.80081681888853,-106.14213524597223,-101.76829984160287,-111.26822349356718,-109.9710283108333,-110.54644711226868,-112.78120624607216,-108.55883147034945,-106.10270117775886,-101.90930485187715,-110.28400829772266,-109.86773533394094,-108.68733240324946,-114.45338897414472,-109.80378757476959,-106.67339399528838,-102.42185866821683,-111.37548982841183,-110.39663294637977,-111.76561347309732,-117.69645008281304,-110.35907821944421,-106.98591579820622,-102.62551755285634,-112.98649797062222,-110.8257091246207,-110.83327974745535,-115.81273572333178,-109.63663855866079,-108.07604877823299,-103.74810118363001,-112.35383093362397,-111.97010237571249,-106.0715631397959,-107.76724519581747,-111.09411941612764,-110.23505541398785,-106.07085787356715,-110.19443650232519,-113.32490296665662,-97.54758369198066,-107.51295572202854,-105.51192664850043,-102.80536846494788,-100.07943305429409,-105.881883496376,-105.68116488977681,0.016315088542412086,-0.0006977992618387586,0.015617289280573328,0.022249973890449973,0.001969257393097241,0.024219231283547214,12,1
-108.15381126496807,-116.1531754632259,-113.06194891275635,-109.73026809832318,-106.54574738990742,-114.42640124631515,-111.09179645064442,-101.26439240675737,-114.29517158893954,-111.42853311202096,-108.10861014625276,-105.06799165890867,-112.86643229852979,-109.69234826829972,-104.81765065733215,-115.37067505721912,-112.0012467707328,-108.08714883530806,-105.00623530244908,-113.25563157198422,-109.98926095790353,-105.36858896415279,-114.85468647848889,-111.24345579028201,-108.14942883721169,-104.99511767743596,-112.72147077575598,-109.88202596873802,-111.8738596470584,-118.05909491643153,-112.36224682249447,-108.82565219120983,-105.71670209682823,-114.72339079787447,-110.62031354882234,-109.75717343921308,-118.2039340225888,-115.2718698049382,-113.3921213420174,-110.2240380182281,-116.73210645842148,-114.93337659227922,-103.73367284162234,-115.31821664681826,-111.58721418288182,-108.586704944404,-105.54091153339326,-113.04838183734661,-110.45237542958252,-108.34486451695827,-115.31266329987473,-112.9846015647726,-109.33817049331961,-106.26427432368433,-113.96515288896772,-111.13691983352797,-112.93509087870089,-118.47000442083574,-112.94040150904233,-108.21852396839891,-105.13231801365053,-115.16899606356544,-110.1408415594082,-108.31126038568766,-119.7278566974818,-113.89458384567988,-110.09830877890602,-106.80380397022726,-116.28443408484779,-111.3564053205613,-106.58514103280514,-117.3008329594149,-112.05480016288877,-109.66355590760176,-106.22208085337621,-114.345877159091,-110.52270361900894,-111.11858633822857,-115.1375128129056,-113.532076896575,-109.81079520142234,-106.3366805300469,-114.4023522855926,-110.79988286369662,-113.25300127630132,-117.22536493403231,-115.58549346429359,-110.32795289492762,-106.90701999768024,-116.46147582323789,-111.16852115681425,-113.33467373592046,-120.92609997785303,-115.23545952839856,-110.65102873089825,-107.13744196388176,-117.51301712552802,-111.81789087399332,-109.77126894664235,-119.07463542610303,-113.86296915582219,-111.51161009950494,-108.21526619644443,-116.15469600780358,-112.30487039741467,-106.81030886889721,-110.03902343989489,-115.02847667940762,-114.36809438468131,-110.46629694715332,-113.47121417182285,-115.8298362382316,-103.18144630321119,-109.13503473273202,-109.97775331387064,-106.5465828171065,-104.6957791551303,-109.70779059067287,-106.8211705820287,0.01278201627046045,-0.004131727131984935,0.008650289138475514,0.020549522561591024,0.0014857664349479916,0.022035288996539015,12,1
-108.39590725897538,-112.54244921670367,-109.3068833210398,-106.70659039136933,-103.28174766325796,-110.40326366101947,-108.93668749063119,-100.34961093642579,-107.88096155870302,-107.87924968108435,-105.66225804450968,-102.46912685618977,-107.68316163376147,-107.42301578581167,-103.88489278352986,-112.92513855876017,-107.50904596447081,-105.60138814396586,-102.41063725036578,-109.39629962849659,-107.55087584234333,-106.63644051758311,-111.4648464771812,-108.64212600493553,-105.6321608296248,-102.50453399281902,-109.41983528901861,-107.40119512414057,-112.79980319010278,-113.34192905999947,-108.38088661391318,-106.1909818781668,-103.16897535477682,-110.12478251417957,-107.56727287850933,-108.54455858555923,-117.13694202345586,-110.3262603741743,-111.28796944164512,-107.21776199789477,-113.09441960157429,-113.03009085871781,-102.77519141264865,-112.4199577958761,-108.36647138075122,-106.15616325624264,-102.94012674619565,-109.67965465903961,-108.15904220085405,-109.89916768641393,-112.37912345951668,-109.33814539989518,-106.97557928003917,-103.58333908399777,-110.10243014153014,-109.00808413351912,-115.98465864314296,-114.01462504146423,-109.57778719306265,-105.67884536566483,-102.48547881258484,-111.08103895820389,-107.48037854607897,-112.59220403405313,-115.56870324585418,-110.82598766566261,-106.4975869295265,-103.01094358983707,-112.29259606921973,-109.39629492307819,-103.90468363897284,-112.01791513148207,-109.09690193746779,-106.04570347685954,-102.41733994006455,-109.79380144443489,-108.54738915091103,-109.83766496258221,-110.83229758127943,-108.36829618873067,-105.94818353625395,-102.42235796070557,-109.28225265641073,-108.43240878742003,-110.61443583240393,-113.01763736736389,-110.0167089710257,-106.49611054265995,-102.94246262518007,-111.34004763450484,-108.86900074365654,-113.73571611598152,-115.13981235730499,-112.47185414103542,-106.87852694118658,-103.28508440971683,-113.27453165590497,-109.45281985892619,-109.3710494161952,-112.77364081231103,-110.19947565055395,-107.86729665655345,-104.40361591530653,-111.19686149995324,-110.18453079587609,-108.7954504443228,-111.7665801562152,-110.56999526846258,-110.57710718667087,-106.67543955094843,-111.444758296955,-112.8323427968383,-104.60898794368813,-107.99907684049101,-107.34094070141053,-103.80958475233962,-100.57073852554385,-107.24574689312387,-107.65225742341772,0.008894879692098404,-0.0011044173788412343,0.00779046231325717,0.023436693677922827,-0.004365177935017917,0.01907151574290491,12,1
-110.77033269922626,-115.9609562590822,-112.49366291546444,-109.21688321203116,-104.76070142604983,-113.95999328742765,-110.74570272119753,-99.3192220882116,-112.11311888931544,-110.23665151402277,-108.15057724310452,-104.51989679069142,-111.39179359075435,-110.45194453043945,-107.95576828546113,-115.55842644773172,-110.85067064942976,-108.07972645518231,-104.48567337287577,-113.04799397373314,-110.39916202810238,-108.77437300414638,-114.91652030205297,-110.41974453151322,-107.79759860485491,-104.54997357887297,-112.65045594611793,-109.60012292440499,-112.95747138838834,-117.90581865545009,-111.1732740730942,-108.77244649784498,-105.35426031747761,-113.88399975842786,-111.04970910376693,-112.07102076952235,-117.9572402994673,-115.02767525196916,-113.75286230842958,-108.83758014127474,-116.78328655222676,-116.98552029754441,-110.50902495397386,-115.33818969686256,-111.30964817683936,-108.60294374098982,-104.98083150933903,-113.29467883355967,-111.0441300658496,-111.80895408447256,-114.39296879322552,-111.5564569201281,-109.20621114928923,-105.59434727151249,-113.25523059437303,-111.44428502733533,-113.9265157860943,-117.84673128634113,-112.24605817270742,-108.19421284780758,-104.57682871666222,-114.36685431629306,-110.66588039308436,-114.05224224839779,-117.8856407192006,-113.88668113031754,-109.05455495688442,-103.83926065085554,-115.31218672160486,-109.68503417743533,-107.78063418982164,-115.02684697815471,-112.60672936349803,-108.82927440362718,-103.39754613528561,-113.63492966839327,-109.50956462330097,-113.42836765530089,-114.41177500360375,-111.88232652493885,-108.6859794003193,-103.42076640751898,-112.92650267314542,-109.14636002759562,-114.55211296725572,-119.45012293564987,-114.8709556700152,-109.2694482571205,-103.8992338271713,-116.1421632356855,-109.9748453274997,-115.5445272534988,-118.40744463298269,-114.41798316087586,-109.48797053915372,-104.21563780964858,-115.63303484521,-110.01944621025731,-111.64381852634416,-117.1113526710115,-113.02452530359523,-110.62475886005234,-105.2997342560884,-114.41851340880271,-111.27822458915838,-112.71092728360426,-116.63644232509137,-115.35119442253952,-112.97336980056129,-107.9030598666671,-115.85810704275468,-113.59053720627335,-105.29034270312644,-110.41666050917405,-111.03803178194661,-105.9881963272769,-101.29659216485554,-110.76016143775995,-107.0864770071127,0.017039721497083386,0.004685302974062207,0.021725024471145594,0.022381345462688197,-0.0017287862326913243,0.020652559229996873,12,1
-107.68490993599029,-110.92836982104234,-104.13579951940764,-102.39344092033102,-99.37603479204755,-106.72025371926343,-104.31379985627595,-98.62603697477059,-108.2098203051778,-102.34267453289755,-100.55919388575275,-97.65939171083204,-104.83670435088865,-102.63878088906593,-107.5944360724458,-110.60120085511181,-102.3124002296226,-100.48747949794188,-97.59608664250906,-105.56395939199187,-102.50435020111765,-104.30292111719123,-110.53576187571518,-102.35804876738112,-100.65164006824223,-97.76585434847813,-105.49509626661916,-102.77893536580399,-108.43201595551301,-111.44339952576324,-102.82202628300735,-101.15867871609164,-98.31957582615713,-106.17812847954754,-103.16856140431659,-107.19234637120167,-116.32446853885399,-107.35080848043123,-106.36631380370245,-102.79247359901095,-111.10947133220913,-108.27657232394446,-103.28965405262876,-109.86210425088875,-102.77411655976935,-100.96096745435933,-98.15102065348817,-105.61098258012426,-102.84699213466607,-107.9621364130154,-111.36701826470714,-104.14555100970829,-101.84676641461667,-98.84577466932538,-106.89033596980909,-103.97016996144757,-111.89980187108515,-110.98560612519334,-102.78418877162909,-100.58734437873711,-97.66708784933469,-105.87577131854755,-102.59615320414659,-113.0133716044202,-111.34987790312681,-104.36217156350877,-102.9195211506298,-99.89694598473599,-106.96163699558697,-104.54377140386734,-106.91608826203807,-111.67823142059376,-104.09984799136451,-102.53517868436283,-99.28301008857026,-106.93668053466415,-104.49887580153107,-110.44281004438994,-111.44657837363805,-104.42647439722326,-102.54227841990303,-99.44575912519728,-106.89861912532896,-104.44932011610878,-111.95646126037838,-111.55268210570425,-105.17652876920137,-103.03311788762149,-99.9160912990076,-107.4540737554456,-104.85503895802127,-111.84250109675943,-112.01275008832287,-105.15420060488394,-103.424108779661,-100.16394275837655,-107.67308416920197,-105.26809863543738,-108.48626342062627,-110.55195390044442,-105.85520758120887,-104.40820513467516,-101.26059830863758,-107.61127507526878,-106.2136532950309,-108.64947617147189,-113.14771760654054,-109.66137095756284,-107.34947503030686,-103.69376770182963,-110.68106808674432,-109.87506537576506,-102.35223828790876,-103.78474599689567,-100.54717581112203,-99.46478541869203,-97.55917610727035,-101.74717207623671,-100.5364586301446,0.021547895105099003,-0.00021946712178518233,0.02132842798331382,0.02509401409622553,0.0033682636174774505,0.02846227771370298,12,1
-107.83875008421242,-114.93001465729337,-112.20221494495979,-106.80791856285254,-103.18642931377818,-113.17746023612422,-107.11937421794838,-99.0892095155048,-110.8172492322559,-111.73767863247421,-105.76263262587942,-102.08541873119037,-110.97313774684078,-105.80471023096712,-107.74286781924877,-114.48461599396394,-111.510164482869,-105.63519169922856,-101.99755848835053,-112.30180671746517,-105.74522482031949,-105.32882588978045,-114.68122990351144,-111.94558638272566,-105.73103029863313,-102.04733888989644,-112.600196264631,-105.92654065705413,-110.68281472978106,-116.11923442021426,-112.40508598671954,-106.46088226221639,-102.78129790156297,-113.35028491990137,-106.7775478381038,-109.08301591026827,-116.7876030415664,-115.31264713190629,-111.21830591540363,-106.84281855251915,-115.71365122191325,-111.68250446876169,-106.74615307535805,-114.07179384934408,-111.67408040368639,-106.19748874270974,-102.55984540941174,-112.4064227086995,-106.47814372612781,-106.05283824352472,-114.08630784554869,-112.56905772805395,-106.94045575421467,-103.16039279248028,-113.10044634755373,-107.32804367107713,-114.16169137351392,-117.00524010078271,-111.87969084934383,-105.93412200956465,-102.08434674366126,-113.51390187632556,-106.49127082216148,-113.07865512720815,-117.18714376347616,-113.07759618365994,-106.67996952325862,-103.14131777236592,-114.5323639132824,-106.92352050294053,-106.61951769353863,-114.76389352916608,-112.22824692896377,-106.19900597886192,-102.58403591086469,-113.21280123935384,-106.56255621412123,-109.14333687760448,-115.96460511402972,-111.52578312328458,-106.1882322362194,-102.68785260665062,-113.48015828924935,-106.67649601389319,-109.46826352603654,-117.82983812495372,-111.29224335582586,-106.87341786702932,-103.2128397212114,-114.1138626780799,-107.68624994942357,-115.03464625935,-117.76053442735558,-113.76410381605012,-107.19596901342483,-103.42583082708704,-115.27871645700533,-107.61459482545283,-109.23133200459384,-115.62056650562558,-113.87845405609936,-108.05398314106556,-104.5707257477971,-114.56589611472567,-108.32779273530805,-104.95521681615884,-115.92476080271422,-114.36737918275642,-110.75274171401472,-107.03502120433933,-115.512718943255,-111.33890191181656,-99.0016164859283,-105.77561786218546,-106.06764087493784,-103.10326822391602,-100.76622772106212,-106.18299833970543,-102.54588909964542,0.012768268440789814,-0.0015160804512766158,0.011252187989513197,0.021855206705867186,-0.003478707177562909,0.018376499528304276,12,1
-104.07908324257903,-111.31897293342945,-109.23120769237052,-106.91213884760263,-102.73200888398054,-110.24522642440155,-107.78984548880901,-97.78470388288588,-110.89686173415929,-108.14693781427012,-105.58013136099524,-101.21042155531258,-109.52298665557313,-107.0879887521092,-107.04117697714807,-114.51065028503932,-108.40125975649103,-105.4767702246792,-101.10710186143753,-111.07044368264138,-107.00229959635749,-105.1525706332167,-112.33942666984963,-108.5220483701951,-105.53651433611088,-101.13341860400634,-110.19545187108542,-106.50100000117656,-108.05567675584555,-113.16616084175261,-109.27026275599513,-106.05023170740617,-102.00084883384943,-111.14794855068405,-107.44444295270601,-104.70998842630227,-111.41858678321438,-112.93593065896548,-110.75598968198155,-105.75942683656561,-112.53456672341596,-112.18415428252918,-104.0594386703093,-111.5325127020571,-108.16088364860971,-105.96043686864834,-101.66918356072159,-109.65636696723747,-107.31707678410882,-103.11602025679937,-112.23761281670043,-108.60243313269139,-106.65111525658104,-102.2138249645732,-110.47141241466562,-107.24725461280113,-113.24395174352652,-113.63954580686199,-109.3556661031599,-105.45432454616375,-101.25663722906636,-111.47446493027334,-106.66293131763382,-109.70327793215029,-115.11040004169134,-111.51669534077425,-107.85280900449773,-103.31453121998895,-112.98309235979345,-108.32522423508425,-101.73296437222939,-114.41307717598393,-110.30155960420186,-107.37598247910951,-102.74363579357902,-112.04508046467261,-108.8399480533023,-103.4634790365474,-112.94362554426533,-109.39843567445986,-107.53545682118785,-102.87911121701686,-110.85620246321845,-108.06210618380976,-108.18311059829219,-112.90008548923737,-110.76247737754244,-107.81928644603852,-103.29484203917197,-111.69827112182816,-108.16522850986914,-110.10569228512075,-115.08725040051429,-111.8196704136824,-108.22412486399082,-103.63518366365861,-113.24715130691797,-108.78996253616869,-100.26077694033303,-107.75783296482814,-111.3151168895497,-109.34051842228641,-104.47442896246973,-110.0043086778796,-111.03335133675998,-100.15312179765803,-109.28231950715667,-111.58645776737968,-111.52668658311228,-107.45028098179488,-110.47595685359731,-111.41787078255261,-88.49938157289974,-93.8676181715595,-97.60348776996028,-99.45384295885268,-99.56926482047598,-96.53991774694094,-98.55668788397534,0.016496695463950738,0.007761971128378159,0.024258666592328896,0.02170490285942374,0.0033868011583450854,0.025091704017768824,12,1
-107.02755747226377,-113.59334280379751,-108.92188650313298,-106.32995126456896,-103.15250078714726,-111.21529293761601,-108.10144315529048,-97.13310637026899,-110.1700263269283,-108.24569196483084,-105.625711186548,-102.2790920093681,-109.72871393234293,-108.1426809372536,-105.5048959498116,-114.67283680932285,-108.13414430703418,-105.53578493589842,-102.18846977813953,-111.14216914012454,-108.03479350606166,-105.85788011881795,-114.5017358182161,-108.4114079497011,-105.49116817961146,-102.30025788401498,-111.20539966950099,-107.6695309241487,-110.11851651738158,-116.80589338007205,-108.83581317418167,-106.31234458788072,-102.90134823004863,-112.33001017733646,-109.22529958666505,-108.3524965966457,-116.91166906694025,-113.17568006105734,-111.19432077574768,-107.08674366946447,-115.66991006503983,-113.7530073409554,-103.0193980127583,-113.69544167514515,-108.54557814538578,-105.97135877700437,-102.66753481783658,-111.16217129645791,-108.186643191026,-106.4744971568073,-114.07993917560346,-109.55696240146811,-106.86971651058859,-103.44545835532637,-111.92554828288979,-109.3169980144599,-113.07148276996334,-116.85585066634383,-108.5490616789527,-105.73417513387145,-102.32785141200237,-112.30531687972517,-108.78913175920495,-111.83222550840438,-116.46554745266042,-110.09558631796173,-106.1273143819052,-102.84046736490066,-112.86044586837059,-107.73510754531341,-108.05039816074566,-113.33530571021988,-109.02502057957867,-105.74188248409429,-102.25401749992332,-111.31065916873891,-107.21555078464246,-110.25450140776584,-113.24094760080766,-109.6543951242399,-105.63326054671747,-102.44623020444538,-111.18762733877698,-107.0218333809698,-112.57317129653018,-116.7317356247683,-110.8642198612265,-106.10294968654077,-102.94310474068189,-113.18238930431905,-107.35092886894395,-113.72241824835021,-116.10734244175171,-111.34732864956547,-106.5018463391308,-103.11858812883028,-113.60495879868408,-108.02763245472798,-111.16078833365381,-114.53126769702067,-110.88976224208827,-107.45376419016588,-104.2380110023406,-112.89481618772487,-108.71208671077353,-98.09769232833237,-110.94087434989198,-110.31400811672835,-110.10541170498459,-106.69074875836237,-110.69437471087275,-110.84001017099179,-97.2174507799829,-98.44707106506753,-97.10552347612708,-100.87821081241384,-100.7120887386708,-98.24017618095121,-99.60185530850951,0.01954793791813846,-0.0024336032395477513,0.017114334678590706,0.022445179690035077,-0.0053046683804043255,0.017140511309630752,12,1
-104.06733534752982,-109.90288857533233,-109.33457860937227,-105.11870281708802,-102.6485879711756,-109.77261552641603,-107.26126880332504,-97.91522353094508,-108.80460598887953,-108.57355227542672,-103.50691789075552,-101.10995274815347,-109.08382922647012,-106.10593710004795,-103.25764114462373,-112.01465418588303,-108.48098204293399,-103.4418495882296,-101.04288676423675,-109.97671618885192,-106.03980083398088,-105.12310876407008,-112.32254201674648,-108.76200842550209,-103.48122666979968,-101.07730763199503,-110.21217859257521,-106.10626212461925,-105.58231342936078,-112.91504347355533,-109.5279021723752,-103.78918447666231,-101.66904951475371,-110.97590523041123,-105.8159145065564,-104.42656546285829,-106.43505606160078,-108.77107321138502,-109.27878974194545,-106.03104582949092,-108.14413641281617,-112.24043230625959,-100.72829360631445,-112.49307763504486,-109.0537949362216,-103.96886760029764,-101.53674382912985,-110.38571738616035,-106.8809962321333,-103.99846441577102,-113.1428319149129,-110.44694389773724,-104.76120757024042,-102.22959498088929,-111.82869914681507,-107.41196121496168,-112.0169546581912,-114.83606315872076,-109.19043040216957,-103.53040603557804,-101.09216931509692,-111.56737320405857,-106.05101182702278,-104.14054674641469,-114.25838091587764,-110.51816427036947,-105.9617428975065,-103.13277900410682,-112.3352793669883,-108.07395601268166,-101.81662526481722,-110.44289231384509,-110.06017217770729,-105.29316924079099,-102.58127733993008,-110.29806248677914,-107.23961450080813,-107.92706844626855,-113.07736611785674,-110.49324303721048,-105.18916142064633,-102.65830271016154,-111.66474197943302,-106.87401354005732,-112.00510696840414,-115.39209220182596,-111.48870453571467,-105.69137596470243,-103.11712849067936,-113.080997659769,-107.27781365630095,-107.40693860973826,-112.69186406013542,-110.24499438558826,-106.27372746083017,-103.39135541518128,-111.76333851932216,-108.21629172921982,-109.87418488708099,-110.38805828644853,-111.8946541090042,-107.2950047725954,-104.51895857729322,-111.95054135560719,-109.39299062097228,-102.83018731924872,-101.51042133529774,-112.36551462683316,-109.57531226666748,-107.07268035321863,-107.98702863819925,-111.51816491645826,-86.02814230636952,-87.7212675386865,-99.4811232437774,-100.86130147616049,-100.11617503449253,-95.10730302839994,-100.93513973112027,-0.0034669377612044135,-0.0017540101512988123,-0.005220947912503226,0.025764572481694486,0.002532495054978713,0.028297067536673198,12,1
