mean_Delta,mean_Theta,mean_Alpha,mean_Beta,mean_Gamma,mean_Slow,mean_Low_beta,Fp1_Delta,Fp1_Theta,Fp1_Alpha,Fp1_Beta,Fp1_Gamma,Fp1_Slow,Fp1_Low_beta,Fp2_Delta,Fp2_Theta,Fp2_Alpha,Fp2_Beta,Fp2_Gamma,Fp2_Slow,Fp2_Low_beta,F7_Delta,F7_Theta,F7_Alpha,F7_Beta,F7_Gamma,F7_Slow,F7_Low_beta,F3_Delta,F3_Theta,F3_Alpha,F3_Beta,F3_Gamma,F3_Slow,F3_Low_beta,F4_Delta,F4_Theta,F4_Alpha,F4_Beta,F4_Gamma,F4_Slow,F4_Low_beta,F8_Delta,F8_Theta,F8_Alpha,F8_Beta,F8_Gamma,F8_Slow,F8_Low_beta,T3_Delta,T3_Theta,T3_Alpha,T3_Beta,T3_Gamma,T3_Slow,T3_Low_beta,C3_Delta,C3_Theta,C3_Alpha,C3_Beta,C3_Gamma,C3_Slow,C3_Low_beta,C4_Delta,C4_Theta,C4_Alpha,C4_Beta,C4_Gamma,C4_Slow,C4_Low_beta,T4_Delta,T4_Theta,T4_Alpha,T4_Beta,T4_Gamma,T4_Slow,T4_Low_beta,T5_Delta,T5_Theta,T5_Alpha,T5_Beta,T5_Gamma,T5_Slow,T5_Low_beta,P3_Delta,P3_Theta,P3_Alpha,P3_Beta,P3_Gamma,P3_Slow,P3_Low_beta,P4_Delta,P4_Theta,P4_Alpha,P4_Beta,P4_Gamma,P4_Slow,P4_Low_beta,T6_Delta,T6_Theta,T6_Alpha,T6_Beta,T6_Gamma,T6_Slow,T6_Low_beta,O1_Delta,O1_Theta,O1_Alpha,O1_Beta,O1_Gamma,O1_Slow,O1_Low_beta,O2_Delta,O2_Theta,O2_Alpha,O2_Beta,O2_Gamma,O2_Slow,O2_Low_beta,alpha_frontal,alpha_temporal,alpha_asymmetry,beta_frontal,beta_temporal,beat_asymmetry,participant_id,label
-106.59230439077878,-115.10528177746998,-112.10796035192888,-120.97895982216772,-124.736819255625,-113.48981856984977,-119.71385575301314,-98.40998349076222,-113.30352724292818,-112.32365809892835,-121.5960372045512,-124.6231166780247,-113.05916243454476,-122.07119793881938,-103.33533734257222,-113.26025755533574,-112.81544547865326,-121.44534558480282,-124.69387037968751,-113.44000485545526,-121.64297516526207,-95.95826032429216,-112.04126420519087,-112.3313274867847,-119.67461848999938,-123.13038444619609,-112.28988735662887,-119.0862245548124,-101.90490903817289,-114.66926260736426,-112.3145283378986,-121.44918682136922,-124.60756071965473,-113.76447160450923,-122.32340780387912,-103.1294276303216,-114.86655304761581,-113.82303075031834,-121.47853560135242,-125.33417675670339,-114.67599998876406,-121.23603367108848,-103.45860208349004,-113.5585273681238,-113.6438112065517,-119.95333760062385,-122.88797946377561,-113.77209508292738,-120.4134390994318,-105.54489746446967,-111.62716334769073,-113.40089950721791,-119.9427286912371,-122.58138541205844,-112.32592987037404,-118.453038817763,-113.5785015469591,-117.66632575755115,-114.92316405644627,-122.26889906475871,-124.7588553680076,-116.03894634119848,-122.68486089103182,-113.77060473879871,-119.44175106624478,-117.39186576346492,-122.00552319930654,-126.60414871572502,-117.95203469269674,-121.27229451914349,-106.27976247658754,-115.2199914273492,-113.0181779995234,-119.46627024403422,-122.9260009854782,-113.92969653850196,-117.3217133832377,-106.32032163774204,-111.42562755172021,-112.01827897946046,-118.78229331611408,-121.84184390234653,-112.13132781229308,-116.53166557439798,-115.25734148797056,-118.85150875687134,-113.74578626331248,-123.61516570558669,-127.23709456261122,-115.54481066950345,-122.43029384346642,-113.23143250844254,-118.43400103576273,-110.85120521253401,-122.83445001787737,-127.12102603905898,-114.46477258561023,-120.49301794695914,-106.0516834111111,-114.95522605369712,-108.90685590195322,-120.24020185148754,-125.27071434764358,-111.68551759758594,-116.7002974402841,-109.67529660048584,-115.95296150050291,-106.3505847589553,-120.36592751800579,-126.1178488340256,-110.34090110241738,-116.24819199083782,-109.57050847028252,-116.41055991557089,-105.8687458288589,-120.54483624357678,-126.05310147900306,-110.42153858458552,-116.51303940779536,0.006670729172553212,-0.0016903235889348472,0.004980405583618366,0.00012081280674967547,-0.001990144269103654,-0.0018693314623539786,8,1
-109.53995774008882,-116.36654739738644,-114.10859315175236,-120.44737573037851,-125.60965282286816,-115.31337056345589,-118.99916103519398,-101.10462138365828,-115.10549549843893,-115.60880042266405,-120.41367241913028,-125.53591592698082,-115.46648948977716,-119.2242648140356,-102.71509715848907,-114.57819962506584,-115.7411108863249,-120.47350224480175,-125.14793474412713,-115.36203505631713,-119.98275377027267,-103.50107004629086,-115.14819858740036,-114.50170536551231,-119.41964341323155,-124.22563633289192,-114.7153122598099,-117.49993016325708,-107.7398057214165,-117.63684178691625,-116.42069078303868,-121.11283861418978,-125.40724979840411,-117.03568301000148,-120.48128792642706,-107.26618754831028,-115.427486471777,-116.42344752102366,-120.62281377660474,-125.42589232702974,-116.18891420558778,-119.93878319788251,-107.52434827102803,-113.84422364329923,-114.53888849613014,-119.46105079480445,-123.71486138320773,-114.71504567042105,-119.15400111129004,-108.79656239932302,-115.78229607855648,-114.81483725637878,-119.99302835438212,-123.03306465601032,-115.06108121620144,-117.32039250538591,-113.19008846292083,-120.15248218160049,-119.26390604162833,-122.49292380689788,-126.04689456479376,-119.55930424462213,-121.53711301076142,-113.83927217606359,-118.21260382027441,-119.67681652486179,-121.48457529146569,-127.7453927360668,-119.42216921906291,-119.983368400695,-111.21756206193766,-115.38816485961001,-112.53717796121242,-118.90491191978866,-123.66094651864003,-114.54986695818762,-117.90259365006264,-110.19360702122522,-113.52220024316414,-113.1831702729649,-118.1268306858464,-123.29209031609983,-113.45934685168402,-115.51450750069873,-115.61877703758208,-120.10332072043138,-115.01199232741604,-122.85213042945382,-127.58927531132964,-117.4117751988129,-121.11663914488744,-114.92112102941628,-119.84506751839103,-114.06965529694979,-122.17862434664521,-128.1241111034162,-116.97046040530647,-121.10134950728946,-110.50089081660614,-113.80807114664542,-109.26619275439145,-119.4399432640425,-126.72385293083276,-111.72313500882838,-116.74856662467897,-112.11909096938926,-117.36050587081355,-106.96082727729369,-120.63476333379886,-127.03957797165491,-111.72881511851634,-119.34796151805526,-112.39122173776386,-115.9496003057987,-107.71827124024686,-119.54675899097259,-127.04174854440431,-111.64449510215769,-117.1330637174238,1.183941328761907e-05,-0.010018205877728796,-0.010006366464441177,-0.002027110327908338,-0.004554733428612589,-0.006581843756520927,8,1
-109.87966621842443,-115.71192729215721,-112.0894253312819,-121.33859392809208,-125.322513569136,-114.00210831379812,-119.78982384884179,-105.78557188528421,-115.86001187960231,-111.6272625472383,-121.84625778427238,-124.90717289487269,-113.6215986656818,-121.17303932993237,-106.43592578042703,-114.95562074667076,-111.58183358889963,-121.64737077059587,-124.39172494411565,-113.25592940477225,-120.76124584150526,-106.87095933945172,-114.98643017072636,-111.00188003175472,-120.65685314877634,-123.74701664793541,-112.82329830369933,-120.61076231811347,-112.33890291447838,-117.29428959961528,-112.85065293407968,-122.31802312743642,-126.08418932731693,-114.8085494237145,-122.04634979067971,-107.70566485903998,-116.4501072622495,-112.78306090304811,-121.49434060912694,-125.80029777709389,-114.56963230772251,-120.90583443652633,-107.45905026482174,-113.70116721424078,-112.62330416872516,-120.76320548058254,-123.12392708433532,-113.61478337080169,-121.00405269704427,-108.44585848814874,-116.69147064239179,-112.40541465857208,-120.14806524328769,-123.37840819452786,-114.05284085913783,-119.29818047649331,-114.1364739371391,-120.90976878901994,-116.58210068915703,-122.73028139332364,-126.10427204240858,-118.5363804030102,-122.24250161261256,-113.59519898858608,-119.14530633235073,-117.85451012461903,-122.974408450857,-127.28723822347,-118.86918152709622,-121.747204297482,-108.46587172489686,-114.97028577507524,-113.36352196450616,-120.64157104166534,-122.95437575893509,-114.41604720259572,-119.23591387262687,-107.97458643869206,-112.46609513015416,-111.8692822773107,-118.43453952358772,-123.36972964144186,-112.6213912588309,-117.76938341013317,-114.84625294838071,-119.61296897063242,-114.10698041253194,-123.21682788343581,-127.87064751316736,-116.85129668932684,-121.37951132412597,-112.88231990605126,-117.27247610401604,-112.3423370999644,-123.60143095893193,-127.32554379219552,-115.34834452605952,-120.13587405207878,-109.50280221021218,-112.53778748705905,-109.42768116351218,-120.95565585335193,-126.24751785090659,-111.43776066271258,-116.52870749994395,-111.29600022149793,-112.86456549321785,-107.097827344906,-119.59955031690572,-126.47720573025266,-109.83712317783794,-115.21341447548983,-110.33321958768275,-111.67248507749325,-105.9131553916855,-120.38912126333615,-126.09094968320028,-109.36957523777016,-116.58520614668095,-0.0002995652993610562,0.004243751688185698,0.003944186388824642,-0.003378345977562739,0.002049530893404542,-0.001328815084158197,8,1
-109.66343916541766,-116.60981140338635,-113.47361305706549,-120.69496146258379,-125.50729745580037,-114.7182032031511,-117.6113521192357,-103.04975019911926,-115.77498279655128,-112.234806190265,-120.89728792968705,-125.8813454255417,-113.65427943505752,-118.4288822478134,-104.13035490333567,-115.25359478882194,-113.20841927031202,-120.2536805664801,-125.93394743446551,-114.04017452254149,-117.54923765256291,-103.9551347156085,-115.35870907896519,-111.83672191610971,-120.33689301959535,-124.88645176885149,-113.2852602577983,-118.64995743565973,-110.91502677279468,-117.96615202549901,-114.45342462193032,-120.94055294029489,-126.51411479781092,-115.99133579347988,-118.88451932936763,-104.24004968543093,-115.02232402850127,-114.60928315491827,-120.5905064624455,-124.84493521083992,-114.8794068638754,-117.86606337173585,-110.1797694685371,-115.8550565938394,-114.36198559308008,-119.04228076684831,-123.33148563148758,-115.03645289618777,-117.00098958455311,-108.69789379632671,-116.30542292770606,-112.2088667206445,-120.11604467707357,-123.30483285624835,-113.88586512343535,-117.81606900929354,-113.00383479989225,-120.92601516354777,-116.51117206442521,-122.35971290137294,-126.33025883317535,-118.43221277927584,-120.61272500939474,-115.3349799958099,-118.58540771400509,-120.1974579725402,-122.42064070904722,-127.29155493170327,-118.9263119619716,-118.50397815639498,-108.24557208910481,-115.50064101111543,-114.45049997510729,-119.06450888624693,-122.88564029127312,-114.73737754007279,-115.4483808357312,-109.62599863482455,-115.46636768852149,-114.25969718371397,-119.46051768569257,-123.47662065706153,-114.59434062683236,-117.78141483762668,-113.78323034225522,-119.44238588309554,-116.92730412660242,-122.58153002452367,-127.41875047994105,-117.72307279804856,-120.23273680361224,-113.65839955771233,-118.4062104917448,-113.6241328877401,-122.47522741587227,-127.57133492728536,-115.68269275350144,-118.15992976140117,-110.69534464585463,-113.55056332729224,-109.07257864276902,-120.65374491953766,-125.7257994255941,-110.86451720581607,-115.90301532034874,-112.99823089929158,-117.57554364738452,-109.08440792570033,-119.55321401338766,-126.85540354919766,-112.38058689038924,-113.68540512035227,-112.10145614078445,-114.76760528759046,-108.53705066718948,-120.3730404832347,-125.86428307232882,-111.3773638021339,-115.25832943192364,0.0006804186264129277,0.009889876986516843,0.01057029561292977,-0.0014492814245711772,-0.0043964100557542405,-0.0058456914803254175,8,1
-108.20060738592528,-115.66236188568676,-111.14006687188996,-120.7043687161643,-125.3316350085233,-113.37386333752264,-119.32984824934181,-102.74347614971421,-114.81763323178662,-111.04299208295437,-120.66600882084244,-125.7318156423537,-112.92065421992464,-119.31926480468404,-102.39282033912765,-114.5652043543375,-110.63787967490356,-121.0157313377307,-125.18071086323617,-112.53383114429185,-120.59258357255709,-104.11309635509956,-114.82701901858685,-110.460244048809,-119.82674916886138,-124.45847780679854,-112.53591953285554,-119.57926265976656,-108.20240595639301,-116.24496866573092,-110.39535514217886,-121.2451869893188,-126.14713794604222,-113.41357760349678,-121.18088736636348,-107.5007167652964,-114.37475115764214,-112.08084481467151,-121.29561535299126,-125.66269728302547,-113.53001302466687,-120.65858672108445,-106.79789740562961,-114.77318402569911,-111.56616706418073,-120.29071616619372,-123.49699886826426,-113.41784108878535,-119.63230941545768,-106.76373013300876,-115.37122217433426,-111.49937782016194,-120.07666333181903,-123.41701127201978,-113.41126503582012,-118.79844128749215,-111.76515558243187,-119.53823506420281,-112.91490183488624,-122.68267983185633,-126.3832616603407,-116.29097864810423,-122.63267808500484,-115.37346469773686,-117.72329629380745,-117.73196118888056,-122.6541333891043,-127.1299783632942,-117.9990626765463,-120.77031588540173,-109.25701691774198,-115.58069766951253,-112.76913288893579,-119.2849245423006,-123.1668932447307,-114.50797830111651,-118.2369681575252,-95.98734217157471,-111.31710536295763,-112.54455835254475,-118.67316523841008,-123.38307896665765,-111.8214800497564,-117.24992836904552,-112.64764530155736,-118.43923928682428,-114.53885034034121,-122.94844224864606,-126.86382181709729,-116.38592885616428,-121.91657076743122,-113.6764517060581,-119.06479959178198,-110.23477836718973,-122.11442559072954,-127.23730923415253,-114.46844305797157,-120.15205603988584,-110.68961034363117,-115.38168461733186,-108.390468694004,-119.64832898642769,-125.4046882040738,-111.58933480809384,-116.57401121954551,-111.8652588490987,-113.6129310468174,-105.99847918569318,-119.23519146317132,-125.61232268115194,-109.40251518223381,-115.81935076571165,-111.4336295007044,-114.96581860963478,-105.43507844990381,-119.6119370002257,-126.02995628313388,-109.75299017053423,-116.16435687251203,0.00757604486601063,0.005661762611073236,0.013237807477083866,0.00020791703163121564,-0.0033077102995105845,-0.003099793267879369,8,1
-107.2357661570243,-115.37442566158647,-112.10668708998325,-121.35272998845979,-125.18379065403792,-114.00274306338618,-118.67134097908209,-103.9028935826908,-114.24046957348075,-112.42035980701456,-121.66059424129948,-124.70198322448877,-113.76794026145805,-118.8107347672364,-102.8161664820801,-113.62720328202744,-112.30531028192986,-121.09250252170531,-125.15556020262021,-113.48127446919415,-117.497004369456,-101.98079433370238,-113.54780685697155,-111.74249891284929,-121.1176988881327,-124.67306827345338,-113.19359271607358,-118.35976771846643,-111.23720040149584,-115.5042530140023,-112.39319358849106,-122.25134507099796,-125.42848872670154,-114.27940199974867,-120.28797027463915,-105.89531356896995,-114.44906441338448,-113.17641105311172,-121.00229372131764,-126.68918372684986,-114.36332342555316,-118.9016395627878,-105.96914743357692,-114.47894926290745,-112.30382421367784,-120.93472354799866,-122.50503905289284,-113.61883697830507,-118.8452359843483,-106.87225887932473,-114.03556118639062,-112.82169574962282,-120.49906848386809,-123.20418876850883,-113.36132016793124,-119.68784152824117,-114.08824540639664,-118.43063845766419,-115.54118576799706,-123.37851922937352,-125.86124245270047,-117.10342488270824,-121.58691292143651,-113.78679062429472,-119.90811685501372,-117.48277478062812,-123.25432408730154,-127.08702749310063,-118.43251333185188,-122.26236089673569,-108.83416075081618,-115.22446631999664,-111.99439791746138,-120.39992046250961,-122.82769646642338,-113.51006403460035,-118.07959083635824,-96.58863790249191,-112.25439979836244,-112.72401142433651,-119.32720817730427,-122.52589646675422,-112.97513115341738,-118.04931835839307,-103.68181179908512,-118.30856359540284,-113.21256132494935,-123.22913592703092,-127.08736746019086,-115.89894841234455,-121.29477851396436,-110.63690410980776,-118.81403443745383,-112.54055522740867,-122.8088244591939,-127.28875616307656,-115.86975248059372,-118.9709711628345,-106.39993486563161,-113.93363093704488,-110.13987706878682,-119.97198276712137,-125.90894211904241,-112.05572265505296,-115.54153872126284,-112.98297183278521,-114.08390609021593,-105.94661378541181,-120.62032839421269,-126.1332423392421,-110.4625257937908,-115.64148478496607,-110.09902653923866,-115.14974650506429,-106.96172253605525,-120.09520983598847,-125.86296752856069,-111.67011625155524,-114.92430526418673,0.003472176430264533,-0.0036798870519764797,-0.00020771062171194652,-0.005134769436056519,-0.00041157508295123346,-0.0055463445190077525,8,1
-105.72731798130107,-115.20955542417096,-112.89806445129464,-120.86101429098059,-125.07308536781888,-114.36132656827132,-118.7832439884537,-99.89750918305081,-114.70988863002917,-113.10254485345824,-121.042722222809,-125.55185530743952,-115.21175000951494,-119.8719252938759,-99.54143234120434,-115.16302925334963,-113.02903918556365,-121.58096943673878,-124.77508849984264,-115.164514025204,-120.72366349778942,-99.36746712091136,-114.58959854946323,-112.57939170124894,-121.58195091060446,-125.2229531804389,-114.02812693431628,-120.2574454525251,-106.1504901878171,-118.67137092455367,-114.08120563901491,-122.27209998157717,-126.7122256331115,-116.50995651228224,-121.45642475467976,-107.29009177207429,-114.88345830386459,-113.3503874811487,-121.49178549319883,-125.51961442556716,-115.2643973019107,-119.67384472516878,-103.75297665226822,-114.72560374237412,-112.71458320397932,-120.28404150731245,-123.43076535149577,-114.3774165142024,-117.90088150541435,-107.05033247569571,-116.05548851195454,-112.80611683656477,-121.20585447113754,-123.40450673818883,-114.291920487185,-119.20756709717628,-110.73019045977853,-120.97597871337722,-117.28350528989388,-123.37984484214113,-126.9155378823501,-119.04997620277375,-122.67691879230593,-113.56818564017325,-119.90651473277698,-120.07927327388198,-122.10654112285556,-126.73287646764652,-120.3391588735524,-120.97392430361779,-107.86805082273688,-115.14188442727725,-114.11849745097416,-119.19815208799936,-122.32861258724584,-115.01003062605271,-117.70430150581946,-77.54531408234558,-97.08854410072145,-103.60248326837416,-113.56034298263152,-118.70450193553054,-101.30779553251975,-109.85351404746463,-115.72372855179597,-118.56513309405848,-115.4905696447231,-123.30240774098972,-127.42772686413937,-116.56678847122849,-121.47512065711156,-112.32159758058737,-118.97824044984708,-114.52626462831032,-122.939161825991,-127.09656103307319,-116.80259475941004,-120.56446486396823,-107.3967521550623,-114.24322639136203,-112.58389369182228,-120.01117981148946,-125.54661089602835,-113.4993829811404,-116.36620275442263,-112.84885885501043,-114.81830666872729,-108.31508146602647,-119.58603324557886,-125.86293637819804,-110.73853906470939,-115.19938316239742,-110.58410982030475,-114.83662029299842,-108.70619360572951,-120.2331409726347,-125.93699270480563,-111.61887679633885,-116.6263214015223,-0.0032133537290928702,0.005783333018014778,0.0025699792889219077,-0.0032011078542603976,-0.00835136823164512,-0.011552476085905518,8,1
-109.34446110755687,-115.51450996071969,-112.23033860957764,-121.14034037266298,-126.16246061333612,-113.68705510833767,-119.48126657429034,-105.66449947440893,-115.42833199525641,-112.57535295400902,-120.58080334345435,-125.39412545635204,-113.77664353766099,-118.8923899673948,-103.77390095867786,-113.5335323672142,-111.95335618680056,-120.55942680633595,-125.42128719257303,-112.73201250969848,-120.16207936174541,-105.35788889924044,-114.38804999455355,-112.28986001830447,-120.26015108433722,-124.46674909246602,-113.09989511332108,-119.24868430401946,-111.77198800425687,-115.2670363935493,-113.0087839858057,-121.00543137407885,-126.02787309960833,-113.82791294728781,-119.79819524045581,-105.74832553167276,-115.05756782248596,-111.31434515601242,-121.23662039083044,-126.53936979137255,-112.93658189236776,-120.32896692042887,-106.58689945267835,-116.45890065711261,-111.51298182495088,-119.94412929613347,-123.76825974058576,-113.39123260362052,-119.34835410485425,-109.13805902280365,-116.01302312669492,-113.30061552712073,-120.75984546728593,-123.65975464454748,-114.19380769523428,-118.84156667852304,-115.77633611967084,-119.32224171674928,-116.41552723976457,-123.24733664666441,-126.42314444771435,-117.63624834209051,-122.26637882488711,-115.41859229124245,-121.21904811344007,-115.51109223164063,-123.15997141016693,-128.08924535030542,-117.87979865075275,-121.52835405655107,-110.41786106724552,-116.93689076520633,-112.66722774799422,-119.51931283611344,-123.76535411777012,-114.2653741149586,-117.6212331713011,-90.26075526101019,-107.84162603489419,-109.92108242554157,-120.96712291787577,-127.1028335365673,-109.9278189491358,-116.31157347801582,-116.45782547945689,-118.6096452890959,-114.00423641372464,-123.50902870987026,-127.4586008989836,-116.30193725004807,-123.9035656627454,-117.0250177985442,-117.25603696489964,-114.07893460825815,-122.90539598196847,-128.95934667106525,-115.56187116750107,-121.59140452935353,-111.72455547672166,-112.88933040294368,-110.62849816688396,-120.26139254930241,-126.66005213412862,-111.85735965736082,-117.86156379918734,-112.98471601931182,-114.39284270925587,-107.59137783781983,-120.25809367676754,-127.25591573444444,-110.64237979720868,-116.91994541418211,-111.40415686396742,-113.61805501816325,-108.91214542861093,-120.0713834714222,-127.6074579048937,-110.9620075051556,-117.07600967500065,-0.0075535627390524345,-0.002802999621301696,-0.01035656236035413,0.0009543719394184686,-0.005162880708971313,-0.004208508769552845,8,1
-109.7951028586813,-116.19106207204578,-111.87671105234281,-121.55628781149575,-126.33571195837892,-113.94972332771073,-118.30308974869419,-108.11935435554904,-117.14466586125916,-112.76296391590881,-122.20416930430474,-126.08586015582179,-114.93354469618576,-120.00116207578233,-104.87108630348357,-116.32368925808687,-112.99967247807999,-121.38264074822031,-126.17556281213999,-114.68742900889661,-118.87649304027155,-106.78270154087588,-113.29712926675204,-111.43470745501793,-121.50507905590885,-125.16451513720916,-112.54115469258058,-118.60771459047834,-103.58679713362616,-115.82911140005956,-111.93771799398823,-121.83857392257181,-126.85545789114173,-113.5970653148142,-119.64803832664197,-107.14050248731033,-114.57600624346587,-113.3107017273502,-121.29323699974248,-126.7231356651401,-114.19393934085662,-119.0147840917192,-109.13481807710116,-115.43667269867096,-112.51608027457505,-119.85729588963787,-124.37059337317821,-114.17734173747314,-116.62555155729989,-109.99377641006564,-116.51344519065965,-111.12520516229138,-121.34181411067186,-123.75644343177261,-113.55667838740392,-119.39819237829413,-114.1326158216784,-121.2362599157758,-113.92360421075884,-123.93052999437545,-127.39743317084842,-117.04413709059057,-122.66383201690252,-115.32254635444731,-118.96425482449725,-118.16485196140952,-122.63386014475806,-127.19783422609697,-118.68510963493577,-119.03523874999708,-109.25403520472057,-113.72581129272633,-111.94461509464864,-119.35222388836212,-123.18162722264272,-113.55378575726951,-114.95138276246279,-103.27140913034532,-113.90757681572097,-109.3877376828027,-123.25610750494359,-131.69721632387672,-111.58325144622576,-119.5647182939113,-115.24549433171235,-119.81114227578568,-113.01588218301794,-123.70457204972872,-126.99617366823348,-116.08185213450025,-120.91579223483842,-115.28363148877405,-117.69083316011434,-112.73593088709838,-122.86001021495953,-127.45723369059652,-115.1177728898166,-118.35397533187785,-111.78882589632464,-114.13281888356654,-111.10209408494106,-120.06774500136413,-126.17197984711282,-112.6329175189858,-114.96711786338918,-111.99526792836471,-115.22365459073075,-106.56868510562882,-120.17068275232131,-126.12606824022131,-110.22046075183175,-115.7630073728447,-110.79878327452185,-115.24392147486067,-107.09692661996758,-119.50206340206144,-126.01425647803013,-110.5891328410047,-114.46243529239572,0.006095420048054216,0.0036733338979402664,0.009768753945994482,-0.002242968210373681,-0.008266055274363417,-0.010509023484737097,8,1
-110.11289736649098,-114.2391893061885,-109.68505568613946,-120.36183900271436,-126.18745356376627,-112.28410160909448,-117.49315346072763,-107.02996525218711,-113.88521343580139,-109.01890713910801,-120.69842498616529,-126.13845884875761,-112.14853787944496,-118.13730985375733,-106.14287371382753,-114.18880860364219,-108.39154290731241,-120.12291774642503,-125.72194923390231,-111.50508826555325,-117.99808941669141,-103.33604968143894,-112.96280442898644,-108.96558081198256,-120.30468518189794,-125.16653031376805,-111.68194995459318,-117.37299496414056,-106.786284603036,-115.59585264052106,-109.69687230851038,-121.09860256151751,-126.98984357312412,-113.31264764405942,-119.10621094093625,-109.19216740932609,-114.84876414849265,-108.86542727585564,-120.01559400879576,-126.20571936627587,-111.71483230872781,-116.45610773421622,-107.20674772504786,-113.62576833753623,-109.36258972853167,-118.99538520742452,-122.99959842957416,-111.72462668294354,-117.07276218022452,-108.9804829713688,-114.58290163897733,-110.89809986977832,-120.46104858964998,-123.31546522863101,-113.19320662116878,-117.06353348915141,-116.43018095821844,-118.58052068425847,-113.82090686200307,-122.21954305239915,-126.46795968762682,-116.74747387165479,-121.31181224244423,-115.68836023618277,-117.1183227737443,-114.90900718811926,-120.51995467149257,-127.65011792245444,-115.84479010978549,-116.41476959522612,-108.14065542373139,-113.92299639200057,-111.26839656383403,-118.8782448119595,-123.69681856021808,-112.83256751762394,-116.29925483723402,-108.95418927950833,-114.79759720946731,-108.8220669557041,-122.5561174799302,-131.85387945331746,-112.28139081921559,-118.04178500875017,-117.02129987443234,-118.79672716535997,-112.28054959008293,-121.89318277200209,-127.37426087406645,-115.47114242786067,-119.39322386090751,-113.12139796909511,-114.1647952813783,-110.31714113367477,-121.3785465275535,-127.39125985126209,-112.58898556690116,-118.70281801606069,-112.91075029530117,-110.48009241497952,-108.50910684841799,-119.20369598711439,-126.38949761416089,-109.86424051887298,-116.272357509501,-110.29440195693435,-109.77347428734907,-104.66856101321882,-118.14116387109587,-125.97587326035169,-107.61663474765368,-114.08968933299715,-110.57055051421963,-110.50238945652102,-105.16613478209781,-119.30231658800642,-125.6620248027689,-108.0175108094523,-116.15773638940348,-0.003804155768107665,0.0016667530883368918,-0.0021374026797707736,-0.004491683061913468,-0.0066132215700768346,-0.011104904631990303,8,1
-109.73450498714257,-117.69885518323002,-115.00548681884106,-122.41754930380937,-125.0165419271704,-116.34602398910023,-120.29424508441915,-105.86866123357386,-116.45521973891431,-115.2446314538799,-122.07906949100115,-124.23297427184733,-116.05745078660597,-122.13857370190638,-104.89221667074509,-116.9484375721231,-115.17117690799483,-122.0274832807568,-123.83342659343097,-116.15756071396555,-119.8591609104826,-103.55752996982085,-114.31013724836585,-113.97475792800931,-121.12207294668227,-123.76670139713211,-114.14409407216307,-120.34666565517497,-109.46240916664959,-116.67024252389109,-116.07908507644552,-122.79006811578171,-125.64877112433753,-116.34819873502425,-122.47735922896591,-106.27028855551617,-115.64892758463226,-116.5295408833503,-122.25460127609564,-124.52899419071903,-116.51835402132312,-120.99541334720689,-106.53521395829975,-115.15952085323795,-115.27947211266415,-120.15710199215137,-122.00117630286607,-115.62559677269246,-118.15583399998431,-109.78352486679711,-116.31343944666982,-113.97244147473135,-121.13535444137442,-122.93470264660331,-114.93709766539239,-120.39376395460908,-111.88618058732833,-121.4076149192535,-117.95350291863417,-124.45888833941001,-126.0102658468889,-119.38532466782243,-124.34997034798866,-115.37662656448266,-120.98949530737347,-120.7410279874334,-123.52652217318916,-125.34637528331108,-120.50881813330304,-120.64929264258136,-109.8073764891615,-117.77843977393472,-115.358221652295,-120.23191570566452,-121.01480829024894,-116.59787087060239,-116.39641135038747,-107.61995328725087,-116.19482184227336,-113.81744395446856,-124.09085953443221,-131.86753587353476,-115.18038589522456,-119.69355219749576,-113.21773216421846,-121.08020323384311,-116.4486492191802,-124.41952335417379,-126.37795097037474,-118.90029731371354,-121.31599948708688,-115.50396200699657,-122.65160868394736,-116.50547596178168,-124.09701316702798,-126.38245136211921,-119.25004465750584,-122.18119810279914,-112.64854568539977,-116.99933569282747,-112.99299286162403,-122.14634234683405,-125.24608277046003,-115.10935497808944,-119.67247416865104,-112.08211814306563,-116.53064458188128,-109.67941011391201,-122.05957919715165,-125.39995552109447,-112.92065216081319,-117.92843025854235,-111.23974044497487,-118.0435939285117,-110.33995859505279,-122.08439349922334,-125.67249838975798,-113.8952823813627,-118.15382199684356,0.001936539563165759,0.006042716480508591,0.00797925604367435,-0.002185180526533892,-0.0037430043234922884,-0.005928184850026181,8,1
