mean_Delta,mean_Theta,mean_Alpha,mean_Beta,mean_Gamma,mean_Slow,mean_Low_beta,Fp1_Delta,Fp1_Theta,Fp1_Alpha,Fp1_Beta,Fp1_Gamma,Fp1_Slow,Fp1_Low_beta,Fp2_Delta,Fp2_Theta,Fp2_Alpha,Fp2_Beta,Fp2_Gamma,Fp2_Slow,Fp2_Low_beta,F7_Delta,F7_Theta,F7_Alpha,F7_Beta,F7_Gamma,F7_Slow,F7_Low_beta,F3_Delta,F3_Theta,F3_Alpha,F3_Beta,F3_Gamma,F3_Slow,F3_Low_beta,F4_Delta,F4_Theta,F4_Alpha,F4_Beta,F4_Gamma,F4_Slow,F4_Low_beta,F8_Delta,F8_Theta,F8_Alpha,F8_Beta,F8_Gamma,F8_Slow,F8_Low_beta,T3_Delta,T3_Theta,T3_Alpha,T3_Beta,T3_Gamma,T3_Slow,T3_Low_beta,C3_Delta,C3_Theta,C3_Alpha,C3_Beta,C3_Gamma,C3_Slow,C3_Low_beta,C4_Delta,C4_Theta,C4_Alpha,C4_Beta,C4_Gamma,C4_Slow,C4_Low_beta,T4_Delta,T4_Theta,T4_Alpha,T4_Beta,T4_Gamma,T4_Slow,T4_Low_beta,T5_Delta,T5_Theta,T5_Alpha,T5_Beta,T5_Gamma,T5_Slow,T5_Low_beta,P3_Delta,P3_Theta,P3_Alpha,P3_Beta,P3_Gamma,P3_Slow,P3_Low_beta,P4_Delta,P4_Theta,P4_Alpha,P4_Beta,P4_Gamma,P4_Slow,P4_Low_beta,T6_Delta,T6_Theta,T6_Alpha,T6_Beta,T6_Gamma,T6_Slow,T6_Low_beta,O1_Delta,O1_Theta,O1_Alpha,O1_Beta,O1_Gamma,O1_Slow,O1_Low_beta,O2_Delta,O2_Theta,O2_Alpha,O2_Beta,O2_Gamma,O2_Slow,O2_Low_beta,alpha_frontal,alpha_temporal,alpha_asymmetry,beta_frontal,beta_temporal,beat_asymmetry,participant_id,label
-105.91123963029708,-113.54527563277468,-116.95944765661042,-120.27735067105688,-122.15017520857674,-115.66107449166331,-120.33284083338769,-101.58733582662563,-111.28899024549075,-115.96429358320998,-119.74073053348067,-121.24771171853907,-114.41447521222757,-119.9527992074861,-104.1042252216865,-113.33833919172356,-116.85336523042925,-120.33724187002969,-121.51809117180827,-115.30606556247643,-120.09634133455033,-106.20665396203124,-112.36240334552394,-116.46799034442382,-119.74390250169132,-121.48620549917804,-114.85474640321435,-121.11291960984397,-108.1996161858072,-112.69391989951704,-116.62548756575941,-120.22540839141219,-121.40496739623555,-115.36483831555486,-121.32122735129037,-99.44775308003378,-110.90407989531248,-114.73252251762511,-120.94279143811809,-126.86452642348344,-113.46203008009525,-119.47995468647812,-102.25709338995927,-110.58752352410636,-116.09095443134251,-120.31203127185707,-121.40309385815341,-113.82373573484759,-120.56582616783558,-109.0472946585253,-114.33549968100607,-116.6976744298461,-120.06980522657244,-121.6700067759468,-115.69316845246742,-120.88172031586984,-110.06168584998713,-116.07130836436237,-118.93493052506545,-120.39265280737746,-121.51099922072014,-117.60980681959452,-120.9082263233622,-104.4788204011247,-114.54197803735485,-117.4133113265853,-120.86722398054478,-122.50442270005091,-116.38019081936642,-121.25141992233094,-107.79501344314494,-114.93132151851921,-117.09817843731676,-120.24915230511522,-121.49079818786798,-116.21143302274373,-120.73008688439046,-101.18179469424071,-110.17845348173925,-113.80003023434871,-118.64908474167648,-121.4640677155808,-112.51372407313534,-117.49284191914693,-111.31241768243152,-117.44233500309349,-119.37870176438892,-120.71388482218914,-121.55826598578803,-118.49485129451665,-121.29357716115784,-108.7218374185322,-112.18194666368693,-119.9577276691645,-121.30468842494098,-125.38302097854339,-116.91435324160385,-119.33361278352834,-106.86676685641785,-113.70065721422763,-116.22545729264593,-120.10113812920642,-121.40114069616271,-115.22128957147366,-120.20131626456333,-102.62249954459051,-113.70492814865007,-114.48617434400522,-120.03397705149494,-122.02429812319875,-114.44437800334443,-118.96681276427262,-110.68902586961465,-118.46072591008082,-120.62436280960975,-120.7538972412032,-121.47118688597071,-119.86810525995098,-121.73677063809615,-0.00818197324333854,0.0017130500928868708,-0.00646892315045167,0.0029746170814103474,0.0007462876852698051,0.0037209047666801522,4,0
-107.22563873234637,-113.83656513008543,-115.7721672815836,-119.79518096604278,-121.28439361237044,-115.2674574048001,-118.36407558267584,-102.12999636261867,-111.29477957816361,-114.95753746189267,-118.98724254883857,-120.65443042277792,-113.77951607352355,-117.90707695092425,-108.99056328384737,-112.95179866909605,-115.7436393833739,-119.86381333718637,-120.43507653226652,-114.89824308614268,-118.72850853419895,-108.32904569375988,-113.12787561581194,-115.96640464321818,-119.53981055366296,-120.74126951698803,-115.05275316349268,-118.0316547298257,-107.87074512733827,-113.77566656703227,-115.85839958973773,-119.54690710410341,-121.04829526911675,-115.49796335310579,-118.43956162177547,-98.54722004197396,-109.36796556291047,-115.57651892189854,-119.14772779647062,-124.22049401524579,-112.87181486158268,-118.45870422165238,-103.62753766723307,-109.79083033806506,-114.11653960837748,-120.14367572010363,-120.76991935854292,-112.8860282981255,-118.64048925002172,-110.58430330524968,-114.73964802117841,-115.77909247778692,-120.17722197680553,-120.91034418921465,-115.63629041254246,-117.96958325235457,-112.64248847309211,-117.80303652558115,-118.32212884805752,-120.31009460656895,-120.8912670717566,-118.06125050945873,-118.66902920722934,-107.17697871150928,-114.13395139982931,-116.2646008513779,-120.59324692127147,-122.22154227539667,-115.76271364912951,-120.49002391529365,-112.34965019988142,-115.15414446821903,-115.60041592217927,-119.6562109594263,-120.62089435275249,-115.46035063360907,-118.45043311351276,-100.44968522203767,-110.92652896449384,-113.83086114986043,-118.37272268782579,-120.04063665791263,-113.64898391686323,-115.47775981767288,-112.04345413605415,-118.34716828080457,-117.84440226937568,-119.92489370178804,-120.8110616209956,-118.20887205003,-118.4825354749715,-107.80814594554175,-111.91715565548157,-116.66065519160578,-120.9912678766703,-124.42586330970114,-114.93536872947372,-118.42083024722571,-109.5794706636901,-117.55492673194442,-115.0152941208014,-119.6468469286407,-120.65672954936188,-115.9578131827112,-118.50033570550926,-100.87539590135785,-111.87586456624545,-112.69625162479224,-119.47103702440302,-121.37195395628,-112.858723289546,-117.27787156628563,-112.60553898235655,-118.62370113650961,-118.12193444100198,-120.3501757129188,-120.7305196996176,-118.76263326746506,-119.8808117143598,-0.0012179694820987732,-0.0007722229027247679,-0.001990192384823541,-0.0016723430243795242,-0.0021723869395546378,-0.003844729963934162,4,0
-104.50965679391152,-113.78787183872555,-115.56371802679568,-119.57689550058814,-120.76784935235679,-114.84660355882703,-119.05624548938263,-102.0959845066927,-113.34103401775728,-113.62431627811682,-119.11124234882831,-119.78082582026718,-113.52819674777932,-119.10707495156319,-104.8597898504677,-114.28635013867631,-115.20209359467671,-119.59517058906599,-120.46655837263953,-114.94201894793251,-120.3052095050744,-93.36563518935128,-113.11406039894354,-113.89720847524126,-118.81740414183922,-120.11457127983039,-113.3549425567889,-118.30515081579807,-105.39597491992522,-116.57306502268149,-115.67286401760009,-119.15516528935876,-120.35967942434193,-116.09405491871932,-118.87426265059668,-101.83768208659603,-107.54933840662581,-109.58890898526744,-119.47427752204003,-123.76730975352584,-109.64034185963526,-116.85578183411901,-99.49411878436955,-107.9657508799947,-114.84176098865689,-119.2738875421291,-120.1040507060411,-112.42290067440804,-119.02772997098333,-107.19760971045184,-113.71583247188914,-114.56066666717467,-119.67522650799015,-120.23755057547729,-113.97757543713743,-118.6526624284723,-105.58986173232277,-117.68613731127095,-117.57771651360588,-119.23984179365968,-120.10954895026826,-117.63072167731713,-119.63613551138738,-105.96677710092224,-114.77550940413839,-117.52951878715686,-120.65702014544138,-121.56224522191124,-116.40430909200217,-120.08213247663747,-109.24875502786162,-115.02134507309215,-118.65558327912265,-119.87994939656507,-120.0271772139811,-117.04470736710707,-120.22227904730227,-102.63004303532647,-110.09277895695494,-112.17910609238626,-118.71391717221066,-119.94544473217994,-111.52069124003324,-117.7849422747208,-111.13975081320494,-118.75633758963961,-117.21083818705861,-120.15983013815291,-120.27181000474015,-117.76289230242759,-120.3245216531001,-100.87802674190817,-111.40904980976086,-116.08936133868721,-120.30299300233672,-124.09287563164051,-114.36409065043225,-119.15994337203279,-108.63135827134798,-115.91740837073132,-118.61285297470359,-119.76497994438317,-120.34971148697754,-116.82694545868198,-119.02289911622921,-102.51566698159007,-110.90810952926431,-113.65067617803496,-118.98927454009947,-120.95699447300231,-112.53269408224716,-116.82819406715916,-111.30747395024564,-119.49384203818806,-120.12601607124122,-120.42014793530943,-120.13923599088442,-119.49857392858313,-120.7110081549462,-0.027008377636516277,0.017558453207659912,-0.009449924428856366,0.0013372709960751746,0.0008545959727310895,0.002191866968806264,4,0
-107.2260540771097,-113.33477602448204,-116.25455896861287,-119.52679452204916,-121.72085773502636,-114.97674695736244,-118.22894090545739,-103.31744260595364,-111.16165525638483,-115.48603898858188,-119.32455034888595,-120.80856183433113,-113.56093468864199,-118.50157924734084,-108.52677449552887,-114.17888267048818,-116.36476988697498,-119.677984706356,-120.93964727165275,-115.27181729208922,-118.7663196490409,-106.31749446532848,-110.67635017224605,-115.0680473136404,-119.23542250457282,-121.0136474528433,-113.10991029736488,-118.27789225901839,-107.01159862401701,-112.79286435642264,-115.06749946854663,-119.30139476377714,-121.25622583233508,-114.01769146404935,-117.89414471395779,-98.7943465467717,-109.9646729504215,-111.3314050436613,-117.973451693745,-125.43979009612326,-111.35676415010896,-114.7749495624911,-101.00516068517359,-109.64025047476133,-115.66977555077355,-119.31014756897764,-120.93433042909425,-113.33444005063974,-117.66387321322979,-112.26571108174525,-111.9020986505255,-115.46566034340968,-119.24461155931566,-120.96777768991865,-113.81104084509707,-118.06153755209618,-107.41174673650218,-115.27016737101769,-117.28486792433742,-119.25739829612905,-121.0768500588874,-116.12697670993137,-118.56751997628034,-107.24227779948441,-115.42396672336706,-118.83719435582839,-120.74497276174304,-122.37662033191295,-117.13256589629886,-119.48084475873088,-113.13964569017219,-115.20221853256442,-116.96609793640346,-119.89244333672578,-121.1311378029903,-116.38560569635713,-118.99852494553261,-102.61723371847475,-112.92405488306747,-113.11694808925833,-118.35125902423552,-120.8542803447854,-112.92506872249939,-116.28414081432147,-112.80440308729175,-117.09973795750277,-118.54851089426862,-120.05984513923804,-121.27342172937648,-117.37913160756524,-119.15467288462312,-106.14723574410138,-113.65807455216286,-118.11778183751906,-120.86178646459302,-125.29791401678719,-116.19318312915321,-118.65194661955557,-110.17617707425714,-115.30706296074824,-116.48642679790487,-119.62052863924461,-121.45089146221879,-115.92737692777756,-119.03921424368917,-106.42800357263025,-109.83403827701643,-114.86053472642023,-119.25186400089947,-121.53546353443114,-112.96563006511273,-117.76757956040805,-112.4116133063225,-118.32032060301582,-121.40138434027703,-120.32105154434764,-121.17716387273332,-120.12981377511204,-119.77831448700218,-0.01650226370544944,0.006455389762992171,-0.01004687394245727,-0.005596644945126401,0.0027090397081780005,-0.0028876052369484007,4,0
-107.11726483050052,-113.29452843561187,-115.24753943853845,-120.29021363979285,-121.633845524611,-114.42275448604863,-118.93031335949195,-104.45131664383419,-111.92758068348252,-116.3963874654705,-120.72666188444782,-121.14321497702812,-114.47220490325182,-120.26633042355701,-108.35638240300783,-112.6513116145237,-115.89577082236967,-120.72126780921727,-121.19131575069206,-114.55169480788247,-119.787929079539,-106.69531980965006,-111.35084563112747,-116.39361869107822,-120.70114728601166,-121.3068659611566,-114.275774833413,-119.58159732294146,-105.34067641440377,-114.86204963316834,-117.78307018653337,-120.4144148666179,-121.73693974874749,-116.58339072478397,-118.75508514442002,-91.89248896787203,-106.24983570355903,-108.98193856976783,-116.28064573345222,-121.68413658471498,-107.78976003963743,-113.33773058194505,-89.44120539026677,-100.85455147613702,-106.38482427609773,-115.0442556413422,-119.15460793270532,-104.8063743254421,-111.27423518256418,-112.25498163972776,-112.79190524721092,-116.34857897207728,-120.98034490230418,-121.30056084449542,-114.70364480997377,-119.92364144396042,-114.49322412474967,-116.83121448139833,-117.59367887271732,-120.79702959684116,-121.64534672306345,-116.87746491827049,-120.54737093530872,-109.38809664537476,-115.68383584498942,-118.33735244379555,-121.12148574850399,-122.4268885421819,-117.06386011983616,-120.93966418391517,-112.08332230869874,-115.68551178213296,-116.41686687682801,-121.10172169302383,-121.40107047949876,-115.7671107630901,-119.88686071094264,-104.79967085302576,-111.03691142138238,-114.1209155140987,-119.79084768780895,-121.8365200694435,-112.67014251459753,-119.0444751868492,-117.76635122128191,-118.68833630782437,-117.00289429388462,-121.67589113400118,-121.37070729269814,-117.52855722932226,-120.58020612081965,-107.32007995490528,-115.14685619169431,-115.71835476539209,-121.39586502521466,-125.2593616610508,-115.48800626171267,-118.68689623174558,-110.54702763302342,-115.3191058703563,-114.75135449276519,-120.65791226851461,-121.70602120938838,-114.9468547221365,-120.28607558870377,-104.71856143144575,-114.30136495875944,-114.39440239902154,-121.67057239150812,-121.826181812714,-114.63600469640775,-119.13256799469775,-114.32753184674033,-119.33123812204356,-117.4406223747177,-121.5633545678761,-121.15178880419741,-118.60322610702032,-120.85434761996176,-0.03881168291808147,0.0002933764696116467,-0.038518306448469826,-0.017464534843632733,0.0005013869570212671,-0.016963147886611466,4,0
-105.75150538192585,-112.5397428220371,-117.1983212973749,-120.10538321369286,-122.18499901370082,-115.34255154838937,-120.07706291592972,-102.42754810035834,-111.45011016700634,-116.1752883607931,-120.11017680033937,-121.00710350881215,-114.1468974866171,-120.56638097726525,-105.9991289330441,-114.83349330281094,-116.92986811598816,-120.08450652403724,-121.30294038586395,-115.79574283972472,-120.4099818866853,-105.24528143460348,-112.5580010883986,-115.33053050120381,-120.08943264534176,-121.44620017975252,-114.41244375717032,-120.00080728179994,-104.8195230449816,-113.12730750168332,-117.2639837405178,-119.94286156212138,-121.6096382445197,-115.72862988346057,-119.0132066556682,-95.19493845993878,-107.63761264699076,-112.16694821650991,-117.0920900026214,-122.25907528557039,-110.52804212733388,-115.75227956220664,-96.1585359744363,-105.52610513370041,-113.43286954275978,-119.63547420374272,-121.46720648158376,-110.49711279081268,-118.90542425035639,-107.56826645665515,-114.02701966090949,-117.64793246156324,-120.48140256897678,-121.4625102267324,-116.18660063592155,-120.64118955156673,-109.543500948738,-114.83821619388891,-119.16098337114943,-120.51998921578264,-121.65206805870811,-117.42768947034807,-121.61154843897408,-108.05492088910754,-115.0734550377487,-117.69836848690935,-121.13324387764244,-123.26916283499106,-116.80442982429697,-120.68700699776967,-109.80670763090168,-113.74472325217296,-118.83656536529597,-120.24503760888861,-122.31965948785948,-116.78799295030164,-120.49283309471716,-104.24847551948972,-110.99922419957352,-115.029809329174,-119.19310725231338,-122.34180555021314,-113.62574038917919,-118.97425512424911,-112.92167404116188,-115.5931696270133,-120.3606137408268,-120.82791347446206,-122.25368174703833,-118.19471726804399,-121.71945956685423,-108.77826190842313,-111.20487716114906,-118.28635185287644,-121.36187761613894,-124.46174065889143,-115.52164054687637,-121.26316229105917,-106.64492399745444,-113.45109809486871,-118.59728180951012,-120.02660800366418,-122.42897942820096,-116.50990354518042,-119.94963838935936,-103.35607408902422,-110.46003961892877,-116.87910964757036,-119.73463536242411,-123.23697866440827,-114.14232598323562,-118.72918750196366,-111.25632468249518,-116.11143246574962,-121.37663621535012,-121.20777470058862,-122.44123347606742,-119.17091527572686,-122.51664508438051,-0.02221599101973994,0.005026261402567601,-0.01718972961717234,-0.012026798329449431,-0.0009818820064531524,-0.013008680335902583,4,0
-106.47053367051515,-114.35885314506184,-117.7799917308871,-119.71468217388544,-121.84328935223529,-116.66020143764389,-119.94330303920695,-106.76359422318183,-111.91567235608659,-118.523163875712,-119.85237639230621,-121.56464659543097,-116.29878785173585,-121.19197633337916,-107.2646137580683,-112.37929892486561,-120.18392982259375,-119.77686702219759,-121.64977118302203,-117.5013364857097,-120.97089138016273,-107.31176822632992,-112.53382024355678,-117.84135746420148,-120.02938988770893,-121.55747048942841,-116.0972902516767,-121.43966609737505,-108.74245617486991,-114.93528147912072,-118.26202846305014,-120.32787643704717,-121.79061365904779,-117.0730208279016,-121.02449634725971,-98.7158906797591,-109.00063569231611,-111.60456844329529,-116.96193140991836,-121.49366517019385,-111.10952753993504,-115.11978001590313,-99.79964849101458,-109.04526417787936,-117.29888333083922,-119.31615022638228,-121.67682307459661,-114.11251534547858,-120.11443239577063,-108.7055927991117,-114.99509725337943,-117.54603738326287,-119.94262783616922,-121.64054451866049,-116.61932225884269,-121.01681498301276,-112.44234581577462,-117.35817071572548,-120.48703978987645,-120.87026211501357,-121.80684815429285,-119.33384964744374,-121.1871420727067,-110.15153209844084,-114.90312635178748,-118.65350482611136,-120.90553874402119,-122.4000097265143,-117.84764446549644,-121.5351282766449,-111.2201695540242,-115.48847144273823,-120.43744366600895,-119.61447931614715,-121.16604432453408,-118.81803538068408,-119.95777721084674,-104.4023447080724,-114.29415793097569,-115.57330236117849,-118.92816499791869,-121.59318084135631,-115.26715488425937,-118.7205397118626,-113.55965450053051,-119.65061687696998,-119.1975218165179,-120.48536890751987,-121.42674496083897,-119.64993536796854,-120.271441862252,-92.75371544086599,-111.14040959609584,-116.2713479636407,-119.8219795701535,-124.79869078562835,-114.02826851399274,-118.33696836633428,-111.56050196536518,-117.58904622118382,-117.68581292242354,-119.25648138141246,-121.23698508910668,-117.75476398652371,-120.08298983072385,-100.97448345108344,-114.52909423524399,-114.42013645283613,-119.38041803356862,-121.97692370475767,-114.65454522290409,-118.6073923575093,-109.16022684174962,-119.9834868230643,-120.49378911264546,-119.96500250468213,-121.71366735835522,-120.39722497174937,-119.51541138556765,-0.02896227685689931,0.012149609166139738,-0.01681266769075957,-0.01418495407649194,-0.0013698133356295024,-0.015554767412121442,4,0
-106.64992686289017,-112.21850226101755,-110.0972536092124,-119.15006544840378,-121.34969722304027,-111.81253471437462,-118.7038542229339,-105.67687505633086,-112.01306037727197,-108.57632815428954,-119.39786724905586,-120.71632829466547,-110.73385486537532,-119.57805831434301,-109.16006990334813,-112.09681910010814,-108.46924471999336,-119.2245287452164,-120.7201649647088,-111.11140432308675,-119.37646193242327,-105.45504530065898,-111.06191732481774,-110.14529155102127,-119.70941262061861,-120.78811848631616,-111.1270348859983,-119.71006054206427,-107.9475372078077,-113.94335039856901,-111.29902074775012,-120.00432540767225,-121.11703055658766,-112.98195068514117,-120.54367529080444,-88.80646946167612,-104.64763726360336,-105.75525005904456,-115.46151459121027,-121.0529110325044,-106.11771018099942,-113.92603959799958,-102.69749777698647,-109.36277022327799,-108.14297544623875,-118.77733690145928,-120.75329390240437,-109.9198483625956,-118.03044151039991,-109.26036456176841,-111.93275187839743,-111.12396371236969,-119.62857739862307,-120.97841640111687,-111.97907532325637,-119.57035754416663,-113.73967044041032,-117.36985624170273,-114.971528603178,-120.17914973471345,-120.85748929771057,-116.1722683700516,-120.61206920437164,-109.00790865465424,-114.12411408788215,-113.4315092480983,-120.00702998812632,-122.03865142989197,-114.44869298191276,-118.71026458940744,-110.02495848711237,-112.87069530624551,-110.39776082282926,-118.969008009189,-121.1058224024267,-112.44415386059651,-117.80892875767069,-102.97464918332099,-109.24612417991482,-106.5195905730674,-117.92837178755354,-121.42090760194661,-109.35008288962098,-116.64646592689724,-111.6074647691711,-115.85154878622438,-111.05796999086287,-120.25701124260402,-121.48592537440051,-113.89464840097106,-120.25605271747615,-107.95724703376476,-111.75345601370861,-115.93382258707092,-121.18674105800103,-124.00081211717452,-114.97213240837416,-120.2902539127335,-105.93270351356634,-114.15794500639743,-110.39156196777243,-118.12386491740665,-121.21899450910601,-112.17367493294658,-117.71213909461196,-103.09383456220935,-107.61603287043533,-103.18509565628005,-117.38587822458955,-121.79812874626374,-106.54844488572839,-115.69350360006189,-113.05653389345673,-117.44795711772416,-112.15514390753177,-120.16042929842132,-121.54216045141995,-115.02557807333876,-120.79689503151084,-0.02554094267806511,-0.0032782468223564254,-0.028819189500421536,-0.01929286565084574,-0.002764359028641172,-0.02205722467948691,4,0
-107.03822203181613,-112.36707880008011,-111.83823047180621,-119.82122963074228,-122.34412131679386,-112.3926614436633,-118.79477450825816,-103.33189631649282,-110.0526360091249,-110.75744421417554,-119.75087145272886,-122.14877171137098,-110.64281771751978,-119.23427525644021,-109.3279881757447,-111.55266654970923,-111.5043300563147,-120.01418365844442,-122.11571760823739,-111.56915630767251,-118.89077509079121,-106.64629796851497,-110.49361412724097,-110.48452967757058,-119.3993566102612,-122.38941310642844,-110.68532495858739,-118.01107816429945,-108.51545549034236,-114.39360511696428,-113.28291594808704,-119.50780456892198,-122.73552900468417,-114.10889093236958,-119.05349831526247,-98.90181124102901,-106.78825541711127,-109.2595968400513,-116.65580941900967,-120.69411876749572,-109.06189921702347,-113.86718380441218,-101.88039263866956,-108.02894235645017,-111.86533317933177,-120.08831193077103,-122.2771183926592,-110.49361412451549,-118.60955786937666,-109.78075486182213,-111.76228637659047,-110.35564739875814,-119.46907846488773,-122.28225463641569,-111.28655267636299,-118.27675462763814,-111.52587231281007,-116.93086498303325,-114.11875001022347,-120.69568245826352,-122.3140782892172,-115.48289796644161,-119.92146433703093,-109.0558603812099,-115.36610668642705,-115.13983984523591,-120.72113628639914,-123.55696183083728,-115.16444547878248,-120.16554966627973,-111.20863580688332,-112.40987874083896,-112.8986546600691,-120.31439772523714,-121.98616024981197,-112.9996976869276,-120.41153241145349,-102.72148330850533,-110.0327345907491,-107.41514468577256,-118.6478604536123,-121.86858467409198,-108.94395667376757,-117.19662690318918,-112.73350621294419,-116.31423807591032,-112.86332156462294,-120.76586336305408,-122.09881696826452,-114.47345136047498,-119.90371170180458,-107.85689873935712,-109.72843680161738,-114.55760905115736,-120.32257083158186,-124.89816732569882,-113.19422858195496,-118.3577898895849,-107.16826714982386,-113.5209269835974,-110.6362743319693,-119.81381313199593,-121.85613738157363,-112.53979290509253,-119.54619331907102,-105.7168817369609,-112.04133233884976,-107.46875138383928,-120.0921877945983,-122.12300071515511,-110.22515882739316,-118.7927735457732,-106.23955016794773,-118.45673564706716,-116.80354470172037,-120.88074594210927,-122.16111040675985,-117.41069768372677,-120.4776272297233,-0.018078878761767003,0.011390630495625935,-0.006688248266141068,-0.01207635292225014,0.0035253440886775594,-0.00855100883357258,4,0
-105.89976088684256,-113.34386918102278,-113.729925085859,-120.80145464640161,-121.45448615988417,-113.89775332089204,-120.37189927074013,-100.91306401272755,-111.20289343471738,-112.16059471139276,-120.61252940569602,-121.08817950913401,-112.02789136453981,-119.84681734326338,-104.80789404992339,-113.59651603204134,-113.02688285998053,-120.8089248062748,-121.015687975526,-113.51002199167856,-120.58428424624788,-102.24340088856916,-112.54574166784472,-112.26102412881338,-120.82694405404803,-121.31126729195725,-112.64595358988761,-120.49111371161345,-105.59210401204355,-114.44500980580237,-112.70202940253564,-120.78165354784653,-121.09827462755447,-113.73080792310391,-119.60522526111782,-97.13582378805899,-104.92368518925697,-111.41052332717172,-116.28571738057128,-120.51817899008785,-108.87884615159265,-113.62912240062276,-100.45815300985848,-109.05723014879135,-113.19526409896602,-120.27439419132202,-121.25361961754516,-111.97568116947497,-120.43165496457691,-105.42480551936637,-114.25358586602484,-112.86961055979778,-120.74142733166127,-121.15455043350268,-113.73192453524318,-120.8567755432467,-107.56536406658908,-116.52509444635274,-115.05393528858467,-121.40574457046411,-121.55473075309945,-115.89343900138137,-121.52415843536261,-109.88761472066501,-115.65802506553958,-116.33103157265484,-121.6832036681733,-122.03569487438511,-115.96883588732284,-121.84325026948902,-109.27454479463357,-113.74847339022027,-115.85695080928387,-121.01022138158699,-121.08363890981455,-115.10352376785184,-120.94321213798992,-107.0381887632489,-110.9869079780662,-110.53683664578776,-120.29290147784343,-120.92114683884554,-111.45595253863716,-119.51475725741037,-112.50266827752728,-118.10978880918424,-114.73043265195906,-122.02187709759392,-121.26977158694056,-116.27026208028929,-122.39340991139173,-108.00282378412852,-115.36151432629735,-117.50828175853184,-122.39437432990623,-124.60959645549907,-117.33939956121809,-121.13419819870917,-106.89943551416421,-113.55530561114684,-112.84616242484947,-120.78281805763733,-121.27969484104665,-113.66288991662422,-120.39484126081967,-103.24525297571896,-110.92040444836736,-110.93728229076906,-120.70558778099945,-121.75618432738528,-111.56606903240284,-120.21600929362134,-113.40503601225808,-118.61173067671103,-118.25195884266533,-122.19495526080127,-121.32156152582284,-118.60255462302409,-122.54155809635985,-0.005762756524046903,0.01306074918280091,0.007297992658754007,-0.018964803758813306,0.001111860255582143,-0.017852943503231165,4,0
-107.1753852179757,-112.98460729683164,-118.05710772362887,-120.86053338831931,-121.39627553211767,-115.88247322700636,-119.90026776368617,-103.70571772283097,-111.20055035337457,-117.29995947930126,-120.50278100193555,-120.97756222192794,-114.78081324891193,-119.61351393880224,-108.34770072854079,-112.2932584207174,-117.17608802385641,-120.4677226833429,-121.05874392004672,-114.96013569097093,-119.21400349785114,-106.74745324161856,-113.29810498453567,-118.24300683568609,-121.2791718197692,-121.22180572745513,-115.94296691956048,-120.30803950944025,-107.35301639334938,-113.93001188686321,-119.05231358591182,-120.74103559694373,-120.98964415708966,-116.83762425534549,-119.86238652437473,-94.18393268815936,-104.74024035312135,-110.58386459568503,-116.00092843152632,-120.75510217711437,-108.66797405234401,-113.57539911431336,-102.02657655571326,-110.33652902398289,-115.40362709002294,-120.35940777309435,-121.28779928551677,-113.23716293255487,-119.62197888230935,-111.36006321864318,-114.15605226622743,-119.46007473420644,-121.53781287363678,-121.39873686863308,-117.10168192223131,-120.63127700951686,-111.92755148047556,-117.03517761532991,-120.48437328939659,-121.45868307244213,-121.27640483361348,-118.92292081436511,-121.200870270638,-110.50966632671596,-113.34289520399527,-118.75153716449678,-122.28332554019666,-122.09441964223403,-116.21742952595939,-121.75712461507226,-112.31194060465364,-112.63628203713411,-119.09543546291015,-121.04296397325591,-121.03253729765115,-116.11767864281852,-120.3356223699084,-104.68941491845433,-112.19541886493543,-117.17662457870559,-120.3683898941532,-120.67721499407844,-115.11702575605513,-118.83192083700652,-112.41342977252481,-117.15616097145812,-122.43240832113058,-122.145052778894,-121.16868853069352,-119.82418706894494,-122.2292203693774,-104.89191445558944,-112.8701514181913,-117.21773300881296,-121.46567902797369,-124.72756908520995,-115.68027562324752,-118.72141463433594,-108.63415741270711,-113.12456907543172,-118.30593009765336,-120.94841944460819,-120.77433635140932,-116.16672348124906,-119.8728676224782,-104.53145920723088,-110.27921529551973,-116.39567758423847,-121.08186139154449,-121.55608801773285,-113.91595172148757,-121.06059796617498,-111.1721687604039,-119.1590989784878,-121.83506972604773,-122.08529890979165,-121.34375540347597,-120.62901997605539,-121.56804705737929,-0.036877677800097854,-0.0015285300724975884,-0.038406207872595445,-0.02002225158885384,-0.0020399345191857558,-0.022062186108039596,4,0
