mean_Delta,mean_Theta,mean_Alpha,mean_Beta,mean_Gamma,mean_Slow,mean_Low_beta,Fp1_Delta,Fp1_Theta,Fp1_Alpha,Fp1_Beta,Fp1_Gamma,Fp1_Slow,Fp1_Low_beta,Fp2_Delta,Fp2_Theta,Fp2_Alpha,Fp2_Beta,Fp2_Gamma,Fp2_Slow,Fp2_Low_beta,F7_Delta,F7_Theta,F7_Alpha,F7_Beta,F7_Gamma,F7_Slow,F7_Low_beta,F3_Delta,F3_Theta,F3_Alpha,F3_Beta,F3_Gamma,F3_Slow,F3_Low_beta,F4_Delta,F4_Theta,F4_Alpha,F4_Beta,F4_Gamma,F4_Slow,F4_Low_beta,F8_Delta,F8_Theta,F8_Alpha,F8_Beta,F8_Gamma,F8_Slow,F8_Low_beta,T3_Delta,T3_Theta,T3_Alpha,T3_Beta,T3_Gamma,T3_Slow,T3_Low_beta,C3_Delta,C3_Theta,C3_Alpha,C3_Beta,C3_Gamma,C3_Slow,C3_Low_beta,C4_Delta,C4_Theta,C4_Alpha,C4_Beta,C4_Gamma,C4_Slow,C4_Low_beta,T4_Delta,T4_Theta,T4_Alpha,T4_Beta,T4_Gamma,T4_Slow,T4_Low_beta,T5_Delta,T5_Theta,T5_Alpha,T5_Beta,T5_Gamma,T5_Slow,T5_Low_beta,P3_Delta,P3_Theta,P3_Alpha,P3_Beta,P3_Gamma,P3_Slow,P3_Low_beta,P4_Delta,P4_Theta,P4_Alpha,P4_Beta,P4_Gamma,P4_Slow,P4_Low_beta,T6_Delta,T6_Theta,T6_Alpha,T6_Beta,T6_Gamma,T6_Slow,T6_Low_beta,O1_Delta,O1_Theta,O1_Alpha,O1_Beta,O1_Gamma,O1_Slow,O1_Low_beta,O2_Delta,O2_Theta,O2_Alpha,O2_Beta,O2_Gamma,O2_Slow,O2_Low_beta,alpha_frontal,alpha_temporal,alpha_asymmetry,beta_frontal,beta_temporal,beat_asymmetry,participant_id,label
-105.12654071611861,-112.10885512119656,-109.9222402447967,-119.27730088565451,-120.65280131183088,-111.48772841740475,-118.38978028937707,-102.28307288006525,-109.08765664182188,-108.22432501159153,-119.29956518293903,-119.73267362625646,-109.47288628071685,-118.57095302684317,-104.95155262208706,-111.50553046312967,-108.83848849751294,-119.47791365339636,-120.0498915744425,-110.61405516872068,-118.8185217059985,-98.50271587377705,-111.81459244518277,-108.73121441924829,-118.8576620067866,-119.93994150513325,-110.60515815829643,-118.43125875615233,-109.20736991325577,-113.55502623183897,-110.09360799816815,-119.36237419746173,-120.09392394406612,-112.22033650173164,-119.28978213805988,-102.80163995397163,-113.13627661282004,-113.73648032258677,-124.14570157133481,-127.46093731728833,-114.30343143409158,-124.56081883400344,-106.20244091070653,-111.67157460057088,-109.50821358862282,-119.09859396399379,-119.78840750142014,-110.90439288806914,-117.91216205595393,-108.38184974449086,-112.79893215522895,-108.98955866261498,-118.67950273879072,-120.01358727381896,-111.16495120235449,-118.33517851634986,-106.95264579395189,-114.26940319595711,-111.46391206243503,-119.13233722465398,-119.83202744810761,-113.19062197856823,-118.26522220664867,-101.42788002097049,-110.88521494544314,-113.32798484392904,-119.87749476020997,-121.32427862645464,-112.87322549956585,-118.49607569486223,-108.05245856738897,-113.28816616405726,-111.01427189474076,-118.5966524409356,-119.4593557923025,-112.19594706989474,-117.85979979410146,-97.98946810183972,-107.40562605288422,-105.4487299074461,-116.67643038111525,-119.49392734825588,-106.71950048850863,-113.6470830601112,-110.0124995242724,-115.67352185186611,-110.66015840388107,-119.0664546233765,-119.61454809243598,-113.3204703523804,-119.02450339517615,-108.25733626745111,-111.25128508750673,-114.80873432820587,-121.1367998372993,-124.81184407561122,-113.73321577599336,-118.4616524150637,-105.2017895429602,-112.2609433866407,-106.96604109475733,-117.68210115717879,-119.50265672642116,-109.9915735731438,-117.26000905073306,-99.92080355078002,-108.6445360358553,-104.6244599235776,-117.75363601979765,-119.65994474693495,-107.76367594783339,-115.7242373724113,-111.87912818992885,-116.49339606834137,-112.31966295742902,-119.59359441120215,-119.66687539034453,-114.73021235860675,-119.5792266075643,0.016275168149861418,0.009203081723606295,0.025478249873467713,0.019643403442663236,-0.000349172456003266,0.01929423098665997,4,0
-106.23522608273049,-113.6054585406742,-111.6477173176705,-119.05593060649721,-120.77858459705138,-113.22666498211433,-118.54409043972417,-101.91736785663065,-112.04888338999926,-110.00771312949294,-118.74840096844049,-119.94737121484431,-111.72350562179119,-117.79726981216339,-108.03055304499084,-114.88178194867872,-110.89666383906717,-118.8190863150825,-119.94657296182044,-113.32870883009137,-118.57918832621814,-104.42594104427769,-111.81684316512782,-110.70247562746273,-118.67869423698981,-119.93588192853449,-111.97017974914635,-118.14801169671057,-107.51638720502925,-115.81648594508424,-111.34546661196191,-119.18465125258007,-120.4695643054278,-113.89533137114488,-118.24921613171347,-100.1788338835232,-113.05296265617994,-113.41822625071256,-121.97694811025046,-120.19314316847759,-114.099430519438,-123.05900521839817,-106.77141214970737,-114.52017036615291,-111.59230916544753,-118.64773314920573,-119.89930414442347,-113.59910474992193,-118.43939632744801,-109.29925563497726,-114.34753153535875,-112.117667313943,-118.65527488790228,-119.84180447882103,-113.49925360462092,-117.84580200632503,-111.834913305291,-117.00897914078702,-115.0382131497974,-119.22393147682322,-120.05127944425095,-116.0642167792725,-118.93216874729467,-100.65742836073804,-113.42297386439311,-112.42896084884661,-118.97579476063618,-122.83816425351907,-113.29938139700944,-118.2980177804752,-109.1997265252772,-115.64666482088865,-113.9970407966409,-118.88740343937972,-120.96996461269097,-115.27375105329469,-119.23483478770231,-100.40735834477756,-109.16000351420091,-107.45780361902288,-117.18183356721082,-120.38808084567262,-108.89364996974138,-114.55863247638207,-111.51717285777023,-116.7347522927145,-112.94475887964563,-119.37430304117302,-120.93974436466026,-115.19842371755436,-118.84513071681666,-103.03792038182635,-110.78242245769763,-113.86993374051025,-120.62145325702122,-123.17481342596466,-113.47494776003816,-118.34902439561742,-110.83455830315154,-112.6499415546776,-110.64001969674447,-118.40653985624569,-121.50130698158341,-112.60345544567382,-118.756062256044,-101.57179658914286,-109.23102912163449,-105.62822971485978,-118.1349902513681,-121.22149678553615,-108.58621037038907,-117.18725717535257,-112.56299183657669,-116.56591087721193,-114.27799469857217,-119.37785113364608,-121.13886063659517,-116.11708877470122,-120.4264291809251,0.00922195045094344,0.008311593254600546,0.017533543705543986,0.011578530184937732,0.0009772077721445153,0.012555737957082248,4,0
-108.24973143313805,-113.81407660386292,-111.9884136056018,-119.37572507892607,-120.16399154152495,-113.48417410032857,-118.66550856956408,-103.11381993254693,-112.39801770385805,-110.06434760577038,-118.70181634062872,-119.44502806445843,-112.12557034620325,-118.70735458788562,-106.65290771683595,-114.5790568724998,-110.00463819859988,-118.82356531143998,-119.46771996937628,-112.55958788095353,-118.21363541228688,-108.13609767378865,-114.25124882627226,-109.98327786135322,-118.63581645428589,-119.26740207148102,-112.58156746611189,-117.49241740023584,-109.24642521611571,-114.95739357861771,-112.23530155362339,-119.12671399971103,-119.64580470182084,-113.95288339667695,-118.39742918330779,-107.27618042805929,-115.08112615033565,-113.81007131373185,-124.47280183448557,-126.8032140648342,-115.25062552319179,-122.95097763371521,-110.39840402967339,-113.87064586295769,-109.76629484741662,-118.45796220631384,-119.26045681973696,-112.37129240396975,-117.93377527659092,-111.33277833930387,-114.37221673883026,-110.74900919645333,-118.92979702967035,-119.419882910224,-113.28976007156577,-118.20302818660042,-111.3367481059118,-115.85837122124083,-113.89821485924523,-119.25899310426581,-119.33207873469077,-115.5188578683459,-118.54027281488983,-101.59835912182109,-110.1451038160803,-114.86196766141646,-119.84074089659744,-120.54391035009378,-113.21822037696838,-119.36558843894862,-113.13211062801227,-115.75816956019516,-113.08440252271947,-119.23857735603464,-118.9825379120574,-114.63791906178098,-119.20053379368538,-102.11837470341735,-108.97411672924936,-107.34770025004093,-117.64635734666201,-119.01842451757345,-108.81937013201109,-116.50553489331439,-113.45838532093408,-116.57573509796556,-112.72180328687864,-119.53185014176013,-119.24459852288214,-115.01809349955053,-119.60702601747381,-102.40379962296372,-109.88108568306568,-116.68943316940032,-120.87291360375136,-124.11269088257926,-114.37551683652954,-118.5872443218372,-109.67204732902886,-113.65192485450574,-113.29919050386032,-118.57370356598362,-119.06672432137044,-113.98943480212581,-117.90152130885622,-107.6855540482152,-111.75055333774382,-107.21614624357548,-117.98828969807998,-119.95440956765675,-110.21213975184014,-116.66635173527672,-114.43371071358061,-118.92045962838864,-116.08281861554329,-119.91170237314665,-119.05898125356323,-117.82594618743201,-120.37544610812033,0.00696660913750511,0.010433622524577286,0.017400231662082398,0.02194621699664335,0.001296479128098792,0.02324269612474214,4,0
-104.52606372928977,-113.62038611232094,-110.40736581407792,-119.39928496643313,-120.57702336611509,-112.77632835568551,-117.88669839565297,-100.50546056523494,-111.96623307471675,-108.96332623697268,-118.81738006510476,-119.75469321942084,-111.15903156225443,-116.85134355617029,-102.63636057685173,-113.53598134594051,-109.35067111974134,-119.22219057338319,-120.06659344496231,-112.23959124593671,-117.02504661005102,-100.47337114633233,-113.47905739882815,-110.03513090259857,-118.91542613074306,-120.14306572392557,-112.23736764547877,-117.15235079292474,-105.75260863529914,-114.19275786030651,-110.3856812277523,-119.48617976612111,-120.14634114643601,-113.02914807060758,-119.11132874676017,-102.1142668231936,-114.43885659272449,-111.81370305109898,-124.14605569771057,-127.30212804801214,-114.12396554322643,-122.75995852603235,-100.22974402805058,-112.49970031092067,-108.80099244543166,-118.94336817758908,-119.8347493602288,-111.79788245486813,-117.47787947924877,-108.29678555995137,-112.88438341300616,-109.917569476482,-119.07043861882188,-119.66248069453171,-112.15139191583937,-117.11621315815415,-109.6360677100039,-115.99104672639544,-113.30903863339077,-119.27092775075789,-119.8793775210563,-115.23821084850326,-117.80322716183453,-101.18164761134756,-111.09771630501201,-111.3795030490885,-119.08879425491403,-121.11222784254575,-111.89133277172407,-117.10316066680903,-104.78992876292031,-114.84752817334716,-110.3362282339066,-119.67781310147139,-119.0902354965421,-113.06571369126222,-118.07996433311251,-99.50852661835702,-109.85613799090241,-105.69889023301586,-117.32956783265047,-119.59099738004687,-109.0061263182073,-115.34332252005649,-110.49120854134036,-116.0508649558869,-111.3970241522619,-119.47442388777165,-119.61412380486902,-114.47831600066782,-118.350704650083,-107.02991518039732,-112.16206415626328,-114.72645640023362,-120.89685346759197,-123.82772300977912,-114.3383016401412,-119.34980378188862,-105.83831242525886,-114.60010629714077,-110.11340917695529,-118.28198848050039,-119.43030418717811,-113.11089754250726,-117.38777190248433,-102.41608312048459,-110.1788978519797,-104.9198949649858,-118.17956072454099,-120.20436939472734,-108.50515288866922,-115.83342246824155,-111.51673236361285,-120.14484534376398,-115.3703337213309,-119.5875909332577,-119.57296358357922,-118.048823551074,-119.44167597659595,0.006426758687839444,0.0019008015379380137,0.008327560225777457,0.019126680517944982,0.0025439955194355816,0.021670676037380564,4,0
-106.98434692120954,-111.59595395109854,-111.58248214097696,-119.56161435813834,-121.13091646947143,-112.40047617767654,-118.81863493381833,-101.11110416738457,-108.69358869193582,-110.40302771092236,-119.29901908630075,-120.18541572038615,-110.7895326261494,-118.65365831261698,-107.02217078262743,-110.13158561508452,-111.3006971847578,-119.02453669101577,-120.7441488818842,-111.55072795255279,-118.57853615414622,-106.17771116777463,-108.79544815346094,-110.83974159783705,-119.25742398219575,-120.48763783563264,-110.86094335085983,-118.60127064703809,-107.24440111447831,-112.35141120306479,-113.90987088747347,-119.15897948046825,-120.92207368419828,-113.93802190196165,-118.53117780349667,-104.62880750605927,-113.19538809168672,-113.8834547428156,-123.48083211609207,-128.09580281185612,-114.46604566227496,-122.47826457883278,-109.7013586791356,-111.09428613196182,-111.5069574682381,-118.68749111424954,-120.59716772498089,-111.9811616506808,-118.32283647614645,-110.9878207573213,-109.91011440747349,-110.24375842534769,-118.69900579394714,-119.93290367052451,-111.3293499752814,-117.84059086890385,-106.85794988530557,-114.88546052496058,-113.90791893597572,-119.26709802869753,-120.8144313147746,-114.78030171406311,-119.138468852324,-103.10776859329033,-112.0721287568013,-114.70558668879393,-119.81291496497433,-121.40457534933888,-113.9105874355248,-116.95222144523028,-110.4724459201264,-111.71912683778855,-112.590586250722,-119.15852272899734,-119.97246289600655,-112.80808286494386,-118.4628283148947,-101.09141640626504,-106.98125141031589,-105.4959456814726,-117.65458665520298,-119.2461808558253,-107.5739253407153,-115.89386213919636,-114.04550608649295,-115.23010446408739,-111.3505465844601,-119.73626331137315,-119.9867140153064,-113.88952232331252,-119.56034507677191,-106.52442380281087,-109.21886945554513,-115.36444316368004,-121.3896293388438,-124.49922864883095,-113.51055117677495,-120.29650765249076,-106.36543169259765,-113.0242739115181,-109.97577274985574,-119.86866283270781,-120.58906708307596,-111.926562603533,-120.39242827300998,-104.28858681017665,-111.6270857784693,-105.48971700718815,-118.57267171727449,-120.60124113494342,-109.21455123499248,-117.45152742728764,-112.12264736750583,-116.60513978342256,-114.35168917609094,-119.91819188787298,-120.01561188397751,-115.8777510292037,-119.94363491870678,-0.00011596540234346568,0.01053171506746793,0.010415749665124464,0.017811803459565057,0.0019318998978242426,0.0197437033573893,4,0
-106.8393643870608,-115.34227387458412,-115.52892588131874,-120.19690645575044,-121.13030651527424,-115.96066772244814,-118.66295387786059,-101.24435668715526,-113.56786952481961,-114.53462580426441,-119.6924676366517,-120.33126893659073,-114.65463515322159,-118.48393757890419,-107.86295079139097,-116.10384943062762,-115.42657753577225,-119.8890495114518,-120.61254615619458,-116.32290799930846,-118.08347390816628,-104.21987565042487,-115.85737309448852,-114.48064195166481,-119.54362934973926,-120.33899745426076,-115.39533815852302,-117.86470129986097,-107.23012038572963,-116.35079861324793,-117.31399786488014,-120.10474234307846,-120.56431423707855,-117.22063473446214,-117.78664166755192,-101.99772729740239,-114.22419322810303,-117.27738669926649,-123.96555273588605,-127.67059677372089,-116.62641065638338,-122.75211149686692,-109.10512437407218,-115.57140853494,-115.63627886566465,-119.99093063799366,-120.57365285246391,-116.20747054569412,-118.38184413847719,-108.49467970142024,-117.99800039672887,-115.11977468205764,-120.04341696490552,-120.49453243165591,-116.56315085680899,-118.24300247663439,-110.70151453068334,-118.89782190786177,-118.13913714541418,-120.25266308018173,-120.71879205409468,-118.49422020808869,-118.96760085187094,-104.71028987718334,-112.549248267128,-115.84812522775736,-120.01061145180905,-122.08860817103412,-114.89729101692109,-117.72214039271228,-110.20319404308702,-116.15413694880334,-116.37547908178956,-120.09860041904794,-119.85772796841113,-116.78392604081938,-119.63348194167658,-101.34958451103934,-110.72718311790044,-111.19305833536359,-118.04017268719575,-119.88444989144733,-111.63189253371787,-116.39435325790134,-112.1355798605459,-120.6066951441624,-117.01464430370824,-120.11637294906073,-119.8655022429353,-118.9164952366564,-119.09431283992491,-104.77663380581802,-110.37588457137066,-116.8382507515382,-121.57188486826563,-125.06393785250506,-114.54065631810282,-118.20057294428392,-110.54754833608966,-115.87013763499203,-114.03400436182022,-120.05930907141669,-119.67241666458708,-115.33755273379433,-119.01858981517753,-102.34435848617204,-112.10914978308158,-110.77713532841611,-119.2906169036223,-120.56704734458692,-112.56774487532039,-118.40603148929443,-112.50629185475852,-118.51263179508997,-118.45369616172196,-120.48048268170075,-119.78051321282084,-119.21035649134738,-119.57446594646527,-0.00015606355570845222,0.0054243202800731884,0.005268256724364736,0.015818436207316825,0.0002297950801928683,0.016048231287509693,4,0
-107.67523140504304,-113.30051340138566,-114.17756368258189,-120.65292374100285,-121.89635259358626,-113.90926507988333,-119.9299136474149,-102.8949890529729,-110.27951529024217,-115.00354077607687,-120.07255444172398,-121.15739056030824,-112.75534788255662,-119.45741960399334,-108.91063069415067,-112.95791986394745,-115.62169417616725,-120.25068305576877,-121.38615584433494,-114.00370405324722,-120.9083513531872,-106.53646709058764,-111.08632591812624,-114.84784098570276,-120.2599130120199,-121.74095598163755,-113.07524390438337,-118.74265824399609,-107.95177734485017,-114.92192150607828,-115.95759669501996,-120.11928771115693,-121.43906167375023,-115.10230180282416,-119.3769010747566,-103.58379422421494,-115.43051145928166,-117.08535033173926,-123.99284022991394,-128.23179478188774,-116.2664813681469,-123.05193366454053,-105.30877616456159,-112.89183733342162,-114.85399841814672,-120.0654290413767,-121.28839623390134,-113.76189542731956,-120.45267171139568,-109.89809326930475,-113.58366988011532,-113.67118193272299,-120.34821838511186,-121.15369966216075,-113.75886612197229,-119.32508156686833,-108.98213816952646,-117.30221940362838,-116.38840524607755,-120.64005634426327,-121.55778221334911,-116.35746781947425,-118.52464650427062,-108.31339169375224,-112.70762977457673,-116.15097688366725,-121.19386017075578,-122.4413099888499,-114.63760290353255,-119.98487820689381,-110.54329551544255,-114.00374367960264,-114.96725077029512,-120.77276982607576,-120.78494695968303,-114.5373159439757,-120.94438925203602,-99.338346378509,-108.33996761186533,-108.70411658453972,-119.0216813843195,-120.00536326774589,-109.62866014476914,-116.27004157591458,-112.14069038964777,-116.64122001183928,-113.06157327570543,-120.9964217259991,-120.88418482523205,-114.86121534004312,-119.54517020537757,-111.09859447898846,-109.02067757257447,-116.14278492249862,-121.95553795922366,-125.15822686427788,-113.19131962970884,-121.0073831167776,-109.8630829314809,-114.45893517944951,-111.28115408033864,-120.61120251363758,-120.90266948897126,-113.5743068703768,-122.29817928532974,-103.9939228403037,-112.47844959682402,-107.2060675014948,-119.1281323639679,-121.27494824546687,-110.5737486275544,-117.54824788968037,-113.44571224239492,-116.70367034059707,-115.89748634111758,-121.01819169073114,-120.93475490582328,-116.46276343824827,-121.44066510362052,0.004839252382908677,0.005668639441977016,0.010507891824885693,0.015867923283566197,0.0017607402993556462,0.017628663582921842,4,0
-107.40585246034956,-113.63262965164165,-113.72986710102387,-119.98267865391718,-121.75090004209899,-114.07546270244029,-119.5986895737366,-101.10346220800827,-111.53897903689665,-112.76622471104052,-119.23011260217828,-120.79727832522885,-112.8959691226475,-119.03673508214135,-105.75841679207919,-113.29648645242759,-113.50782337619452,-119.29361957481223,-120.9944819141659,-113.78123332890817,-118.76995283177831,-107.18169564866092,-113.48890256087634,-112.69773842387991,-119.49659527315205,-120.80458555809955,-113.60307888709235,-119.08015388551368,-107.61567253112881,-114.2644583880582,-115.47533081641933,-118.87091679035618,-121.14362247556697,-115.04370980666027,-117.198771529146,-105.79692420240849,-115.47300985397744,-114.88256057731306,-124.23013697124077,-127.97746028554569,-115.61730438507567,-123.20768919902338,-106.26994761209815,-110.91631838395988,-113.27144081298364,-119.33429539347696,-121.1845627430352,-112.78061516158223,-119.1986882320727,-110.37977793123919,-115.23465465674307,-112.44155864650376,-119.61760413691573,-120.2975566474832,-114.00030840675024,-119.27016445966767,-111.64822202929194,-118.93104255184801,-115.56476649542488,-119.6192521321166,-121.22156625003733,-116.95084052638884,-119.07788175963131,-105.61942326711093,-111.61829300511117,-115.65895767614394,-120.51291267989194,-122.60830675223224,-114.00228828036977,-119.998312909222,-111.42764486580221,-114.46670951645672,-113.92191039183454,-119.77648349297961,-121.05408405369062,-114.38750534244825,-118.91600407167326,-102.09473773275695,-107.66545999455127,-108.5370848212074,-118.30876238362124,-120.24723808794883,-108.89264531015027,-117.52241895986506,-111.21722723147087,-117.41175991219588,-114.77393856258735,-120.27450992352465,-120.83131380589865,-116.4363520964107,-121.16933451565961,-105.75937863259819,-113.14941844621575,-116.42809619412927,-121.24539784979397,-125.33513611193014,-115.05331567442967,-120.59031883888088,-112.1772858510416,-113.68486709632616,-112.94829533703445,-119.94379599371227,-121.18733813430208,-113.60595694022913,-119.07218286398206,-102.26987962885102,-109.74815774988186,-108.98513450335469,-119.2864434448297,-121.43295986058016,-110.41734099089584,-119.00894012507334,-112.17394320104644,-117.23355682074039,-117.81701227033057,-120.68201982007264,-120.89690966783834,-117.73893897900578,-122.46148391645508,-0.0025732577925585256,0.0065397113395539,0.003966453546995374,0.022045236324398015,0.0006636728485521586,0.022708909172950174,4,0
-106.33261571992732,-113.07726311996787,-112.45352866026559,-120.01283691519097,-121.2049693617852,-113.46592627163383,-118.89942628265385,-102.89057137744925,-111.41580657997179,-110.96353822765288,-119.54409118557153,-120.04433192776204,-112.5821373720783,-119.46122298028916,-106.70016465702406,-113.77977889550448,-111.51021920381103,-119.96177166767154,-120.56324022498224,-113.12519760455841,-119.96074112617129,-102.60770902474242,-112.22498248747657,-111.53106093704616,-119.49195072842916,-120.30829398149034,-112.79641345087794,-119.30434202533048,-106.10241209550185,-113.46782794557161,-112.36837050904137,-119.29878146044418,-120.51788747661045,-113.61504013347975,-118.95355608182524,-106.21377115124504,-112.09530635319531,-113.96423535476193,-123.93082300466916,-127.5926764324404,-114.16807717864526,-123.59429068462899,-103.92842253158847,-111.93017658526678,-112.32226199679758,-119.65457322117773,-120.75019470775577,-112.95962134246821,-119.60386880553777,-109.95528756992047,-114.6856838604197,-112.29220643753632,-119.38672847595917,-120.63930072220218,-113.88632508902992,-118.60643160641672,-112.31574527200357,-118.0446071633673,-115.3434521636582,-119.82935260146039,-120.73458199017608,-116.71710438105568,-118.85417860264475,-108.2436530864102,-115.76253232121995,-114.36628302870945,-120.41971774330841,-121.39989830025449,-115.46182809943687,-117.99570049002033,-112.68033883814601,-114.59516394112181,-114.23960445943715,-119.99400886553187,-120.2267455041168,-115.03018547258193,-119.15116268349536,-87.81112252030593,-101.24439816500394,-107.40439380151517,-117.49444144094159,-119.07591413997618,-105.5091396274502,-114.47476461448133,-113.66603021859876,-117.13804094691311,-114.16995320063032,-120.58654857398518,-120.56835063746934,-116.05043922446491,-118.76383058605215,-105.74195450250012,-113.51292156691675,-115.64593213019616,-120.86225781646226,-124.76659853421839,-114.85963955659385,-117.88884994904097,-107.24899686552321,-112.70309988173064,-110.6527653613121,-119.80488177972062,-120.6863762540288,-112.5685462807065,-119.10963773688128,-102.95027711265473,-109.85827832399707,-107.20009897745686,-119.56854744355957,-120.9987278541265,-109.35888840750411,-117.13257006249242,-112.26539469522302,-116.77760490180867,-115.28208277468687,-120.37691463416328,-120.40639110095329,-116.7662371252096,-119.53567248715291,0.007050971907604311,0.008596576411012313,0.015647548318616623,0.01904390526149693,0.0025368807712642786,0.02158078603276121,4,0
-108.157790114243,-113.0963357874698,-114.57485798492068,-120.4723709270399,-121.6564536484255,-114.26887475345328,-120.01837383832306,-104.74997949741106,-110.11403514577863,-114.05740025778869,-120.08200217915103,-120.38714073842617,-112.74178472337518,-119.57117561886551,-108.5354986579186,-111.52614501199922,-114.51088205429997,-120.2028381211345,-120.59543379259279,-113.44425152290992,-120.06956591521477,-107.49692043022283,-111.31469558871889,-113.94092462504713,-120.33708934172898,-120.89830653477351,-112.9027877911143,-120.79613844807929,-107.04584538940915,-112.50564632675874,-114.86991102324855,-120.11400272883643,-120.857703921927,-114.10589308616886,-120.44409747861175,-104.27953879355825,-114.26553694742978,-116.54251641427516,-123.89252353786814,-128.55965980750545,-115.7344841951455,-122.52950255549274,-102.80327615754209,-111.479764943478,-114.74378842554225,-120.34951784005756,-120.80414561506369,-113.55442985266221,-120.44652594061591,-110.64240308687378,-113.18148850622755,-113.65945962015954,-120.12879802738851,-120.943134072155,-113.71437641872456,-120.68479943146605,-112.44223444625823,-115.9009064703423,-116.17172968554901,-120.42307291701343,-120.71142955343353,-116.28347948950159,-120.83436862060309,-109.11057827665203,-114.29135256137072,-115.11676336647953,-120.438266563467,-122.26639983496528,-115.06539082852913,-119.11861576954135,-112.72462502613675,-113.39640840713518,-115.11825807441748,-120.38037234906075,-121.05992647587254,-114.56769782485132,-119.71670604105293,-100.26139437584743,-108.48343576740251,-111.67432342435885,-118.83167358084422,-120.26303211929478,-111.161397620494,-116.51730255070049,-112.98499950371122,-116.50583601900892,-115.10153928130252,-120.53963401019352,-120.81522959968977,-116.07280592907743,-121.22390686036445,-107.1234306570627,-113.39397269367946,-116.36703731482929,-121.40927109852574,-125.10796152146986,-115.5719008828754,-120.04820145162537,-111.41136250364426,-114.19895186282481,-113.62626082036051,-120.04393395493288,-121.13194797150597,-114.3747677158748,-119.0117249740236,-105.43665848152231,-110.39387362341729,-109.3521274550632,-119.80460241609038,-121.17775292808717,-110.54234642463523,-118.81424763785125,-113.47589654411763,-118.58932272394482,-118.34480591600922,-120.58033616634563,-120.92405388804526,-118.46420174931262,-120.4671021190603,0.0072278114427461945,0.006376488361534715,0.01360429980428091,0.015485326834667164,0.0010460071908213245,0.016531334025488488,4,0
