mean_Delta,mean_Theta,mean_Alpha,mean_Beta,mean_Gamma,mean_Slow,mean_Low_beta,mean_Relative_gamma,Fp1_Delta,Fp1_Theta,Fp1_Alpha,Fp1_Beta,Fp1_Gamma,Fp1_Slow,Fp1_Low_beta,Fp1_Relative_gamma,Fp2_Delta,Fp2_Theta,Fp2_Alpha,Fp2_Beta,Fp2_Gamma,Fp2_Slow,Fp2_Low_beta,Fp2_Relative_gamma,F3_Delta,F3_Theta,F3_Alpha,F3_Beta,F3_Gamma,F3_Slow,F3_Low_beta,F3_Relative_gamma,F4_Delta,F4_Theta,F4_Alpha,F4_Beta,F4_Gamma,F4_Slow,F4_Low_beta,F4_Relative_gamma,F7_Delta,F7_Theta,F7_Alpha,F7_Beta,F7_Gamma,F7_Slow,F7_Low_beta,F7_Relative_gamma,F8_Delta,F8_Theta,F8_Alpha,F8_Beta,F8_Gamma,F8_Slow,F8_Low_beta,F8_Relative_gamma,C3_Delta,C3_Theta,C3_Alpha,C3_Beta,C3_Gamma,C3_Slow,C3_Low_beta,C3_Relative_gamma,C4_Delta,C4_Theta,C4_Alpha,C4_Beta,C4_Gamma,C4_Slow,C4_Low_beta,C4_Relative_gamma,T3_Delta,T3_Theta,T3_Alpha,T3_Beta,T3_Gamma,T3_Slow,T3_Low_beta,T3_Relative_gamma,T4_Delta,T4_Theta,T4_Alpha,T4_Beta,T4_Gamma,T4_Slow,T4_Low_beta,T4_Relative_gamma,T5_Delta,T5_Theta,T5_Alpha,T5_Beta,T5_Gamma,T5_Slow,T5_Low_beta,T5_Relative_gamma,T6_Delta,T6_Theta,T6_Alpha,T6_Beta,T6_Gamma,T6_Slow,T6_Low_beta,T6_Relative_gamma,P3_Delta,P3_Theta,P3_Alpha,P3_Beta,P3_Gamma,P3_Slow,P3_Low_beta,P3_Relative_gamma,P4_Delta,P4_Theta,P4_Alpha,P4_Beta,P4_Gamma,P4_Slow,P4_Low_beta,P4_Relative_gamma,O1_Delta,O1_Theta,O1_Alpha,O1_Beta,O1_Gamma,O1_Slow,O1_Low_beta,O1_Relative_gamma,O2_Delta,O2_Theta,O2_Alpha,O2_Beta,O2_Gamma,O2_Slow,O2_Low_beta,O2_Relative_gamma,alpha_frontal,alpha_temporal,alpha_asymmetry,beta_frontal,beta_temporal,beat_asymmetry,participant_id,label
-107.30270304266692,-113.14038889993992,-107.42115337630216,-118.51193397937385,-124.55532733312909,-110.91020293532958,-117.49901311646582,0.8904492911707824,-105.76578414277749,-112.72365509717635,-106.54729384614895,-116.21286084968092,-120.53765551439284,-110.26154363237727,-117.19806927527613,0.9147477040418416,-106.80444795454991,-113.9715824829143,-107.41872009784704,-116.73063230301456,-119.93912528139907,-110.98362277018849,-117.2411856736237,0.9253329346016211,-109.0207689171454,-114.67555863743355,-108.13220663703679,-118.70897145240461,-124.55164156497715,-112.11963687841147,-119.31918463498354,0.9001859427113207,-109.88128218670477,-114.88720426156677,-109.09002381368603,-119.74752728700032,-126.46507853315327,-112.42045284290704,-119.59862877054941,0.8889446331497404,-110.82488097186324,-110.47168544592837,-106.21982583314683,-117.10401743159007,-121.67832840550047,-109.16820919277706,-116.63865513985681,0.8971869569819149,-103.09279483122408,-114.61242163926983,-110.88244157988066,-120.06333335486045,-126.91341218555786,-113.38980721828602,-119.99697845385018,0.8934422711171045,-99.14349245139428,-109.03165864462369,-111.59132605860745,-115.81385940678213,-120.13385873201365,-111.18177311718811,-113.9332793283785,0.9254824101272295,-112.44886042102,-116.90092468887298,-111.10734785808651,-121.12789757946217,-127.39641473353427,-113.91661173480975,-119.35646242992235,0.8941900914015576,-109.79094028971087,-114.1579115675666,-107.51080374995692,-119.75766074849037,-127.01190508234284,-111.15316723293523,-117.63291775608478,0.8751397529300402,-107.56436635424213,-113.450384884782,-108.99392677568056,-120.65436375083155,-128.4082615460763,-111.84912184417193,-119.33826328816856,0.8710430349065781,-108.34728037551925,-113.66357590453453,-103.72084534833351,-119.75596554499921,-128.17390136456075,-109.34216307150686,-116.03028902819949,0.8530766552896646,-109.22669850579103,-113.79744805644653,-103.67020540458705,-118.7107493900939,-125.67801310238214,-109.38062695122912,-117.74003114770599,0.8703242854589327,-97.16691532742439,-109.33332421636362,-111.38491170222805,-115.78280877981717,-119.8604448418013,-111.0952025352037,-113.75504869111774,0.926871268347398,-108.36267417742118,-115.4493461963376,-106.4720555477511,-120.89989160581814,-131.91727564042432,-111.62121457846496,-119.86071311391129,0.8461455411095535,-109.56142504356038,-111.52132292569449,-102.8575282823921,-117.10241592101183,-120.38535746701896,-108.30102459756225,-116.23444631420108,0.8996195789611094,-109.84063673232245,-111.59821774952752,-103.13899148546491,-118.0179882641243,-123.83456333493054,-108.37906876725393,-116.11005681762333,0.8751924006395958,0.004409388369974064,0.006850303095562239,0.011259691465536303,0.0043553261919302465,0.003729859204042071,0.008085185395972317,23,1
-107.25073309800447,-113.55452979299832,-107.38434987364488,-119.02021865909839,-124.46303378798277,-111.17780212871435,-119.28755653814653,0.8932596189009886,-103.21840487864341,-113.55611316252214,-105.88031743097942,-116.85605782933496,-121.0343913243687,-110.61011200122334,-118.32271256248644,0.9138734106142725,-104.65251151351072,-114.59447673718068,-106.68861118257277,-116.39792968752465,-120.60561001110335,-111.01465861268979,-118.5787444607964,0.9204767390378392,-111.13595361543331,-114.49738427278282,-107.27122693545925,-118.86770699722835,-125.46204037497836,-111.58086153854542,-120.37537194843026,0.8893595322143243,-109.49136723248046,-114.42441259600332,-108.23954952987249,-119.81886620916266,-127.29427713486827,-111.61159181379054,-120.61686800186007,0.8767997613556349,-108.5993642622687,-112.08733509086694,-106.84301432969859,-117.09197320153739,-122.45849098679628,-110.43106480176411,-118.09173820429439,0.9017836485807342,-104.0147717240693,-113.08365782721471,-108.66546938110696,-120.61952193387336,-126.15264005368343,-111.70631719396289,-120.44234562077784,0.8854853703135107,-101.33337280126001,-107.4437039730905,-110.04105197623808,-117.22446150933172,-119.69995640106619,-109.3153641786877,-114.74697675040755,0.9132448119898732,-114.8972657022035,-118.8705550367368,-111.29352996274073,-121.62750473101217,-127.24985624847503,-114.98518324290252,-121.28124451208555,0.9036173920572151,-108.36069787554075,-113.14851495088423,-109.0980141331402,-119.83006850902483,-124.33807654947555,-112.0511011607523,-121.52359151580505,0.9011809115139873,-112.65365854073819,-116.76323525886242,-109.94296833423597,-120.76504732543614,-128.28434702545906,-113.76031248279176,-119.82340792299814,0.8867824884373081,-104.71782257698945,-112.48673221871081,-105.71981879890302,-120.42450198062409,-128.37265271038578,-110.20712385868124,-120.4944991044654,0.8584937798809319,-108.05174195059772,-114.92513183921386,-104.47872941651191,-119.05805569873941,-126.10514265234693,-110.29865216925197,-117.91846690986489,0.8746562578603864,-100.24803859190331,-107.59563232205215,-109.88834577470871,-117.25726054201775,-119.88217876283989,-109.34232213578035,-115.0276139736732,0.91208153925939,-109.09943612331297,-116.47116273087647,-106.29972030912583,-122.05836683688358,-130.6417184745071,-112.19950960803855,-121.25439952880632,0.8588336935412613,-107.1652900650468,-113.24726494777447,-104.01686172781064,-117.59872393085543,-120.62839609641595,-109.91869415980278,-120.57994079309853,0.9112174058249675,-108.37203211407298,-113.67716372320042,-103.78236875521327,-118.82745162298785,-123.1987658009542,-109.81196510076411,-119.52298280049445,0.8913398148661777,0.004493151620049066,0.0038575164865397786,0.008350668106588844,0.003984971584940592,0.003886108881173711,0.007871080466114302,23,1
-107.86078107210461,-114.13886588032919,-110.01568293112055,-119.6524069833289,-124.62989095198994,-112.764861065699,-118.63597377518587,0.9047978795804162,-109.2586808921686,-111.04143311896462,-109.83190315751847,-118.16512105436708,-120.65164378350303,-111.61229974908568,-119.27613364455797,0.9250789815127797,-106.70171343130463,-113.34428323905007,-109.60217451993469,-117.9448284608202,-120.58481805408903,-112.17339062329893,-118.05844658935382,0.9302447226232319,-108.34474254750718,-116.26678744061202,-109.74377275503079,-120.744288076741,-125.49129000937491,-113.50635862031149,-120.99346620333242,0.9044959105275906,-111.65915161650929,-117.4455472210745,-110.9445733561486,-121.34310743475456,-127.82163290841278,-114.52882236984387,-120.53404666383821,0.8960050013748961,-103.6394537242171,-112.43239183276516,-109.91078556237622,-118.5322223265,-121.83747579994163,-112.01086013983331,-119.6983890472184,0.919346526217896,-107.42035744230483,-116.2613555873268,-112.2764735673818,-121.19287124915779,-127.36603621907787,-114.6123882560764,-119.39753548228498,0.8998661782874018,-102.4964464181281,-110.12601598715474,-113.11989488547279,-116.31425957344214,-120.95455846329584,-112.16395897865564,-114.52925659046295,0.9273231236894,-111.97098341323999,-119.63410295602928,-114.00410102155114,-122.13000814748602,-127.31372534762181,-116.90992096143512,-121.75264415621106,0.9182821462667926,-108.40224518019522,-114.62735360521727,-112.61509179363644,-118.52709273563202,-120.33178465688493,-114.4413483433803,-117.14963598381145,0.9510483757030557,-111.15499677149305,-117.44370951023444,-114.10915743421208,-120.18951487988998,-125.90021085458497,-116.12657857674046,-118.00331378918708,0.9223700086639801,-105.08003229204863,-112.33224336874768,-106.88427930354814,-121.40340994809064,-128.47145448470013,-110.50181637971046,-120.08379927324478,0.8601273864527649,-108.9022893661658,-113.57823908504567,-106.17637967280132,-120.34093491922525,-127.21330057338061,-110.59431777863472,-116.62174610182842,0.8693612796787743,-102.33245218379386,-109.91015151017093,-112.4913976266189,-116.23659441411218,-121.03645054391697,-111.82965889963211,-114.84819957838404,0.9239337273779004,-110.94510732247561,-117.57687546994657,-108.66593967971282,-123.46407890086876,-132.18515091935316,-114.09452489659627,-120.05056267929679,0.8631417682172631,-108.02039669141914,-111.75197958182078,-104.8138288156547,-118.07088532320006,-122.264605027955,-109.21536171400595,-118.6015972563514,0.8932704742229738,-109.44344786070286,-112.44938457110646,-105.06117374632987,-119.83929428897487,-124.6541175857462,-109.91617076394313,-118.5768073636102,0.8817692739939759,0.005441159999055231,0.006589791985921043,0.012030951984976274,0.0024735668569127226,0.006963998696460466,0.009437565553373188,23,1
-106.57788361357126,-114.6023008589746,-110.9369907891519,-119.44609795272396,-124.04830704056559,-113.23557499894842,-118.40538771802883,0.9128345053666774,-103.55765731970314,-114.1288118567611,-110.74692644022615,-118.44838512209034,-121.03587766864348,-112.89741653826312,-118.57771194680603,0.9327599279887836,-103.6675899604381,-113.7105109273944,-110.56555452493717,-118.48500158921074,-121.23835995831536,-112.77607701229675,-117.89388055150837,0.9302012750013433,-109.28116011704444,-115.59195382980882,-111.86988788775608,-120.95286808667139,-126.31491666985174,-114.49427053077505,-120.78272077776717,0.9064192381175993,-108.44382072772851,-116.80180801925094,-111.84941030442884,-121.81435366583406,-128.45662265709365,-114.91897025634067,-119.93514860782233,0.8946130443045289,-104.06045312753187,-112.5178807393351,-111.71451435275958,-118.15426621259151,-120.74823414092455,-112.87806478898587,-118.04166767245184,0.9348216608886101,-104.85788208367417,-114.61025544774505,-114.73076090058743,-121.24303331868862,-127.64891982307316,-115.26062155746637,-119.64704323311108,0.9029502303444674,-101.93648682611345,-110.36512648450868,-114.93688328207722,-116.71058896845845,-121.64248876395868,-112.88551696299359,-114.64689411451809,0.9280105833911573,-112.14505864989394,-118.90609572654095,-115.0694661176934,-122.64805684108788,-128.03131148022484,-116.95086719747418,-121.51965731940359,0.9134551997113448,-107.66872324110182,-113.26378000586863,-113.96310238197442,-117.42100574105497,-118.54613945950035,-114.01183881036746,-117.05198454279986,0.9617507523247354,-108.03932837709843,-117.23116223727834,-114.04547690329241,-119.38972224837042,-122.46112838519606,-115.97339949043925,-118.05001133400792,0.9470221368992293,-105.72142856166022,-113.62549881751659,-106.04436717656462,-120.6106955636265,-127.32502401962986,-110.25367611512888,-119.61683308357745,0.8659230733632607,-107.77306567867566,-114.17362322291666,-106.3606948838697,-120.21445359976633,-126.37180019299204,-111.08753696074479,-118.24224426380965,0.8790532127507443,-102.15578197147319,-109.89217948818033,-114.54529588613956,-116.51791196070083,-121.19733456588352,-112.47903296759699,-114.67404420015683,0.9280652365044612,-110.92595890562316,-118.9983323487712,-108.23999370763282,-122.75369316566687,-131.42347006967458,-114.07380012323577,-120.71260357306923,0.8679865176498472,-106.63285030939899,-114.54622846948048,-104.88479119681543,-116.6432119033088,-119.01404321389052,-109.7825574340132,-116.40638692007434,0.9224336428661061,-108.3788919599811,-115.27356612223632,-105.42472667967571,-119.13031925645555,-123.3172415801969,-111.0455532370529,-118.68737134757727,0.9004868403972257,-9.153248509497771e-05,0.00036127816583132576,0.00026974568073634804,0.0035486074806298858,0.008313459968770335,0.01186206744940022,23,1
-106.84241615128568,-113.64445090201343,-109.39011405431845,-118.91581268684595,-123.83212134027924,-111.98844769091363,-118.08446097413865,0.9043570156016282,-101.01308315959471,-116.06152421739785,-109.60753738945023,-117.79019331431904,-120.56185173045009,-112.75458880580703,-119.04268011364533,0.9352426757503826,-101.78178507270847,-114.63125159182219,-109.37875897941154,-117.87519125222055,-120.42070264309397,-112.42412074102816,-119.34632451310515,0.9335946251221745,-107.911456234986,-115.05962438864769,-109.98710931527263,-120.54645618358555,-124.79261828142262,-112.95553661028154,-119.16115611705347,0.9051459787112808,-108.66513942182593,-116.59962403821682,-110.18712868481478,-121.65777060768308,-126.81136705707088,-113.40174114563831,-121.36037748683103,0.8942553319735318,-107.09943057899666,-114.52659321462018,-110.22332868612037,-117.29562356587347,-120.65386191765535,-112.47592140147336,-116.02669437973003,0.9322198196874683,-103.38217178029235,-114.79089547222627,-111.01159669115218,-120.40710130988644,-126.91471918661529,-113.24730508755084,-119.37257260397766,0.8923102522177283,-104.64181507937872,-109.33601369212221,-113.872341296575,-116.1647126803399,-120.60810683725458,-111.98101774616296,-114.64810417669136,0.9284700728887754,-109.70320835518774,-117.8914194924405,-113.17417787202197,-123.21292565472831,-127.19596999932537,-115.66972715212594,-123.75103410275759,0.9093820122818312,-108.95946157657228,-114.24644187148006,-112.09605443898275,-117.58693053798629,-119.57229302403518,-113.29805058066182,-116.24294454026057,0.9475276229576682,-108.5220314218428,-115.92096662664044,-111.40658973454487,-116.7853220260172,-119.76312751059058,-113.90170533340321,-115.65626877680575,0.9510582071542091,-106.56422560443116,-111.16608870526785,-106.3899111624791,-120.41448563454846,-128.24931756421304,-109.62503713592417,-117.94294252088322,0.854780666423711,-110.13780848712986,-112.37935774558544,-104.29599382700381,-119.87161203305571,-126.80292595226538,-109.72569424763645,-119.29370697867351,0.8653246242041953,-101.79113430301,-109.6176008609189,-113.78926153468669,-116.17519842983623,-120.34640048193151,-111.95934932909691,-114.78682747366986,0.9303090817901628,-111.57204200351815,-115.12544904352104,-107.27444504622493,-122.38858248705503,-132.25951395300615,-112.17678994290999,-119.97537041088934,0.8481566776569899,-107.29103906027214,-110.29278055825365,-103.77063087237123,-116.73268745361207,-121.34620385240575,-107.86558092672972,-116.11945529624452,0.8889077490872923,-110.44282628082397,-110.66558291305388,-103.77695933798324,-117.74820981878804,-125.01496145313197,-108.35299686818774,-116.62491609499997,0.8667202357920113,0.0009084594608296901,-0.0030848167679957315,-0.002176357307166041,0.004588336210396768,-0.003420236411092161,0.001168099799304607,23,1
-106.95010513184364,-114.29902516203724,-112.31316093004543,-120.30071389337375,-123.61158418044913,-113.74621466646973,-120.3185321515584,0.920190574537271,-97.53988206027526,-109.7584470883747,-112.08876405969511,-119.77178369614495,-120.9803101853701,-111.51492985435338,-120.56639752927379,0.921760984770881,-98.91635164008491,-109.63088800535098,-112.45251722337048,-119.17826585563732,-120.44401542036054,-111.76175467710786,-120.03162383042532,0.9279145525582919,-108.65903362793605,-116.54194470336206,-114.56809901272044,-122.38311373729142,-124.68190690551646,-115.89459017156999,-123.1339902793186,0.9295221179075688,-107.45079302062787,-114.88332455090513,-115.41504418865252,-123.25953568831471,-126.42526509924525,-115.40248737303295,-124.32085894486447,0.9128119073544414,-99.47111441720534,-110.53082463841311,-112.27025143095625,-119.0429761862068,-120.86638298506536,-111.95133566000682,-119.06435433563992,0.9262404722894694,-104.06998753566745,-113.82078213578093,-115.1572837513628,-121.32815849094492,-125.64746605648882,-114.98618606807993,-121.38530054455342,0.9151492638648536,-103.24508704387883,-111.78938624201936,-111.77802676345883,-117.2926560093432,-120.19945261898336,-112.41240243518556,-117.348332176783,0.9352155936310148,-113.92114767876672,-117.68298371872088,-117.96421984732979,-123.14860376292945,-127.52588872038915,-118.21199059310788,-123.26188363938519,0.9269646483491463,-109.58625662769091,-115.11154338184478,-113.98587996911496,-117.9955405079002,-118.64512348001739,-114.81584921810979,-118.05628223280962,0.9677249755439588,-113.04399925233916,-115.74515166066017,-114.09674986370754,-118.72298914360788,-119.10723059284237,-115.09053729983417,-118.13162393225882,0.9662766628607216,-108.81322367560038,-115.71463499610445,-108.02673682925172,-121.51174951316978,-128.98090190632294,-112.48837540747358,-121.00218545697938,0.8721320268730354,-110.54698767632716,-116.51294954528753,-109.22140226322522,-121.2390879234018,-127.12509796331928,-112.93940562575777,-119.33472629340457,0.8884115523619526,-101.1321738176474,-110.47300496679362,-112.09990733295086,-116.9723058480777,-120.91424699960504,-111.93057912006391,-117.01749173589573,0.9257021558462795,-112.80620422359861,-119.44777703903425,-112.3979463837533,-124.4777868306843,-130.96790719202227,-116.51614572659388,-123.07066396381364,0.8896541773074259,-110.91332685821865,-115.24537057431463,-107.3704759436039,-118.01072415505676,-120.32573291303271,-111.7032272057589,-119.15243390880943,0.9283403017914227,-111.08611295363352,-115.89538934562911,-108.11727001757323,-120.47614494526908,-124.94841784860486,-112.3196382274791,-120.21836562071957,0.8989280549640287,0.0036826402324212667,0.00048609530096108827,0.0041687355333823554,0.0035678737103375735,0.0030730532028000013,0.006640926913137574,23,1
-106.91762757927407,-114.50050593690726,-110.22356562118354,-119.88900743216236,-124.28235162845486,-112.54595290262023,-118.74487069351814,0.9055666506784416,-104.2653626290895,-113.37378456556452,-110.4963617238333,-119.8581111649172,-121.80933028560311,-111.97520107546191,-119.61900843944741,0.9192662073826088,-107.01120341080774,-114.85218958331352,-110.79877237448073,-119.10899209493024,-121.32543617812445,-112.5909242769557,-118.5853647161893,0.9280075788201154,-106.96326081169926,-115.83031532303778,-112.2699149267338,-121.44755238325425,-126.53346478266624,-113.97989730032928,-122.65964676380595,0.9007885581581209,-108.17558680157401,-113.80142237096415,-112.2907292697054,-121.86877764489006,-127.38831528826348,-113.4322100602303,-121.41546210584451,0.8904443849779135,-98.14312710854739,-114.09063926869617,-109.78204068818422,-118.87679061446356,-121.88901967517099,-111.71844906874425,-119.19396781249776,0.9165587627701751,-106.09704346639602,-112.3482463236914,-111.44187744876342,-120.83735975622409,-126.15905631714304,-112.41979906685182,-118.08473938109937,0.8910957512574207,-103.90688910158045,-108.9250537016253,-112.03071589419017,-117.32247189679887,-121.23388395289557,-111.0486999925358,-113.56355130967434,0.915987316183674,-110.91722579081657,-117.76825671462619,-115.17960211305953,-122.67138410038211,-127.4863599157966,-116.53951474152979,-121.222498537186,0.9141332046699185,-108.66960875370603,-116.3687857919643,-110.97472199685278,-118.54471520482528,-121.04775821002657,-113.3771165913142,-117.69926554363919,0.9366312789915262,-108.56823013643748,-115.26402976739597,-112.15963532940174,-118.74345871812831,-120.4502198041908,-113.82118908188437,-117.89534005721737,0.9449645610187938,-106.92441652001531,-115.55275395826509,-106.37501339325243,-120.70819795003911,-128.9613758377929,-111.00680688871033,-119.68022003521676,0.8607756094998106,-109.26677747973073,-116.4912954375617,-106.41556796688829,-120.001618397206,-126.98456991484717,-111.56329938368799,-118.0122797395315,0.878557918166748,-103.810024684348,-108.6342285604157,-111.79332253489466,-117.02783663470986,-120.89999669062233,-110.76108203734438,-113.54977324579805,0.9161380071893387,-110.46871480215479,-117.90309249951669,-110.6126849779092,-123.03639068802316,-130.73832646877221,-114.71881452410146,-121.03106782958852,0.8774688924253813,-107.88260749621404,-115.27067094756553,-105.43780005714945,-118.48716520890855,-120.6907258727433,-110.78979333766857,-118.80057475579326,0.9179644296321964,-109.61196227526762,-115.53333017631253,-105.51828924363755,-119.68329645689704,-124.9197868606191,-110.99244901457354,-118.90517082376083,0.8885097533700952,9.268918445648277e-05,0.005310313242422121,0.005403002426878604,0.0017311836882756223,0.0008375618136264978,0.00256874550190212,23,1
-107.63807984035004,-114.60639444064027,-107.56756621059709,-118.60133403260902,-124.10841751294905,-111.39502262408976,-117.49944937843638,0.897562186807089,-106.31749318615974,-115.00218050467807,-107.9849297776095,-117.82062594659271,-122.80192923603994,-111.55433863053707,-117.33085863208387,0.9084086815616418,-106.72878706311957,-116.00754110935397,-107.94238091656473,-117.7421298902101,-122.26463069689551,-111.77862818004706,-117.64282049925077,0.9142351924912435,-108.97236612342743,-117.09032764789806,-109.4079194540796,-120.04262484007212,-125.38626209887872,-113.42404920859508,-119.9852427325034,0.9045971010695707,-108.12642341708707,-116.79067230370651,-109.37582331103161,-120.12819842471816,-127.73176713310055,-113.37973172657172,-118.68027961476713,0.8876392636800088,-106.84816530730374,-112.61802549070802,-108.41472797570921,-117.32648674266318,-122.16434190143397,-110.97387337634119,-117.42689425233704,0.9083982416561324,-104.61190792749917,-114.2374800476944,-110.13064964320174,-120.44267087490954,-127.07533618802336,-112.60327197267952,-119.43493525180696,0.8861142952718168,-102.6319317082903,-109.87563894029914,-109.41058153425733,-116.95730318947575,-121.98833516860691,-109.97723955182015,-115.305051654099,0.9015389823938038,-111.84238974941394,-117.70483227456624,-111.04332519657967,-121.40829832473048,-128.30817212159025,-114.57008543369972,-120.29388383570625,0.8929289813678295,-109.23171030310958,-114.85452770358506,-109.027203895469,-117.84116092400741,-118.8166359810606,-112.64853997503121,-118.29868294024446,0.948087269471149,-109.02385952349324,-117.01448400560832,-108.30402926362734,-117.30134347907315,-117.341541837131,-112.84895092686095,-115.55624787230256,0.9617135513993353,-106.36314579177329,-112.80352884949043,-105.00563010633897,-119.21681629907225,-128.3438839914547,-109.22304265239325,-118.01877712754984,0.851018679313659,-109.78824109409246,-115.10678485777139,-102.71119180997977,-118.47369214053792,-127.55161850094424,-109.2542837049604,-116.06845641822721,0.856549567845363,-100.94907099560169,-109.23577310341385,-109.60397502410896,-116.79587422850028,-122.16767069777279,-109.82189927612748,-115.33680579259371,0.898944038540383,-109.60127444766866,-116.70875195662018,-106.65661701361701,-121.63957961690272,-129.3143614884987,-112.25003536563395,-118.46843989425133,0.8680399769488677,-109.3061815237829,-113.69333461888357,-103.22909943673758,-116.63622523647484,-120.26870637835455,-108.86863177049919,-115.41461242750741,0.9052116302640544,-111.86632928377779,-114.95842763596754,-102.83297501064143,-117.84831436380364,-124.20948678739872,-109.1437602336384,-116.7292011097512,0.8787071185669793,-0.0001467025960994406,-0.0033275227924200916,-0.003474225388519532,0.0003563029991852772,-0.0022957033918840305,-0.0019394003926987533,23,1
-107.32211392319863,-114.58504135522413,-107.37766747226564,-118.74745460964685,-123.9284493346581,-111.54907165911331,-118.09079830624981,0.9001086696234265,-109.0018080987966,-113.90632716455832,-107.57225699403529,-117.47230676920508,-120.7395342663228,-111.64630187883202,-117.9882861384668,0.9246872000729002,-110.10410663564343,-115.70838465494997,-107.59131232688591,-117.42997407951228,-120.47812713307287,-112.21227868346611,-117.99006550049064,0.931391293620652,-110.51631594227194,-117.5885982809384,-109.71406419151566,-119.66044098217823,-125.48809182060043,-113.97440866949705,-119.40943360369911,0.908248798877558,-108.19823650438144,-117.51227332207287,-108.90290787514218,-120.7714123181014,-127.13738822130918,-113.6787708485352,-120.70419293904546,0.8941411526454637,-104.60327430158478,-113.94225022494307,-108.1746714650144,-117.3543308853176,-120.76544859648268,-111.5998414214335,-117.14271469708737,0.9241040605440508,-105.41555433993281,-115.61366290087109,-109.72683749208167,-120.66579929713455,-126.57475165261756,-113.18718121550125,-119.73535899698335,0.8942319043701679,-104.05314434752111,-110.45212670314748,-110.885094788664,-117.5284015922467,-120.30976692560051,-111.45016389135247,-115.94102287715165,0.9263600681752895,-113.2586643301587,-120.37237507011508,-110.13259397429307,-122.08222372824262,-127.51222573264036,-115.50827929844588,-121.62522619601583,0.9058604273807941,-108.4191389924116,-113.85593054793019,-109.44872449389825,-118.3706334856565,-123.42237607815383,-112.29661994148888,-116.43072410762521,0.9098562473824044,-110.18945966149303,-118.38376891745969,-108.93772783948168,-118.24875798293012,-120.2496809410108,-113.31083120961722,-119.49754828839608,0.9422963148251722,-102.6799858008877,-111.66181076317531,-102.85642949302826,-118.31099859337093,-128.12025314822054,-107.92869213793985,-115.3312892940851,0.8424014898962043,-106.81173369669628,-115.35075301260567,-103.03834632050577,-118.89664394872449,-126.1394991753432,-109.46191440354295,-117.87527868820901,0.867784596570998,-104.78379951703255,-110.00860588382265,-110.68716519223298,-117.76001385329793,-120.2574047576825,-111.24444237856669,-115.83285396584003,0.9250527450074544,-107.5167526438461,-115.30167074568048,-106.68262510739861,-121.62336947264727,-131.03001191932782,-112.05067810067857,-120.88395749787637,0.8551527734704444,-105.55761059244465,-111.72283654491413,-101.5510320418193,-116.04282068157329,-120.41397308019825,-107.26293156746598,-115.21982928854538,0.8907847554870282,-106.04423736607515,-111.97928694640188,-102.14088996025293,-117.7411460842107,-124.21665590594638,-107.97181089944938,-117.84499082047965,0.8692216845799071,-0.00371039955729584,-0.002339873416856949,-0.006050272974152789,0.004620732738501399,-0.0005150698003657175,0.0041056629381356815,23,1
-108.9621251992279,-114.07504406646605,-107.74256719140197,-118.69055953524665,-124.50675261739637,-111.25803381380675,-117.60655080464545,0.8935903593574371,-109.49028886875844,-113.86804024337393,-107.58999534972068,-117.29945728989036,-121.36931292834376,-110.99451323128636,-118.26159869766774,0.914518757281071,-109.65909629317824,-116.66744898412553,-107.71829142648984,-117.4924553269789,-120.90589294504028,-111.92724310222822,-118.97468670472189,0.9257385258558617,-112.12884695697586,-117.2289370000248,-109.28857674605862,-119.05898543320517,-125.72540617728792,-113.45351771189712,-118.95219489907281,0.902391339678108,-110.89134753569036,-116.96971576839324,-109.514240290535,-120.21658992859939,-126.79050694687143,-113.18385093135092,-118.80696939662715,0.8926839528986026,-104.7871541149429,-114.05034770715669,-107.94269812904051,-117.50651560246084,-121.77711342004505,-111.22648828768355,-118.30075185797148,0.913361182277582,-103.97640455322161,-115.1478491810319,-110.2411309004949,-119.98748974838179,-125.57548796998934,-112.94251832497608,-118.16631479400719,0.8993993983281805,-104.80389133430111,-109.6217594912144,-111.99770546219999,-116.95427991422264,-120.06531403024884,-111.38035299943068,-114.49015767724524,0.9276646956619786,-113.4905462206479,-117.32863971944265,-110.83423397385604,-121.27828904926844,-128.21247506750836,-114.18597741792695,-120.22180266760716,0.890599587581505,-111.01070748570265,-115.34536412193093,-108.81925388404164,-119.03879936962157,-126.06010737128092,-112.25663654419442,-118.3669467759493,0.8905008799775843,-109.78471834221111,-115.64911821089409,-110.48237859033952,-118.26318811872365,-121.00905682003115,-113.14674463514464,-116.22309129777219,0.935027076555273,-106.31353183541,-111.61702667405247,-102.14684378816176,-118.78991025561174,-128.54283108098153,-107.45841574488166,-116.8896856579053,0.8359736193859247,-110.14933619010465,-113.50538484338905,-103.35989191779967,-118.71133524041468,-127.16379043068979,-109.06313865358403,-115.47139636321182,0.8576587587095286,-103.78741650532527,-108.86724729951969,-111.55550546052731,-117.02464927571096,-119.88050772421667,-110.89430506146488,-114.68313667805674,0.9250403353026797,-113.25756928618584,-115.59941150079504,-107.46255276668109,-121.90068267825197,-132.02023590847324,-112.33390551557218,-119.08070001385967,0.8508839932194247,-109.73514529782112,-110.72690927627816,-101.9097475220126,-116.8015557730997,-121.95453776616448,-107.05770120259842,-117.58911635877175,0.8778492638615117,-110.12800236716927,-113.00750504183422,-103.01802885447228,-118.72476955950454,-125.05546529116904,-108.62323165668765,-117.22626303387999,0.8686004358448317,0.0010313557546136843,0.0075837315369376695,0.008615087291551353,0.004837955122012893,-0.0032684566155857307,0.0015694985064271627,23,1
