mean_Delta,mean_Theta,mean_Alpha,mean_Beta,mean_Gamma,mean_Slow,mean_Low_beta,mean_Relative_gamma,Fp1_Delta,Fp1_Theta,Fp1_Alpha,Fp1_Beta,Fp1_Gamma,Fp1_Slow,Fp1_Low_beta,Fp1_Relative_gamma,Fp2_Delta,Fp2_Theta,Fp2_Alpha,Fp2_Beta,Fp2_Gamma,Fp2_Slow,Fp2_Low_beta,Fp2_Relative_gamma,F3_Delta,F3_Theta,F3_Alpha,F3_Beta,F3_Gamma,F3_Slow,F3_Low_beta,F3_Relative_gamma,F4_Delta,F4_Theta,F4_Alpha,F4_Beta,F4_Gamma,F4_Slow,F4_Low_beta,F4_Relative_gamma,F7_Delta,F7_Theta,F7_Alpha,F7_Beta,F7_Gamma,F7_Slow,F7_Low_beta,F7_Relative_gamma,F8_Delta,F8_Theta,F8_Alpha,F8_Beta,F8_Gamma,F8_Slow,F8_Low_beta,F8_Relative_gamma,C3_Delta,C3_Theta,C3_Alpha,C3_Beta,C3_Gamma,C3_Slow,C3_Low_beta,C3_Relative_gamma,C4_Delta,C4_Theta,C4_Alpha,C4_Beta,C4_Gamma,C4_Slow,C4_Low_beta,C4_Relative_gamma,T3_Delta,T3_Theta,T3_Alpha,T3_Beta,T3_Gamma,T3_Slow,T3_Low_beta,T3_Relative_gamma,T4_Delta,T4_Theta,T4_Alpha,T4_Beta,T4_Gamma,T4_Slow,T4_Low_beta,T4_Relative_gamma,T5_Delta,T5_Theta,T5_Alpha,T5_Beta,T5_Gamma,T5_Slow,T5_Low_beta,T5_Relative_gamma,T6_Delta,T6_Theta,T6_Alpha,T6_Beta,T6_Gamma,T6_Slow,T6_Low_beta,T6_Relative_gamma,P3_Delta,P3_Theta,P3_Alpha,P3_Beta,P3_Gamma,P3_Slow,P3_Low_beta,P3_Relative_gamma,P4_Delta,P4_Theta,P4_Alpha,P4_Beta,P4_Gamma,P4_Slow,P4_Low_beta,P4_Relative_gamma,O1_Delta,O1_Theta,O1_Alpha,O1_Beta,O1_Gamma,O1_Slow,O1_Low_beta,O1_Relative_gamma,O2_Delta,O2_Theta,O2_Alpha,O2_Beta,O2_Gamma,O2_Slow,O2_Low_beta,O2_Relative_gamma,alpha_frontal,alpha_temporal,alpha_asymmetry,beta_frontal,beta_temporal,beat_asymmetry,participant_id,label
-106.64311575049885,-113.6557915029761,-115.85707687026292,-124.59822538709399,-130.1820974047244,-115.59658574811351,-121.55329865499353,0.8879606954613287,-108.41323089591157,-114.1901174737979,-118.39853966273357,-125.26521919614251,-129.2603588584215,-117.3095985697356,-122.88959063512563,0.9075450478845138,-109.06160454817328,-115.2279800163974,-119.0942882776884,-125.38094778713976,-130.00851646037393,-117.76593919649606,-124.23364186645199,0.9058324977686416,-104.99289007906044,-113.4959635315895,-117.81021521403454,-123.56473383746312,-129.25641259304575,-116.87051897690978,-121.1199162351984,0.9041757900620989,-102.9843864593297,-112.8544381566574,-118.58800410974139,-123.16893445089711,-129.68391222462307,-116.07978701055724,-120.80370105731637,0.8950978191458137,-99.25829309205378,-110.61087582453574,-114.94938040781923,-120.73946579385408,-125.06854120953689,-113.55328251386199,-117.11620535084143,0.9079284160164425,-104.51304596859907,-111.55426700652947,-116.97914280728833,-122.937210113531,-127.73171549764503,-115.24564127006293,-119.95837381143438,0.9022476588611049,-108.68314391632728,-118.4556548403679,-120.78775753676743,-128.075446942411,-132.4565399706989,-120.27102439687444,-125.77538439791428,0.9080036699092392,-100.9598706378842,-107.9380916400276,-115.06976362530679,-122.4277072578037,-127.47693359826424,-112.59942623514115,-118.2544719990551,0.8832925538512822,-99.86087430440168,-108.32200731557855,-113.09872632840197,-120.8626924039358,-126.90098303837279,-111.71704173763754,-117.74988211201614,0.880348119161978,-100.32712476381586,-110.41159519682542,-114.736021747052,-122.80486386155938,-130.57548329879197,-113.32430464759301,-120.46055944335416,0.8678834784649152,-117.867675100924,-117.25945691180065,-113.6463797541083,-126.69921787713199,-133.41298717116376,-116.41659862475151,-122.52017824749402,0.8726031932363036,-105.40016879976466,-113.48042586771778,-111.18084337427425,-124.23048420866198,-130.15285215823027,-113.15366588987614,-121.57032462288971,0.8693905973901535,-109.4856409543618,-117.47757947810724,-118.24138244553643,-127.96559810735783,-134.0294533059294,-118.61609683560641,-123.50946387777404,0.8850002287546367,-112.15027287878951,-115.68697524850758,-117.08716070415345,-126.89958720924709,-132.63670727748132,-117.02122161972085,-124.26722180519585,0.8822687476318886,-111.68007284931579,-114.65347098386071,-111.25484466202678,-125.99785136269469,-131.55494770711937,-114.06245001058622,-121.58949834631947,0.8670327646248875,-110.65155675926928,-116.87376455531675,-112.79077926727362,-126.55164578367291,-132.70721410589283,-115.53877443440541,-123.03436467151553,0.8706291908306659,0.0032901639358017855,0.007186328830349459,0.010476492766151244,-0.0016041563735980958,0.00797057879756235,0.006366422423964254,24,1
-106.25281633468425,-113.08416718765766,-116.8440058405317,-124.11466860769548,-130.12785891201557,-115.7289412594185,-122.19181281910575,0.8893479246259425,-107.75446797154422,-114.59308101061244,-117.43946187604328,-124.18667329993046,-129.42562399220364,-116.20153694587277,-122.8766655235732,0.8978248152226219,-109.58692277146088,-114.25784939860098,-118.01780779972873,-123.95222925171201,-130.06931018879075,-116.37275732912349,-122.00156452677146,0.8946980433755878,-108.14576209746949,-115.28489406128051,-118.66166625973307,-124.45408389817439,-131.2778518393613,-117.19451155107059,-124.11225104438431,0.8927211247673077,-102.59390546269951,-111.40301679842867,-116.40250090674081,-123.16746994140179,-128.81075382726428,-114.73620462131771,-120.1874290455466,0.8907346724729164,-100.01659604810942,-111.91974002176896,-113.62408976050642,-120.67477224467666,-125.68925301952991,-113.38074864677125,-118.35306716113271,0.9020719426915034,-102.97158435967302,-111.6294347287777,-114.71097136496863,-121.9780425691135,-127.66267319135649,-114.28061061421937,-119.83838507501417,0.895176387564136,-111.30851009141898,-116.68851480864237,-120.61117320796934,-126.78047728719676,-131.9290360854801,-119.16269188878992,-125.04899185789864,0.9032332489080073,-97.54110313415374,-107.87432538559777,-114.54778337940974,-120.83624202050156,-129.44615500500962,-112.18554010394334,-117.69104049923337,0.8666579559632476,-100.61251948072763,-107.71754839892806,-113.8429691923463,-119.56644694050826,-127.11031290707737,-111.94555095045818,-118.80331329479661,0.8806960536104949,-101.21846623755395,-111.64661958574978,-114.42115186244895,-123.13910935381519,-129.06559381310805,-113.58638407086312,-119.49538123397862,0.8800671094059396,-114.43813922226937,-115.23782112642995,-116.4229804620139,-126.84850641818784,-132.48306592070603,-116.4713692562575,-125.37410425032847,0.879141560069029,-105.38633048241607,-111.7279927065614,-115.58248633461154,-123.64303463226666,-129.81784552817797,-115.07745141707761,-120.69596167922771,0.8864532526238788,-110.30867953896504,-117.23210504635972,-121.21115124009546,-128.89379236180758,-133.61278456243596,-120.00251658442365,-128.05788118274714,0.898136484299881,-109.87476343402128,-116.14335285913592,-120.56477077016568,-127.01360500936565,-133.9646143762462,-119.4197369609924,-125.45505876054798,0.8914274677460438,-110.26042275377124,-113.20107637010535,-116.42601658372735,-124.78171981832811,-130.65305657716502,-115.53052165888838,-122.38023251967218,0.8842542584578179,-108.02688826869417,-112.78930269554274,-117.01711244799773,-125.91849267614128,-131.02781175833633,-116.11492755062685,-124.69767745083894,0.886185352501999,-0.009610845328851422,0.0025329546642323827,-0.0070778906646190385,-0.005195888390257588,0.014720150901590583,0.009524262511332995,24,1
-106.54253678403185,-112.5133012297981,-111.2667331031625,-121.1952753450447,-129.8217117395599,-112.18795293600905,-117.29750515806343,0.8641694169082705,-108.03095954843738,-112.20091796297497,-110.47047295170115,-119.95571017300355,-129.7571663246666,-111.37526363467097,-116.4075525573854,0.8583361273164513,-108.03549773566172,-112.15014260475482,-111.11307220906082,-119.9399198314754,-130.44720197338836,-111.7219415335116,-116.76743285462817,0.8564533377749507,-104.2045794331,-113.53667935261701,-112.05081956401938,-119.85657566208727,-130.15453535914233,-112.8119438646527,-115.934089056172,0.8667538442157602,-103.1723606723087,-111.72718686840915,-111.36581325023226,-119.3692385844451,-128.59814196243858,-111.67522903232401,-115.49639126468117,0.8684046855431437,-101.9629652355413,-109.60240151214295,-110.53234593422255,-118.40559772021345,-126.42469791614002,-110.59037534533314,-114.95740100364691,0.8747529333128398,-103.80510935511751,-109.53427587946722,-110.5828671775156,-119.60685378238146,-128.13631921210387,-110.6230240237902,-117.5425963575833,0.8633229415672231,-111.37262661354433,-115.60750630093078,-115.62574603373348,-124.54756820812278,-132.52780678056646,-115.90512131255635,-119.9907152730945,0.8745720926663096,-103.13985564240397,-109.35977316908118,-112.69103182824853,-120.87967137196041,-128.2244126288319,-111.64742475047957,-116.27098547851645,0.8707189408124851,-97.86938966812824,-108.8226126206605,-110.61985991584041,-118.97897649879594,-127.27453367232806,-110.04614247582244,-114.87134686872186,0.8646359904106141,-100.97507260055241,-109.61899117693842,-113.26124484976125,-120.80750335873721,-127.7088732027383,-111.79563151220309,-117.79842220118391,0.875394392797806,-113.76850001896705,-113.686256807762,-110.56706689515002,-122.3164531624733,-131.9489791496572,-112.42173637620216,-118.21562563813302,0.8520091409626812,-102.18455203693433,-112.72510904634652,-108.44438082068038,-120.80339949762298,-129.23448780832558,-111.08096850816946,-117.09282173666537,0.8595303807209685,-110.3915526156426,-116.74380012398052,-114.8951525182849,-124.56095852999437,-133.49121540771893,-116.1495542931664,-120.39350885578449,0.8700913684725522,-111.52338069138621,-117.01392328277036,-113.74806941183695,-124.96325873585086,-131.72021075139085,-115.59317294648827,-120.67298457534466,0.8775659580795782,-111.72582841322583,-113.29974389991214,-106.68473863388006,-121.68216218320894,-130.26474443490036,-110.28300889203697,-117.93569778060514,0.8466067267122361,-112.51835826355824,-114.58349906802088,-107.61504765643224,-122.45055822034226,-131.2340612486209,-111.2867084747376,-116.41251102686864,0.8480017109575436,-0.003066048866454033,0.011798159280508803,0.00873211041405477,-0.0020371425181562766,0.007625646204188263,0.005588503686031986,24,1
-106.57950437472229,-111.85015426914259,-117.58838854018347,-123.51265812972852,-130.02919424883046,-115.55511549485944,-120.71073395716184,0.8886859305897666,-107.04189087307168,-112.29359300628602,-117.90898249829516,-122.58854094100718,-130.20196084499418,-115.85173379039257,-120.69129889599832,0.8897848622135146,-109.43069191366173,-112.68935499983498,-119.09304077627023,-123.23529503362715,-130.81423667055395,-116.60862335776726,-120.46864654248164,0.891406213311763,-106.60936512562745,-112.94834036900903,-119.15088634305476,-123.5990474910116,-131.42160469526627,-116.86179172049277,-122.16319749609917,0.889212941749311,-104.53020020728314,-111.32446556766456,-115.3243780720577,-122.46530820763498,-127.61169267969356,-113.97185139032692,-119.2925634975785,0.8931144865886016,-101.44266488242718,-111.77774409351866,-113.93366396190291,-119.9744250638862,-125.77114472672812,-113.16812916645341,-117.09588166285641,0.8997940617646585,-105.60513371510386,-112.94924630413361,-117.9294509207416,-121.30527820821796,-127.45860183329907,-116.24771466706642,-117.81069832608316,0.9120429142876118,-108.7775151271604,-114.89631578812892,-120.8687466064641,-127.17448663176059,-132.41796826812384,-118.98080501842593,-123.76594449631114,0.8985246230142275,-98.72398839280723,-108.70007793786799,-113.72701833089258,-122.02461422887055,-128.13638629556132,-111.88507257411003,-117.87572607080382,0.8731717493268011,-99.36353003877171,-107.2405702467215,-114.34233821308354,-119.22264445145838,-126.6814824594235,-111.90241712723476,-116.59626828887403,0.8833368141478567,-105.49181507840046,-110.05681287623027,-116.02575340263569,-122.18453720991535,-128.55829694081334,-113.91325357715874,-119.48246151892322,0.8860824722157218,-112.53105166056807,-112.66607416749495,-119.24047231838982,-125.85308315673832,-134.01440868523503,-116.90346065539067,-122.68045009483896,0.8723200870882958,-106.25856625799479,-110.85450387631563,-116.14986729671165,-123.08479931843586,-128.52067586888657,-114.31709656432167,-119.76883051744483,0.8894840911118844,-110.3499509923048,-114.01225016587028,-122.03134253607813,-127.69940148659762,-133.00203504020635,-119.34613469561893,-125.93221109687013,0.8973256285856133,-110.64233292420691,-115.30317139285363,-119.44759637956997,-126.87015853212792,-133.25156690633997,-117.87220822744293,-124.56882099858728,0.8845840312729162,-109.83707591882066,-110.68482975508927,-118.101452774551,-124.27105734194505,-130.61662545860048,-115.5356501113647,-121.5811175329557,0.8845401548670712,-108.63629688734649,-111.20511775926214,-118.13922621223682,-124.64985277242161,-131.98842060756166,-115.5159052741834,-121.59762627788338,0.8751972691426042,-0.016319453911448237,0.007307501563021508,-0.009011952348426729,-0.004607490914958485,0.01226928187501758,0.007661790960059094,24,1
-106.73036169311558,-113.4802423260325,-110.89481587326593,-120.64934764267834,-129.41844225246305,-112.431109851042,-116.36648320458386,0.86874102248671,-106.61759915731218,-113.85682501304557,-110.64100552764943,-119.6471127573377,-129.4879130441889,-112.54719273039858,-114.61451467689906,0.8691714159605836,-107.96206140812717,-114.11291185284546,-110.84739959303647,-119.97805938032671,-129.65043082206515,-112.73620661520847,-114.50854608828347,0.8695397763076461,-110.78624622656547,-113.75444585623882,-111.7497077392969,-120.02724274886444,-129.9619689077843,-112.88501832787014,-114.72084616210282,0.8686004011524998,-104.21280981313288,-112.76851930968589,-111.15967445962184,-119.18830720518176,-128.33538668812025,-112.2226738973415,-113.35017965772309,0.8744484026846332,-103.34654418070019,-110.62199425759074,-110.68874013413452,-118.27644441890504,-127.84438923828348,-111.0846717461351,-114.0131189726607,0.868905334117474,-103.25162527123925,-110.80267844253342,-111.55918113282627,-119.33780610945314,-127.30603038655237,-111.4472651861036,-114.25213477984884,0.8754280127006148,-107.62039409102566,-118.28799716908871,-115.96294937809081,-122.84002258664498,-131.7057452698254,-116.69524406804693,-118.75939473388831,0.8860300196394131,-97.02899084294276,-107.49524113225038,-112.4685177897303,-120.09749405644936,-127.78414837934868,-110.96645845568368,-116.16269721481453,0.8683898579208834,-99.51187764438951,-109.08492766936405,-110.70425455817902,-118.94430836153968,-125.95113270070516,-110.25521077273454,-113.53919633783846,0.8753808592951007,-102.92024525380049,-110.75882796931255,-111.55385804971135,-119.3812213383955,-126.712944095011,-111.7430362837107,-115.6901069980988,0.8818596796229778,-114.0895091642888,-116.3808080071277,-109.68147605359647,-121.397127115063,-131.44387497938507,-112.95389313722416,-117.52048655518313,0.8593317349700715,-106.51069106207474,-111.42872960001368,-106.76884975428507,-120.4279163836044,-128.98465838813993,-109.50937358944397,-117.07890437374704,0.8490108432888891,-111.20761038772127,-116.9768988588683,-114.89443284925558,-123.83191201550642,-134.10372133706025,-116.06350134883668,-120.519502317371,0.8654756198533764,-109.33418773625519,-117.61147977713624,-112.73075485934866,-124.59587854086794,-132.19057018217538,-115.26883215186662,-120.94735246587994,0.8719898249399449,-112.50586538489063,-117.13042914769841,-106.38290131010626,-120.71677041012454,-128.1462425524066,-111.83330353876092,-117.94996461304245,0.8727006060519149,-110.77952946538318,-114.61116315371999,-106.52335078338577,-121.70193885458875,-131.085919068357,-110.68587576730629,-118.23678532595997,0.8443765474885769,-0.0026469647614407,0.003822598336517023,0.001175633575076323,-0.0035070276319572103,0.0018332613270845117,-0.0016737663048726986,24,1
-107.1840539551991,-113.2907368646712,-117.14625195748218,-124.32849592504633,-130.23571126220057,-115.7914825683518,-122.17421529658233,0.8890916434988516,-108.29157491817423,-114.80032889157629,-118.02422368512032,-124.33755150853258,-130.0260679056193,-116.68946491860126,-122.22226336379731,0.8974313135678413,-109.16391893422278,-114.45989775850383,-118.78491793328462,-124.52696082666029,-130.70154160617778,-116.88757592866111,-124.04766329222163,0.8943090838274876,-109.75930276755548,-117.87114954744607,-120.52961084563492,-125.09765954380725,-131.60477769082883,-119.28845674468276,-125.3922835765437,0.9064143326537882,-103.34521978658358,-110.88600948068256,-116.9446810708858,-122.42544958147715,-128.24763559469173,-114.68384926631981,-122.38497431326131,0.8942375329925121,-102.94688387339988,-109.51212116163127,-114.70238087753611,-121.59606851342112,-126.3234742466355,-112.86204356264118,-118.64288911310543,0.8934368234860921,-104.5906457261699,-111.93387308315653,-115.72655375296492,-123.39476979363023,-128.0644852959461,-114.21053125582866,-120.78403658197372,0.8918204839686652,-110.17549646657062,-116.97549032764486,-119.77757795136515,-127.50639782080142,-133.151448672726,-118.71299408809462,-124.8364068164835,0.8915636688255659,-94.17078548114844,-106.46213651113156,-112.99722233279874,-119.55205843163513,-127.42996877093518,-110.4901901204541,-114.27818348244809,0.8670659750303197,-102.67203723467281,-108.93012338575693,-113.58096786572116,-120.83078610560864,-126.36114829358714,-112.21838521528255,-118.65425600998275,0.8880766495929165,-99.45303602198611,-110.8043475660888,-114.58492329571556,-122.6833695433638,-127.67551393251549,-113.17679478457323,-122.07241100975219,0.8864408789017624,-115.9909483766358,-116.0033166826326,-116.44948522706007,-126.5148210426859,-133.489941706304,-116.42279191472117,-123.25893113342147,0.8721465484707989,-105.8705077874288,-111.7565833524733,-117.84383622773957,-123.72190790484522,-129.23510677566716,-115.89931808909553,-122.10839524362363,0.8968098605766577,-111.61063800924508,-117.12679642826198,-120.29495716127799,-129.12528067639644,-133.9484026696,-119.37228845923515,-125.17841129675341,0.8911811270618986,-114.5247498464002,-118.28292312273305,-121.0407157961915,-128.13610889277638,-133.1938693043059,-120.2332156293842,-124.71586486142446,0.9026933165721712,-112.98970533628182,-113.74288844847365,-116.12583490616234,-124.45127743776796,-132.1705758607184,-115.68512392326534,-123.07341029194923,0.8752713920621374,-109.38941271670971,-113.10380408654605,-116.9321423902561,-125.35546717733199,-132.14742186895043,-115.8306971927882,-123.13706435857554,0.8765263487898886,-0.015096075224889283,0.0044001117997258055,-0.010695963425163477,-0.01079579992257432,0.00760770326808299,-0.0031880966544913306,24,1
-105.38932782337838,-113.06498695622047,-115.04582986322943,-123.34731894272736,-130.4122697981246,-114.44844021214645,-119.01500012193371,0.8775895120091858,-105.34160866445028,-113.78066580297754,-113.26305206258583,-124.05151172630315,-131.1073463927582,-113.79195961917463,-119.36895769419138,0.8679296984494533,-105.13287642098848,-112.93597095822354,-113.77019027236845,-123.76348365571891,-131.93388979260777,-113.56253467558808,-119.22005710243458,0.8607533277014847,-105.82798134600088,-114.96795757578661,-114.54398117936712,-124.47816267299389,-131.2380901914209,-115.0982810974613,-119.20847967841723,0.8770188664707141,-103.9473960151584,-110.5438744878905,-112.52905626179653,-121.13447335771613,-128.83020039485763,-112.03748453710539,-116.02389589190881,0.8696523345746302,-100.16828032226599,-109.01584620202443,-113.4122597853831,-120.97955718501538,-126.68359929248119,-112.41260969283678,-115.97152543624023,0.8873493516181505,-101.50774242397378,-111.3622076859517,-113.3503451024045,-121.46851000922237,-129.66012461443228,-112.60030347674665,-119.139486868474,0.868426617756106,-106.14923126643059,-118.32513007429867,-118.7107433807634,-126.73066101253822,-132.54133713254336,-118.41649188276226,-122.85294986346844,0.8934306416747853,-96.32171299979842,-106.50005009007664,-111.43392498009536,-120.31630916178435,-127.06343508169402,-110.17636284413409,-117.80074818074186,0.8670973106724009,-100.77452381949945,-107.29347902645054,-113.3338481604743,-120.05401010969506,-126.46578327443876,-111.35746762435225,-115.14959565364785,0.8805343606871077,-101.0588254088471,-109.87132400606502,-115.40149212532594,-121.18292611009362,-128.81947078162202,-113.00391353937158,-116.20743525506683,0.8772269661854041,-113.60764142333745,-115.09185580058136,-114.89620662796783,-125.98902328782503,-132.6925421825341,-114.98882755624088,-121.67758953678529,0.8665809371415938,-104.45310780727253,-111.3646464750296,-114.7706983470038,-122.4197103982827,-129.63214333618623,-113.35390349296739,-116.96426914284172,0.8744274419577938,-110.81509646099164,-119.37378866434828,-118.83362273976218,-127.01076716195033,-134.42880460451744,-118.87601208076497,-123.85538750060907,0.8843046133638696,-110.96833939129164,-119.31026505483004,-119.75877272952349,-125.52629367090285,-133.04954649539042,-119.5803842074091,-121.10070181785588,0.8987658158726007,-110.80847524806532,-115.0232597752897,-116.28307037647892,-124.31956030652033,-129.67677880122454,-115.91373636795804,-120.03201519000909,0.8938665614576745,-109.34640615568208,-114.27946961970315,-116.44201368036997,-124.13214325707519,-132.7732244012855,-116.00477069947017,-119.66690713824721,0.8737060595053759,-0.008873466177562708,0.009039460025145921,0.00016599384758321338,-0.013613669757852692,0.004679697968680952,-0.00893397178917174,24,1
-105.35924352589196,-110.07210139489479,-113.518672469199,-120.75313145578703,-129.30841228134722,-112.40713584562228,-115.78934657911947,0.8692948421719741,-106.31618668010556,-109.1416647985816,-112.10063071951942,-118.95935887741693,-128.09204502916853,-111.23975264671994,-113.281623537754,0.8684360736171316,-107.19319784515062,-110.45400010041514,-112.24663384966391,-118.63133923857833,-129.3350400126084,-111.64739836858081,-112.70870154414057,0.8632416888547505,-109.28161342037387,-109.41797547255788,-113.33097434328442,-119.69531321904158,-129.39183759074533,-112.19643438489221,-114.24291055436441,0.8671059664502129,-105.20152174952713,-109.55488037571412,-111.83761123698288,-119.50515358558798,-128.50149646441514,-110.95599488956012,-114.31935045676276,0.8634607218001251,-101.09108428781327,-106.43604503333965,-112.74324996892825,-118.83313806006065,-124.56128152324618,-110.4514736992744,-113.32842923585761,0.8867239670993707,-104.57673068622461,-109.7692931736605,-111.76423693637123,-118.98540999615574,-127.2950357296673,-110.98101308603808,-113.46631480777738,0.8718408573428202,-108.38065094509766,-112.87885209420506,-116.75235080898612,-123.5868313381934,-131.5116071874602,-116.341883799097,-118.552821457857,0.8846510683521654,-97.26103479310225,-107.77928038940335,-110.64378553872506,-119.18500399776963,-127.50110386394138,-110.00402007435595,-115.42004103816261,0.862769158388959,-102.43443242173576,-105.71965717641883,-112.4249452318309,-118.50647414932126,-126.52699814792997,-110.09846220208591,-114.48844230803371,0.8701578620664302,-102.44772871053709,-107.92175975414261,-112.29960766750366,-119.67969721105197,-127.86113131752123,-110.8104137355295,-114.69992547436335,0.8666465922341232,-109.00399651587117,-111.72875166129973,-113.37718538109122,-122.10748216313483,-132.32483713971936,-112.96996364759573,-116.89804601384094,0.853732119302084,-104.74842248526897,-109.97305002700055,-113.01063092427322,-120.7949302660787,-129.59863912001626,-111.98285307169415,-115.89883639004334,0.8640742976320236,-106.93570213645691,-115.06547455930293,-114.81085642200286,-124.6785343050927,-133.85015154149625,-115.37961580720328,-120.2524109060629,0.8620058661004449,-109.26474578017371,-115.04087094044012,-119.43876136904562,-124.75926567900521,-132.10011383621173,-117.37063843639832,-120.14768802361034,0.8884976328023745,-106.52933048914268,-110.16222936231226,-113.91000730174062,-121.28699676420234,-129.2089398069727,-112.49220100477388,-116.98552915377931,0.8706224288569179,-105.08151746768989,-110.10983739952235,-115.60729180723467,-122.85517444190127,-131.27433819043543,-113.59205467615716,-117.93847436350117,0.8653028173059448,-0.006632200057806,-0.0005577386302928109,-0.0071899386880988105,-0.0007949801937841509,0.004925655654272368,0.004130675460488217,24,1
-105.95966258821439,-111.99668989556132,-117.46752842874952,-124.37745916020506,-130.19320163047402,-115.67628301921971,-120.6248516696744,0.888497107149592,-107.05360416267337,-112.89065798666269,-116.7139093244845,-124.72921464230409,-130.75193207648041,-115.85523727581555,-120.83532554274964,0.8860690273245724,-106.28118831991749,-113.54402450038633,-118.11463442878465,-124.19458660734247,-132.63425226983574,-116.82123762763715,-120.11746024305621,0.8807772926556856,-109.4376749924912,-112.33015701910442,-118.66089029749588,-125.81041991108047,-131.81397291431324,-116.47364435039725,-122.69429613258342,0.8836213777283832,-102.56595769764388,-110.33631590678347,-118.1848917953194,-122.88326136092653,-129.05250627379354,-115.34079768873809,-119.26208508606436,0.8937509314544799,-102.54490707055832,-109.49817511608494,-114.77127905916417,-121.36751925389281,-126.318389027862,-112.90433119379264,-117.70705980559173,0.8938075608998575,-105.55023512281623,-111.33557669183354,-115.41203121872417,-123.04958351098627,-127.7320949061171,-114.3414635784642,-120.26033329451917,0.89516627487011,-107.19810188542768,-114.83874364369679,-121.23255681097955,-126.95088417911144,-131.69211272489028,-118.81267732268003,-123.17820920502537,0.9022004041417737,-97.27608940328568,-105.9847666248154,-111.87770438039647,-119.83239673617612,-126.142709229058,-109.90435775778148,-114.10301477074117,0.8712699959393619,-101.4752802173846,-108.85682397451042,-116.02730448353935,-121.43539464244695,-127.13372000120229,-113.56523459070937,-118.77173984791526,0.8932739055353324,-100.60253466554944,-112.28152794026283,-115.85360275715634,-122.86927246937108,-127.40644070310223,-114.6277144145409,-117.96427548154985,0.899701096600447,-110.95300696146867,-113.0202438211741,-118.97567480821732,-126.9244673343091,-133.32443729805,-117.24281526457146,-123.3717578083995,0.8793797869363763,-105.68653723806287,-110.79299483503671,-117.29856243930408,-124.66909333991386,-130.30793887129624,-115.13072801492564,-120.00023466573111,0.8835281181804205,-110.18809291912603,-115.68671232658322,-120.71027190915294,-127.91321841244026,-134.17812859996795,-119.09807983366619,-123.40223859773391,0.8876117223898637,-110.31641982314703,-118.16846413343211,-121.11337096941966,-127.72642476187914,-133.13236806209036,-120.04992668308154,-123.52142893172825,0.9017335786222369,-108.45453452578707,-110.66912659443005,-117.39226943596596,-124.41446399376167,-129.90602617905705,-115.36558504336342,-122.22868876216582,0.8880695410107328,-109.77043640609071,-111.71272721418414,-117.14150074188782,-125.26914540733873,-131.56419695046804,-115.28669766735025,-122.57947853923554,0.8762771357222207,-0.002009740253638741,-0.0007490988734260493,-0.00275883912706479,-0.011770136399052248,0.00586921995341107,-0.0059009164456411784,24,1
-105.38224191326509,-113.53077460664595,-117.53978067572066,-124.071956976671,-130.41231943155995,-116.36279848534349,-121.11373453583501,0.8922684528006604,-108.46785990545446,-115.848274941353,-118.62801999023031,-124.29702644930221,-130.51019781719782,-117.66119733365849,-122.736622214417,0.9015479196381528,-107.5768401628696,-114.93869456885575,-118.01901682708575,-124.2948953423976,-131.29913529878635,-117.39151529013725,-121.87760363696188,0.8940768347255242,-107.29569501948447,-116.96395286174868,-120.53993771722406,-126.16943951298944,-132.12213322451848,-119.25927326966227,-123.97030794149553,0.9026441698984831,-105.39377066333122,-111.56948699723966,-117.44345799856694,-123.33794265725328,-128.40482342442758,-115.99132037502153,-119.62249770029598,0.9033252589867702,-103.25944440082918,-112.11884058048503,-117.22440526903874,-121.91743588583358,-126.7933729638064,-115.6704514841947,-120.25885644126934,0.9122752142354729,-105.41767314434497,-112.91652802547169,-116.67394725109718,-123.06698807620778,-128.1188124721182,-115.4164566747262,-119.71918564859132,0.9008548740634297,-107.2704728180818,-117.08426063397069,-121.2358549729832,-126.9419454542314,-132.91673482409885,-119.96203703369208,-123.81798594241191,0.902535239015983,-95.76597371115756,-104.93559818364493,-113.21285973667065,-119.37966804348382,-125.4873496208539,-110.50728444981961,-116.8941664197182,0.8806248979176395,-101.961443107853,-109.250026512754,-114.1457560572832,-121.56513103312206,-127.9188520029539,-112.68832161757025,-116.92696670684902,0.8809359985107438,-102.34591210797353,-111.80703341315105,-114.95953283761695,-123.25332302229583,-129.55155083540728,-114.1822927381253,-120.01416706940739,0.8813656957545161,-110.22865318310134,-115.74526387041148,-118.93431317551514,-125.56264854234442,-133.23249893349222,-117.81391505386051,-121.25574378789504,0.8842731015101019,-99.95964769011846,-110.27706353523676,-113.64701811402219,-122.53365031564887,-130.71949463372633,-112.64420523953267,-119.1140590883875,0.8617246077577005,-109.5518192418209,-119.1946563528831,-122.08876530061954,-127.11554910982696,-133.97035921943365,-121.30182942715406,-123.70318115960305,0.9054378157519943,-108.08665387178914,-118.78660248140818,-119.49512202370714,-127.80256154998546,-133.22810765749634,-119.89278778631163,-125.74731446597642,0.8999061076100605,-107.27054820006241,-112.4916658901816,-116.85170569885864,-123.82898866941171,-130.3239584046134,-115.50972712401004,-120.86056670710724,0.8863276448785419,-106.26346338396928,-112.56444485753991,-117.53677784101114,-124.08411796240203,-131.9997295720283,-115.91216086801927,-121.300527642973,0.8781242298285883,-0.013011326732874497,0.003551977277604736,-0.009459349455269762,-0.011348349019205325,0.006895689279990427,-0.004452659739214899,24,1
