mean_Delta,mean_Theta,mean_Alpha,mean_Beta,mean_Gamma,mean_Slow,mean_Low_beta,mean_Relative_gamma,Fp1_Delta,Fp1_Theta,Fp1_Alpha,Fp1_Beta,Fp1_Gamma,Fp1_Slow,Fp1_Low_beta,Fp1_Relative_gamma,Fp2_Delta,Fp2_Theta,Fp2_Alpha,Fp2_Beta,Fp2_Gamma,Fp2_Slow,Fp2_Low_beta,Fp2_Relative_gamma,F3_Delta,F3_Theta,F3_Alpha,F3_Beta,F3_Gamma,F3_Slow,F3_Low_beta,F3_Relative_gamma,F4_Delta,F4_Theta,F4_Alpha,F4_Beta,F4_Gamma,F4_Slow,F4_Low_beta,F4_Relative_gamma,F7_Delta,F7_Theta,F7_Alpha,F7_Beta,F7_Gamma,F7_Slow,F7_Low_beta,F7_Relative_gamma,F8_Delta,F8_Theta,F8_Alpha,F8_Beta,F8_Gamma,F8_Slow,F8_Low_beta,F8_Relative_gamma,C3_Delta,C3_Theta,C3_Alpha,C3_Beta,C3_Gamma,C3_Slow,C3_Low_beta,C3_Relative_gamma,C4_Delta,C4_Theta,C4_Alpha,C4_Beta,C4_Gamma,C4_Slow,C4_Low_beta,C4_Relative_gamma,T3_Delta,T3_Theta,T3_Alpha,T3_Beta,T3_Gamma,T3_Slow,T3_Low_beta,T3_Relative_gamma,T4_Delta,T4_Theta,T4_Alpha,T4_Beta,T4_Gamma,T4_Slow,T4_Low_beta,T4_Relative_gamma,T5_Delta,T5_Theta,T5_Alpha,T5_Beta,T5_Gamma,T5_Slow,T5_Low_beta,T5_Relative_gamma,T6_Delta,T6_Theta,T6_Alpha,T6_Beta,T6_Gamma,T6_Slow,T6_Low_beta,T6_Relative_gamma,P3_Delta,P3_Theta,P3_Alpha,P3_Beta,P3_Gamma,P3_Slow,P3_Low_beta,P3_Relative_gamma,P4_Delta,P4_Theta,P4_Alpha,P4_Beta,P4_Gamma,P4_Slow,P4_Low_beta,P4_Relative_gamma,O1_Delta,O1_Theta,O1_Alpha,O1_Beta,O1_Gamma,O1_Slow,O1_Low_beta,O1_Relative_gamma,O2_Delta,O2_Theta,O2_Alpha,O2_Beta,O2_Gamma,O2_Slow,O2_Low_beta,O2_Relative_gamma,alpha_frontal,alpha_temporal,alpha_asymmetry,beta_frontal,beta_temporal,beat_asymmetry,participant_id,label
-109.21072449310927,-113.92606924931069,-108.54051806843742,-121.69750246325309,-127.01542720042181,-111.80325066043979,-118.20949601812637,0.8802336308645545,-97.43736532090679,-111.2377314821485,-106.19117373959571,-119.36040420016803,-124.96391499526665,-109.34112593562902,-115.81721041965719,0.8749815972056463,-110.40391290560602,-115.78381396666377,-107.40441815962623,-121.96340755556909,-127.13482068136629,-112.26460067265685,-118.15862629139707,0.8830358203282627,-101.85518906906256,-110.5082809842649,-111.6406334933865,-117.82790920144424,-121.27070732407418,-111.43471335394025,-114.41112931744159,0.9188922519941357,-108.46327375215222,-115.48190292746494,-110.70193072820753,-122.11432440170853,-127.34379252703478,-113.86678304644289,-119.37686734046292,0.8941683044524471,-111.42068715541974,-116.70284487643148,-107.32862390630874,-121.92187560851232,-127.94074322902011,-112.29005776824921,-118.72289587026796,0.8776723890625254,-104.84678768967953,-110.54168715308863,-107.99854361549242,-121.01908714317109,-126.2738041045112,-110.62043742770523,-117.49039427122482,0.8760363102401637,-115.72002044530825,-119.42470382159279,-111.24857759078017,-125.83793407253019,-129.03709775602167,-115.83937113270787,-122.65771753192888,0.8977214548930142,-107.57698017875606,-117.31959697638165,-115.06117118260568,-124.91026210565539,-128.73823957132177,-116.91751458994251,-122.27138252420878,0.9081801567215737,-112.6761528344673,-115.56658167284263,-107.03149208332476,-120.74192409819368,-123.78129743421914,-111.59699909219651,-117.6653067812326,0.9015659183205952,-109.75586144070593,-112.89627861050441,-109.32128377723683,-121.83474431784283,-127.87808120299329,-111.92636298663281,-116.97318171994024,0.875258386219928,-113.92895680068636,-113.67463517986494,-106.57553565065061,-121.37013098349422,-127.79596722682632,-110.45690629407285,-117.51326992316734,0.8643223154140834,-112.31601155906466,-110.65807303076768,-104.55028756048446,-120.2072205936296,-128.95492467049323,-107.73992476958196,-114.25238498517292,0.8354851514579996,-104.61308183319495,-113.5935151805819,-111.97414559043291,-123.82177741114484,-129.01546496586607,-113.74712263731543,-121.40207316318782,0.8816549447572799,-102.10916579051184,-111.76935154851839,-108.04546622651313,-122.27460989799289,-128.01984473267396,-110.1473554531041,-119.38785331368896,0.8603928217778228,-116.41713911214454,-113.0878882436176,-105.43082254485822,-121.13850855518248,-128.0835152007929,-109.89011376463218,-117.92976482885906,0.8579567291884561,-117.83100600208144,-114.57022233423692,-106.1441832454947,-120.81591926581017,-126.01461958426708,-110.77262164222682,-117.32187800818375,0.8790457964930982,-0.004221876132738269,0.010583602104499113,0.006361725971760845,0.017864363167318473,0.004505050822838781,0.022369413990157253,18,0
-106.36281278070923,-114.14740877474308,-109.41916350934564,-121.5935529564095,-127.66149705869977,-112.1139186663334,-118.72391913488323,0.8782124700823658,-100.63662993436276,-107.47252968553323,-105.6871880946243,-119.17310979654792,-125.02476764307787,-107.3286554575206,-115.3903623985619,0.8584591475820509,-107.3001385541462,-116.25957189858684,-107.3533583961254,-121.43728354107495,-128.63462000966763,-112.01659532500268,-118.13991212874544,0.8708121912793305,-88.0657855991281,-104.7476986313975,-110.14532882820004,-116.95432348579466,-122.19128840918036,-108.66644877252935,-115.98686076410954,0.8893142071523089,-107.7483792402119,-115.92824621187634,-109.36823942773583,-121.46914929139545,-128.70311818727262,-112.76260625374499,-118.36635524888845,0.8761450992171534,-108.97003768037189,-114.74296293168625,-107.7024276778357,-122.22295005105131,-129.50946401693466,-111.789682786872,-118.2711404430273,0.8631777116478097,-103.68352159558765,-113.0694610304029,-107.57635755360859,-121.04099689125309,-128.2128335613086,-110.89326806751986,-118.39867155781809,0.8649155079666272,-112.5371942018593,-117.81120132804995,-111.60849153348343,-123.16664863102521,-129.61091701527815,-115.25253512252046,-120.24682092050371,0.8892193480039559,-106.9623528354374,-116.53920371220052,-115.44457368398571,-123.35182352407013,-129.14956174937726,-116.31677741051291,-120.93653710903375,0.9006362533094215,-112.08159555244526,-115.59655522735075,-108.52775525109332,-121.27807488745178,-125.01249418143506,-112.51986937894654,-118.60217581571311,0.9000689900294483,-109.83464114519373,-115.91316743008832,-109.50970794522803,-122.12639703778544,-127.94249948366497,-112.49758201510683,-120.30420810124154,0.8792823531595139,-110.08330734844986,-115.173802858726,-108.25651955378267,-122.40462644482287,-128.4130018934361,-111.6894338232538,-117.93964736415998,0.8697673302267288,-105.8111975937431,-114.64081787227842,-106.74186362124186,-121.13224289064237,-129.10537605857914,-110.45384990121195,-118.33142247121576,0.8555325368565255,-106.88387957389202,-118.40697271527965,-115.35950546562812,-123.77683372438908,-129.3574503730601,-116.70669775581317,-120.38879308241184,0.9022031388160263,-100.45231292505102,-109.10242671935414,-110.21845304711808,-122.02477959300819,-128.02210220311392,-110.99782917038186,-119.74774486706868,0.8670208289056046,-110.1071598044912,-114.37147204712782,-107.31676564477394,-121.80258295703912,-127.40496533385384,-110.81268581907187,-117.78510706037208,0.869767402932034,-110.64687090697632,-116.58245009595083,-109.89008042506497,-122.13502455520023,-126.28949281995612,-113.1181816013256,-120.74694682526057,0.8957054072787503,-0.003540051791050017,0.004503596215713411,0.0009635444246633941,0.018936163260317735,0.0034852365021223767,0.022421399762440113,18,0
-106.82508750001543,-114.00365864745083,-109.30963049455147,-122.4273896173046,-126.86639250813984,-111.98460663360379,-118.27736136038138,0.8826971778709541,-94.97510334349252,-108.16524854363827,-109.00051384118765,-119.19996744544758,-124.42181901195339,-109.16221042486272,-113.991402634129,0.8773558471635537,-106.28121111746319,-115.47229380487154,-109.31914594225046,-123.01931211099688,-127.77374439012381,-112.2289481686315,-117.92818566973554,0.8783412328120375,-90.66560074151057,-108.95804599808231,-112.03118693691383,-118.62074999064416,-121.42139261768882,-110.70803091954309,-114.23296649882215,0.9117670991315496,-108.03384762102573,-114.47003166194617,-110.62938334393941,-123.36722369320398,-126.77685444353482,-112.62960269170826,-117.8032843374609,0.8884082444392276,-108.10166279887176,-115.40142485444555,-110.30921227447149,-124.19279101375415,-128.88026711204972,-112.87362901854792,-118.23367306854409,0.8758022585444715,-103.14898729393721,-113.30278550551282,-108.24780225812984,-121.85150501780436,-126.85612211757724,-110.95078487162716,-117.69800716535487,0.8746190804160943,-114.02115878654295,-118.53019173993827,-114.7341628198307,-125.26960933277657,-128.56147061451145,-116.73273521569867,-121.55496165757158,0.9079915985538081,-106.75677259072788,-116.84616343699498,-113.25733448643317,-124.85028087648256,-128.2636829190071,-115.3019456155632,-119.15892401937231,0.8989446037376873,-110.87322185146354,-114.49630775250922,-108.9778029367385,-121.01058427466518,-123.20613380088147,-112.35058565665605,-118.60268659579691,0.9118911712482634,-108.25935310322582,-114.11255625772446,-108.54552930284123,-122.09450574413971,-125.44099605724901,-111.57167923375033,-117.92369728666542,0.8894355333628811,-111.8487029404989,-114.68183301808106,-106.5064142307421,-122.1330934706332,-128.10479328468185,-111.16634444727606,-117.867675669169,0.8677766194137312,-112.68253025787826,-113.344527845457,-104.18753786228967,-121.73926678143962,-129.55644840644067,-109.37034631952658,-119.5716123389719,0.8441906803157582,-106.21890107665132,-114.22882513755258,-111.5660528647078,-124.48567980151157,-129.09731225264048,-113.30301233980637,-120.03986803444799,0.877655857916507,-101.12237319807652,-111.65346036762503,-109.4294987707425,-122.69255777227424,-127.94262985652543,-111.21408362213057,-118.53403027378583,0.8692496296726572,-112.09679537516489,-114.26182782419069,-105.90135648373895,-122.5107229465713,-127.99581480254248,-110.63207438767078,-119.13895898232357,0.8643413423973392,-114.11517790371596,-116.13301461064326,-106.31115355786635,-121.80038360452863,-125.56279844282965,-111.55769320466135,-120.15784753395116,0.8884613483304531,-0.006295697487912881,-0.001987251801664946,-0.008282949289577828,0.01961450244945225,0.004458653948342619,0.02407315639779487,18,0
-108.07917498590675,-113.44408011214419,-109.80614937020485,-122.429760401373,-127.1704032011767,-112.1300101259019,-119.3185520518566,0.881730397194057,-103.047843210465,-107.27717540069294,-109.7613031444384,-119.24227520736005,-126.0559830784261,-109.11159957337097,-115.25595269609863,0.8655804897851367,-107.53827744859015,-116.18561917470963,-111.20111898491551,-122.84424636346115,-128.74256512007798,-113.58677722039178,-118.10245634785765,0.8822783444966285,-101.69001345169193,-110.00234146935232,-111.09880299602689,-117.77851417687187,-122.00357191794185,-111.04589661613542,-117.52771578933691,0.9101856189163344,-106.32929528271404,-115.22273024677582,-111.18900791632183,-123.23541179996421,-127.9457707006597,-113.43297567602971,-121.30726316610567,0.8865707327006226,-110.54112028353009,-115.52823290691119,-111.42239078191565,-122.97242588457772,-127.62300988218774,-113.48515263733866,-117.81419305806226,0.889221722180819,-105.79631733664041,-111.23655859650184,-110.79758289262746,-121.14060385798294,-127.00708602999099,-111.43923923429669,-118.09409324148072,0.8774253682820645,-115.37753979608269,-119.19481316260477,-115.38706210744067,-124.92774568610497,-128.4125521840239,-117.55565395937543,-122.63010798181665,0.9154529830612681,-108.37575454066906,-114.89075742260695,-114.7549976833127,-125.22521371687895,-127.62654595668837,-115.66684014074538,-122.82093524751849,0.9062913931714358,-109.2680770790268,-115.37281315606515,-111.13051638216261,-120.86464575527538,-124.1476812851765,-113.33229429612578,-117.74359531729533,0.9128828917536771,-108.87800936301164,-112.67419011179514,-109.76066137471183,-122.87220977857177,-126.00404376037642,-111.60382746906286,-120.90362112413456,0.8857162368638054,-111.14718018128931,-114.24036717444572,-107.48228254488288,-122.85326501869167,-127.88663878868692,-111.29323454093145,-119.30147498178,0.8702491174611796,-109.60806206005483,-111.58582919058263,-103.65137335217162,-122.29761356073223,-129.32311543168436,-108.06791236030581,-118.69395913823979,0.8356426614033535,-106.96134880243423,-114.1406213311554,-110.1493056243373,-123.89266993607329,-129.17095231306772,-113.10260923578673,-120.51416154986165,0.8756040519207706,-102.35159003921774,-109.94804519778967,-109.19895535570774,-123.08263129407587,-127.53986617169565,-111.35426730540756,-119.29696090047395,0.8730938070414873,-110.43387963029431,-113.7908774174622,-104.04845086817973,-122.9242054000315,-127.68971827572,-109.71516537851352,-119.69433277365022,0.8592325745570675,-111.9224912687956,-113.81430983485556,-105.86457791412484,-122.72248898531434,-127.54735032242287,-110.2867163706128,-119.39600951599303,0.8646727359825392,0.000405802369120933,-0.006201492614424475,-0.005795690245303542,0.022641420411602314,0.00823660426281987,0.030878024674422182,18,0
-107.15888175955581,-114.10144046344801,-109.26334118302869,-122.0798675048367,-127.4409614364812,-112.1757187452518,-119.4246002493709,0.880217141183152,-99.61209052129735,-107.61174547703543,-106.88752911075414,-119.46483190048158,-125.6631343059756,-108.29684240062755,-116.05342988667859,0.8618028111326343,-107.71246473103899,-116.34705530847803,-108.47656155638833,-122.89437237292425,-128.4841080659134,-113.18469757456884,-120.55115337562064,0.8809237132774752,-100.71239133655622,-110.37403775460747,-110.65617386076667,-117.70707794986008,-121.0507771339391,-110.94462457423464,-115.02558871064878,0.9165131129350594,-105.43792168057723,-114.9283849937952,-109.71060417189945,-122.40152696070278,-128.20807298118135,-112.85081616240532,-121.11652658838764,0.8802161481591709,-110.62323584109073,-116.04872638931111,-108.91274127019503,-122.02949487955757,-129.16586894061226,-113.2153121179577,-117.42989563209315,0.8765110554864282,-101.24315065248734,-111.94135478827887,-109.71274014185731,-121.5679151119412,-127.5990043271234,-111.68609781626618,-119.37956176589822,0.8752897282014712,-112.85268425238425,-119.3367948031602,-113.6164130317161,-124.05399325447794,-127.23913883209683,-116.96261997477548,-121.21574662906733,0.9192346085359623,-107.1488849812543,-117.37152101336422,-114.00620839618857,-124.84104288529909,-129.3470351031169,-115.86256557793217,-122.72046854595543,0.8957496821288965,-109.8876611115336,-116.03354027742817,-109.17192426711142,-120.46225815889133,-123.89158251573157,-112.9633727775377,-117.322058649819,0.9117921531367458,-104.58870922200788,-113.66289793474289,-109.44213738932568,-122.4146106163323,-126.73489142507188,-112.12152134173668,-119.39706808640395,0.8846933948574461,-110.32938614257654,-114.22764365661874,-107.63536889897034,-122.10349258243377,-128.89937931129018,-111.05907969813718,-119.23961116692159,0.861595147249942,-110.72723406059768,-111.58576154660592,-104.50369417251241,-121.77437809226274,-129.00448556484082,-108.32176523369202,-118.47835763891288,0.8396744094549088,-107.38562284638661,-115.97872934735797,-111.68011368681718,-124.50995110269803,-129.713036080082,-114.4171194702474,-121.65922307463582,0.8820788020072923,-104.95295519299484,-111.94912190563802,-110.08572617368546,-121.91827454829009,-127.74751985281044,-111.63009863423699,-120.16177757467165,0.8738337837232081,-108.99987496853426,-113.0991067947943,-106.10555130819843,-122.8497944746694,-128.75632565799617,-109.78672266872192,-119.96980722401642,0.8526705162458464,-112.32784061157528,-115.12662542395161,-107.60997149207228,-122.28486518656506,-127.55102288591719,-111.50824390095096,-121.07332944020331,0.8742246152011259,-0.004290890384244112,0.0012360280952051093,-0.003054862289039002,0.01955135682284823,0.008038445436513837,0.027589802259362067,18,0
-107.87364349058896,-114.39543999917542,-108.37171631129868,-121.49543005076296,-127.08222727250919,-111.58404229521715,-117.851367024963,0.8780460076131774,-96.60841930682138,-109.48982471895233,-107.3563179262438,-119.45549182437787,-125.2460073038894,-109.20877485916247,-115.45453880680083,0.8719541421722519,-109.63484241829191,-116.2654088467807,-107.8611876054639,-122.06914182489894,-127.38073998300152,-112.1173470215713,-116.79109050852419,0.8801750330272295,-101.31716331067584,-110.34469371543139,-112.25565431044818,-117.87144447530709,-121.2602652137329,-111.81185148857404,-117.10176714735408,0.9220815350477329,-107.38057017025503,-114.72718590504468,-109.4069954348281,-121.54274677513071,-128.01264548917672,-112.57449718471507,-117.43028872421236,0.8794013806568279,-109.9025126409519,-116.58438029983488,-108.57011142452521,-122.02843462018627,-128.31226755694541,-112.61079182661169,-116.93313676165454,0.8776307516865809,-105.35131653259619,-113.31059643904973,-107.96545021359148,-120.53900358058057,-126.97060610512547,-110.83324000392122,-115.08728914303146,0.8729047092376381,-117.25004110890832,-119.65809743259871,-112.50782624101635,-123.46615636651843,-127.24185330215157,-116.03722103432445,-120.44596380445913,0.9119422424536655,-109.72119565130438,-119.26725861805528,-113.56649128992667,-123.59458200770459,-130.47210079234165,-116.19310681593541,-120.57972151784656,0.8905590245754333,-111.77221648925791,-116.39705381779605,-108.16457817146446,-120.02586615499614,-123.62690651644849,-112.32147069823283,-116.93135174324439,0.9085519800116371,-105.27540212263173,-113.12037769059195,-110.02126561515394,-122.05815821842937,-128.31163509350122,-111.72186085451887,-116.95133789244093,0.8707071714354406,-110.01343801887484,-114.97501404941899,-105.3675094031565,-121.17225694563797,-128.27371601266674,-110.13719579051379,-117.05502001943753,0.858610783362961,-107.69580758020831,-112.42703341496478,-103.77735841776922,-121.20709260187229,-128.71137379793578,-107.95006245586204,-117.42803358796726,0.8386987044776093,-105.90097113867826,-115.41570564969841,-109.2939723210679,-123.81696493968312,-129.00749213146537,-112.95156858873004,-119.82902187267263,0.8755427047107194,-105.7277990375384,-110.1579840654628,-108.89855168189615,-121.74123194444643,-127.45743289342082,-110.35847694470367,-119.68043389023123,0.865845752887435,-110.08735578248357,-113.61992712658275,-103.52659377736184,-121.40370883672267,-127.71719463245884,-108.54484680966763,-117.85225202392819,0.8498843646075621,-112.3392445399452,-114.56649819654312,-105.40759714686517,-121.9345996957149,-125.31339953588507,-109.97236434642974,-120.07062495560237,0.8775786528314378,-0.012851325556622247,0.008509660441147987,-0.00434166511547426,0.015334522488615884,0.008394986280872173,0.023729508769488056,18,0
-108.88693897974662,-115.33803299028318,-108.98760091296843,-122.27159046590701,-127.12850087849515,-112.54834066462958,-119.13615109653811,0.8853116326149337,-98.76797776520908,-111.06522866995728,-108.38555215140528,-119.97040018802129,-127.11292426293898,-110.5400008353841,-115.85465374238403,0.8696204691721747,-110.84570310537856,-119.0530021234588,-109.06458887209317,-122.67115236576035,-127.87750325946568,-113.97103454807868,-118.97472324382986,0.8912516403829801,-96.45524731381427,-110.03444437671101,-110.76274898350331,-118.14190253073363,-121.40786647856652,-111.11535331815817,-115.11242486088739,0.9152236715878258,-107.2734757998185,-115.50431674924766,-110.51347974250095,-122.55666260014668,-127.35326221347948,-113.5834467951124,-118.79334270428787,0.8918770106156759,-112.11482816607713,-118.38947231905426,-109.39975122727303,-122.92043412787777,-128.6188782042829,-113.94836665114764,-119.41451312743735,0.8859381160996104,-104.09872330122157,-117.4222502715034,-108.26569366499959,-121.95740278692517,-127.31323210285112,-112.82023661439939,-118.16069365498625,0.8861626929968801,-116.7271879722876,-120.48372755434724,-113.8303413481132,-124.8597715062165,-126.36163308080694,-117.38486720146688,-123.28094003841747,0.9289597193350649,-111.44527203290349,-116.67935780904395,-113.03983350876949,-124.32056002670983,-129.04102001158552,-115.14330328126094,-121.05189048339119,0.8923000087175628,-111.68906638870142,-116.45977055260948,-108.98195514997413,-120.79214651474227,-123.27670012364024,-112.94837483496953,-118.03971864709698,0.9162183504400108,-107.93600169295519,-114.91766532543416,-108.03672347986895,-121.08311270732793,-126.92133728873075,-111.91093377979615,-118.52646691728413,0.881734593807598,-112.50186655766555,-115.9859010481079,-106.85383761946326,-122.8643540370912,-128.85146821292898,-111.87382773382888,-120.38426540336326,0.8682386726781856,-110.52684012115704,-111.31741031053504,-102.87840950651253,-121.62977413150145,-128.61964545731064,-107.38092139646662,-117.47482260482187,0.8348718503667992,-107.4276147254582,-116.91644276129348,-113.45624320287995,-124.0424861349908,-129.39545479866257,-115.64802329689559,-121.44321610529273,0.8937564574956842,-105.19080759455309,-113.09521872304397,-108.8210814728042,-123.47116067013937,-127.98726528646907,-111.90458546330646,-121.19786509566967,0.8743415621299092,-114.2772202310313,-114.9599216052941,-105.55220942511735,-122.3437762707473,-128.25076719277737,-110.503840990234,-118.93078139029018,0.8616232355486227,-114.91319090771377,-113.1243976448891,-105.9591652522164,-122.72035085558025,-125.66705608142561,-110.09633389356758,-119.53809952516971,0.8760954328573669,-0.0011265070922327795,-0.004355531404360834,-0.005482038496593613,0.018341447390899546,0.0012029597137031502,0.019544407104602694,18,0
-106.23226604335937,-113.86260699649115,-108.98946437403958,-121.60583314055454,-126.90419708283639,-111.87444492905354,-118.7638324830963,0.8815661538446028,-101.1983178440782,-109.79272240429634,-106.31344331670975,-119.14340071072725,-125.92446315304959,-108.61720843357466,-115.5364195276433,0.8625584395111572,-107.31000527163344,-113.44306612731965,-106.74099436061327,-121.94046556664101,-127.31749295809074,-110.9220494701212,-119.50739862767864,0.871223952757486,-96.11863350982209,-109.46246330092544,-112.47606900109011,-118.10257099490052,-120.45993881078529,-111.70094217360423,-117.04892369033756,0.9272870572270553,-106.07241133684319,-113.81624124939556,-108.3721575320452,-121.37341469394826,-127.60133403546078,-111.62337980918157,-118.45701870463198,0.874782232121187,-110.79770983295955,-115.76237855139566,-107.0398705631788,-122.34832468749426,-128.01040673999816,-111.58132338830613,-118.48150692710959,0.8716582208424576,-105.61394111428106,-112.41477806474522,-107.36609847932048,-120.26737572586757,-126.45666676366123,-110.93307809244429,-118.0919391482395,0.8772418325699708,-115.4944835058254,-118.70666531227884,-112.00696874928198,-123.58176115130519,-126.357738078769,-115.44222272034598,-121.24973371072412,0.9136141915454478,-103.93013876943813,-114.50228863627665,-114.71201499877823,-123.54014981183472,-130.00902418885514,-114.90780722153902,-120.74816346088946,0.883844855681867,-112.58421995384222,-115.79382105756996,-107.75032242586518,-120.4094424517653,-123.71597021760817,-112.20826744250816,-117.09896394941605,0.9069828838196173,-106.26821456899572,-114.56112541215764,-109.33541191750147,-122.19633234757299,-128.11517523308487,-112.73242873075336,-118.55703630311379,0.8799303324188951,-107.15855574919237,-115.36344431987453,-107.43441724887779,-121.00354105211623,-127.96414794799458,-111.59755513329878,-117.65925660489319,0.8721001696401145,-103.69970505290445,-111.32626252993815,-106.17060274597073,-121.82490501168661,-128.35740552018547,-109.1111992070933,-117.47871642249518,0.8500576866983689,-105.90785751450775,-116.22361074142975,-111.84856532089343,-122.91400820316919,-128.36996482145506,-114.16223453875958,-119.64227004624827,0.8893220053268965,-102.23429940934189,-111.23460621415661,-111.03839682964238,-122.60383492548084,-128.86966484393383,-111.74635022259382,-119.69733240966858,0.8671268786019036,-106.42987741444911,-114.2557721690162,-106.4534444516928,-121.80693741850403,-127.15647904426031,-110.53810596980331,-119.05322641410672,0.8693076971038769,-108.89788584563505,-115.14246585308236,-108.77265204317148,-122.63686549585873,-125.7812809681899,-112.16696631092934,-121.91341378234516,0.8917619970756727,-0.01858249682810643,0.007301675056773396,-0.011280821771333036,0.013658336929438736,0.007365405449584391,0.021023742379023127,18,0
-107.53755128898177,-114.31503688787751,-109.19412093105998,-122.38550646824203,-127.46350496693525,-112.29213312288988,-119.93268019313835,0.880974779031999,-99.49085998431582,-111.48419750899212,-107.63279965648304,-119.6695359606451,-125.842155213217,-110.67410892765119,-117.16738072291568,0.8794676850546125,-109.01522959236426,-114.94212634666178,-108.81176299057054,-123.33055110759784,-128.3795667843618,-112.42357225323258,-121.23380338771486,0.8757123510322294,-86.92155152823273,-107.53494535100099,-111.16047733535864,-117.41482270268124,-120.68147539443467,-110.40166480099168,-114.1793496489257,0.9148186533198694,-109.78450848715175,-116.02572417033673,-110.2938943101314,-123.20779832549242,-129.09427009994542,-113.52211000867895,-121.55189555781179,0.8793737314660796,-111.02352235246727,-116.76267495015266,-109.45191408759614,-123.71708706126465,-129.32669920517893,-113.59804304657466,-121.04557263542601,0.8783804407344341,-103.79454190091214,-115.57646136548891,-109.51610614400376,-122.89824624603182,-129.141733498496,-113.25321769117566,-120.7972181753733,0.8769683867724652,-115.11322933316819,-117.67287709958647,-113.15862489201349,-122.98996207461832,-125.92542659038608,-116.21857344709656,-120.82222968174496,0.9229158605524184,-113.27743732378454,-119.944141827206,-115.01722337678225,-126.05992419947333,-130.03412172440895,-117.68408471317692,-122.03513767043462,0.9050246439361017,-110.21182955435135,-115.70586059707445,-109.45034496926111,-120.98354079212753,-124.7158623390733,-113.59255850559572,-118.09856315167616,0.9108108333225816,-107.82448950992881,-114.07067503419069,-110.67404259806847,-123.99541271344913,-128.2813003231565,-113.16120642602289,-122.08489341343666,0.8821332972222434,-110.95411111168013,-114.42060052180982,-107.07553309738074,-122.64923760819474,-128.1470184512252,-111.28969170645392,-120.93624459044851,0.8684532270160664,-109.92458243551778,-110.28977083963639,-104.35685257053116,-120.56573497707674,-129.59374960223116,-107.52487630015983,-117.61426742154693,0.8297072708382274,-105.51202424217809,-114.14340906694672,-111.97168068521636,-124.54575928757937,-128.8429662969099,-113.74663046606312,-122.30528030527276,0.882831509823685,-103.22220151276011,-111.81694330845606,-108.28530633888964,-122.75629757483964,-128.07896936217182,-110.48975687838576,-119.15761724548727,0.8626690035735013,-110.79894974440087,-113.96877364280783,-104.36027208415206,-121.93818667417169,-127.28708630026857,-108.9185007708647,-119.51531367056513,0.8556916804107478,-113.73175201049445,-114.68140857569233,-105.88909976052096,-121.4460061866291,-126.04367828549904,-110.17553402411384,-120.37811581143332,0.8741059886760637,-0.003913144810771573,0.005559118834268487,0.0016459740234969142,0.024074941907198763,0.012294410920704001,0.03636935282790277,18,0
-107.13224052393767,-114.81842154907834,-110.30578196814176,-121.95865582475126,-127.00787336954478,-112.52971181453991,-118.15327335802053,0.8860057949881666,-99.5940746432334,-111.361455578,-109.52234958558392,-120.71132640273508,-125.25318052101463,-110.58272768473012,-117.58188177978964,0.8828736102727296,-107.6066775563526,-116.56672210305697,-110.72683282047842,-122.45594485618481,-127.91165968627509,-113.23894307552456,-117.18708923828143,0.8852902335350988,-85.18737697318505,-106.38684550987777,-111.9936497034549,-116.81785569184603,-120.7080395996812,-109.92185837572413,-112.83362202383145,0.9106423958194616,-108.46035621241094,-115.04985344391194,-110.7752165042678,-122.28393358725714,-128.16156309084622,-112.95604209178416,-118.20861629589405,0.8813566202506148,-110.24159646858013,-115.97963136738774,-111.77611948703458,-122.98534463665013,-128.0247374405617,-113.66229311580673,-117.7250318241319,0.8878150847103042,-106.29077917644443,-114.40267947565258,-110.50690329458217,-121.77932823839222,-127.87232416296746,-112.36531828749126,-117.31589526767411,0.8787305542697947,-113.12181868370283,-121.40858541785285,-114.35293574269629,-122.9051266119561,-126.13256820424317,-117.17017692425219,-119.39482584190816,0.9289446698216878,-110.50555355644505,-118.54677788891843,-114.10378726652822,-123.85855411378816,-128.626290517866,-116.10007142916487,-119.84128844507143,0.902615405930864,-107.47547206388705,-116.91752189381418,-112.6628694240976,-119.05716300942976,-122.34112831976329,-114.61173409910332,-116.427244072561,0.9368209666952095,-107.18960093686644,-114.10415845012194,-110.40809456242471,-121.78546588902354,-127.88488936426194,-112.35285569826114,-117.47547752198466,0.8785467638654321,-110.89413269008043,-114.6341858628225,-109.31759776928061,-121.89337760828124,-127.57441965807638,-112.17264214234989,-118.2850908172166,0.879272211803854,-112.24049347196765,-113.07968954278626,-102.82359289245727,-121.49905751956484,-129.0529464581396,-107.64198060721327,-116.49739051525742,0.8340916155845283,-105.9835402225612,-115.8887930165198,-113.41294466828899,-124.00445428647133,-129.24993639402098,-114.85577619776502,-122.13807498561314,0.8886331351655364,-104.9679367051031,-112.41254850514065,-108.49036687219466,-123.31716011693304,-128.85013117003746,-110.85641257627405,-120.8972522938656,0.8603515694522814,-111.51841377240389,-113.80903685503112,-107.13159655421487,-122.98424460438181,-128.523085491121,-110.54288150286128,-119.54059721880597,0.8601013668513126,-112.83802524977852,-116.54625987435867,-106.88765434268323,-123.00015602312482,-125.95907383384045,-111.44367522433255,-119.10299558644182,0.8847609928550605,-0.005469494996894966,-0.010107881462372289,-0.015577376459267255,0.022860882437941772,0.011328156033141959,0.03418903847108373,18,0
